bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-22,10,10,-63,9,39,0,-50,-10,-9,-61,13,44,-56,1,-38,8,22,-6,-23,65,28,0,-61,0,-18,-17,10,-26,0,1,1,1,0,45,-7,0,-56,0,0,-22,2,0,57,0,0,0,-20,55,-19,-24,0,-19,-1,1,-41,60,0,5,30,-6,22,-3,3,-39,16,0,-38,0,-13,-17,31,-30,0,-14,1,1,26,0,0,-49,3,0,24,0,0,25,-28,0,-58,-22,-47,-1,-20,-16,0,5,0,5,-52,66,2,61,-38,-11,62,3,-32,-36,-39,2,-22,-2,-37,0,0,-17,-8,0,41,2,0,-50,1,9,7,33,-16,-8,-8,0,5,0,-12,-4,2,-62,37,-18,15,28,19,-1,-19,-21,-28,6,-10,-5,13,-93,-1,15,-66,-1,9,-14,22,41,-16,0,-12,0,0,1,-12,-31,-45,0,0,-56,-28,-36,0,0,-24,28,-7,-4,22,-9,44,-19,0,-27,-49,18,-58,-61,-19,-100,-65,0,50,2,-7,61,0,-66,-27,1,3,-20,15,0,0,-1,12,-55,26,-44,32,0,2,-12,-37,-50,-21,-40,10,0,-39,3,1,7,5,0,39,-16,10,76433,100,100
-6,32,35,-6,-3,-9,0,-23,14,60,-56,68,25,16,0,-7,4,35,7,14,70,-12,0,-90,0,31,10,2,-12,0,3,-3,1,0,7,-2,-3,-31,0,0,-38,4,1,18,0,2,0,-16,16,10,-5,1,2,-2,0,-78,67,0,-3,24,-4,66,57,-1,-43,-44,0,-39,-2,-40,24,30,8,0,-63,-14,1,-10,3,0,-71,-20,0,23,0,0,2,7,0,-18,-14,-42,-49,-2,28,0,-14,0,-10,-60,41,3,-38,-38,26,90,0,21,48,-70,2,-8,0,-28,43,0,-28,-1,0,31,3,0,-55,3,9,1,-37,-10,19,1,0,9,0,29,15,-2,-31,-32,9,-1,9,-3,-1,-26,3,-8,-19,22,2,5,-26,-6,11,19,-1,31,15,14,8,-3,4,14,0,1,-2,-23,-19,-65,-1,0,-95,-4,-100,0,0,-10,25,-4,-10,4,14,-30,-30,23,4,5,-2,-46,-84,0,-19,-1,1,73,2,0,-34,0,-19,13,-2,5,11,46,0,0,-1,-3,-50,37,51,-6,0,-1,-60,-11,-21,-26,-90,6,0,-27,-4,-1,-3,12,0,13,-14,11,76449,0,100
-6,28,26,-12,5,38,0,-50,36,52,-34,63,83,4,1,-48,12,32,-15,12,65,-27,0,-88,0,18,17,-37,7,0,4,2,-1,0,12,-28,0,-54,0,0,-75,1,1,54,0,1,0,-21,51,19,-76,0,6,-1,2,35,67,0,-28,34,-2,68,51,15,-27,1,0,-33,2,8,-5,30,-7,0,46,0,0,37,1,0,-22,1,0,14,0,0,5,12,1,-37,-28,9,-32,-18,23,4,-36,0,3,-55,65,2,-4,14,49,70,-1,7,-13,-36,2,-10,0,-19,0,5,-16,-33,0,25,2,0,-62,2,-38,-13,-4,-11,-11,-21,0,-18,1,31,35,2,-39,22,4,-7,-31,0,1,-11,24,5,-20,0,2,-5,-36,-7,-38,31,0,30,33,34,51,0,1,11,0,1,2,-64,-10,-34,0,0,-76,-7,-28,11,0,-15,23,-3,12,-3,15,17,-32,-13,6,-52,8,-42,6,34,-43,-10,-1,67,2,2,-19,0,64,17,0,2,21,17,0,0,8,-27,-50,33,-68,-23,-5,8,-96,-51,-13,-5,-27,-27,0,61,-38,4,0,14,0,9,-27,24,76580,100,100
-12,3,40,-37,9,-5,0,62,-25,27,-50,32,15,-29,0,17,7,-32,13,16,13,13,0,-43,0,85,-32,31,-18,0,2,1,-4,0,33,9,-2,-46,0,0,-45,2,1,47,0,1,0,16,44,-5,-20,0,-10,0,2,-39,10,0,-13,31,3,48,51,-15,-66,7,0,-58,0,-2,10,52,-16,0,-10,-25,0,0,0,0,-40,-18,0,13,0,0,34,-4,1,-38,-11,19,7,2,-46,0,-58,0,-20,-58,44,0,9,5,-42,56,-2,-2,-24,-38,1,-50,-2,-44,0,0,-36,4,0,35,4,0,13,0,14,13,13,64,14,56,0,17,0,9,-44,2,-26,48,-58,-21,-15,7,0,-25,-49,-30,32,-11,2,-8,29,-7,-26,-41,-1,15,-36,26,-41,20,0,-13,0,0,1,4,8,22,0,0,-55,15,-44,-7,0,-10,32,26,37,-23,-14,75,-19,20,-64,32,30,-50,-76,-20,13,-32,-1,52,1,-6,10,0,-81,-47,0,2,-51,0,0,0,2,-9,-62,-29,91,11,-5,5,23,26,-47,-38,-47,14,0,-79,-52,2,5,27,0,39,-12,22,76879,0,100
-74,0,28,-13,-6,-4,0,-4,-26,-54,-34,-16,54,-42,1,-42,82,-18,12,42,-73,33,0,4,0,35,-21,-50,-64,0,0,-3,9,0,52,-4,0,-19,0,0,8,-1,0,60,0,0,0,-12,58,24,4,-2,-13,0,2,30,-67,0,-24,71,7,-7,-57,14,-47,-14,0,24,3,-14,-15,43,-29,0,32,-17,0,1,-1,0,-11,-12,0,28,0,0,22,44,0,-30,18,-52,-50,-37,-45,2,5,0,-11,-46,40,0,48,-71,-45,54,4,-19,52,-27,0,-24,0,-57,0,9,-32,-5,0,-37,1,-1,-67,1,-54,-91,-45,-4,21,4,0,-65,0,39,-95,0,-14,88,-14,-10,-8,-49,4,-25,-50,18,-15,10,12,8,-71,-7,-13,-7,-1,-2,-90,11,73,10,0,-40,0,-2,3,3,9,-21,1,0,0,27,-17,5,-1,-37,48,5,99,-15,-42,90,-57,4,-13,-56,30,3,-75,-23,-65,-12,-3,40,1,-5,58,0,37,-26,0,0,-48,11,0,-2,9,-33,7,-20,52,32,11,-5,-16,7,-58,0,-20,56,0,48,7,-2,5,0,-1,47,19,5,78183,0,100
-1,18,-31,-26,10,-18,0,16,9,38,-24,-61,29,-33,1,-36,-4,18,19,14,7,-8,0,-45,0,42,-31,26,-18,0,3,0,6,0,37,5,0,-49,0,0,-13,2,1,-29,0,2,0,-35,-25,-4,-16,0,14,0,1,-58,11,0,-30,35,14,-48,44,-14,-31,-8,0,-52,1,-24,8,-29,10,0,-65,26,0,-18,1,0,-24,25,0,34,0,0,7,17,2,-24,-36,-45,-31,-33,-62,0,-57,0,-44,-64,20,1,-30,-42,-50,11,-5,-23,-68,-6,2,-11,0,96,0,3,2,7,0,46,1,2,-62,1,27,19,-16,-22,8,-28,0,18,1,68,-34,3,-63,82,-24,-10,32,3,0,0,-21,-34,-30,-25,0,8,-36,6,30,1,0,21,-31,-3,43,-34,1,-16,0,0,0,-17,-11,-32,0,0,-52,0,-42,0,0,-9,41,-32,37,-8,-9,92,-58,-38,-24,-31,6,-14,-14,1,-48,-22,-2,12,2,-5,1,0,-27,-38,2,3,-19,-23,0,0,2,-33,-10,18,-73,-10,3,5,-82,18,93,0,-40,11,0,-21,-55,1,4,17,0,33,-36,-4,167397,0,100
-47,8,-52,-68,-4,-31,0,-23,-55,64,-12,31,39,-16,1,-26,36,-16,3,30,55,-1,0,-73,0,-3,-14,-7,-29,0,3,2,3,0,44,-9,-1,-94,0,0,-67,6,1,-66,0,4,0,-37,-57,3,22,4,-15,-3,5,0,52,0,-6,38,22,5,52,12,-27,49,0,-55,0,51,31,-49,10,0,32,-43,4,-36,1,0,-22,-48,0,18,0,0,4,-15,2,-23,2,9,-32,-39,-86,-2,-35,0,-31,-69,12,3,55,-4,-87,31,15,-11,29,-24,2,-9,-1,85,0,7,-6,-17,0,11,1,0,-16,4,-8,37,5,17,-2,-12,0,33,1,25,-72,3,-35,43,-1,-12,14,-43,4,-8,-58,-47,-38,-13,5,-3,-27,0,11,-25,-1,11,-62,-20,29,37,3,17,0,2,-1,-82,26,-67,0,0,-82,12,-83,11,3,1,51,29,52,-18,2,49,-38,17,-5,-28,4,-58,-52,-30,-33,-71,0,37,0,-1,22,0,56,-18,-1,5,-68,-13,0,0,5,-4,-58,-15,100,6,17,9,-63,-25,95,0,-79,5,0,44,-32,3,1,-30,3,45,9,-22,190868,0,100
-52,-16,-19,-26,1,-1,0,44,18,-7,16,32,60,-2,2,20,90,60,77,12,50,25,0,-10,0,2,16,70,-60,0,0,0,-2,0,51,-4,2,-76,0,0,-5,0,0,-10,0,-1,0,0,-10,14,19,0,-23,1,-3,57,52,0,-69,64,1,32,-10,9,3,52,0,0,5,37,67,-6,7,0,50,23,0,0,0,0,-10,26,0,2,0,0,-13,19,0,-38,-27,-8,-13,7,-10,2,2,0,-19,-25,56,1,-9,-21,-10,69,-4,2,22,-6,3,-12,0,-11,0,15,-18,-2,0,-29,3,1,-40,6,58,-65,-4,17,6,7,0,-58,-1,58,2,1,-84,49,-13,-7,7,4,8,-20,6,0,10,0,4,2,-37,-1,4,37,0,-15,5,-1,83,-54,3,-9,0,4,4,-63,7,-5,0,0,-16,14,-34,-7,5,-34,12,-52,9,-1,-17,42,1,2,-15,10,-14,-10,-19,15,-42,-24,-2,70,4,1,-12,0,21,13,1,-1,2,-15,0,2,11,-67,-8,63,25,25,-5,2,-31,31,-7,-4,-42,-7,0,33,3,1,1,33,3,51,-25,-1,192906,0,100
-58,19,-52,-66,-14,8,0,-4,54,11,-40,-2,47,-23,0,-20,-6,16,35,15,7,28,0,-35,0,38,-28,13,-64,0,1,-3,0,0,61,38,0,-30,0,0,0,1,0,19,0,1,0,-20,18,2,-43,0,7,-2,0,20,9,0,-14,17,10,0,15,9,-58,-24,0,-64,0,-28,54,-55,-21,0,24,24,0,7,0,0,-72,11,0,49,0,0,19,6,0,-17,-46,-49,-63,-26,-15,-3,-28,0,-5,-18,39,1,17,-43,-27,49,4,-12,-73,-62,-1,-7,-2,2,0,3,0,37,0,-37,1,-1,-52,1,7,11,0,8,15,10,0,8,0,55,-70,0,-22,-8,-29,-9,39,-32,0,-2,-46,6,-37,-28,3,-6,-43,-10,22,-3,0,19,-67,14,61,-22,2,-1,0,0,0,-1,-56,-30,-2,0,-42,-38,-73,0,0,-10,42,-25,25,-17,-7,-31,-38,-2,-24,-20,8,-20,-86,58,-46,-62,-1,46,-1,-7,-1,0,-33,-32,0,2,-41,25,0,0,1,-16,-14,16,70,29,-1,-4,-33,-7,9,-23,-79,21,0,-46,-10,-1,6,30,0,63,-43,8,198006,0,100
-11,31,-7,-56,2,-28,0,36,-12,-39,-70,2,21,-25,0,-24,-9,36,63,21,-2,5,0,-18,0,-6,-34,-43,-16,0,4,-6,-2,0,44,0,0,-31,0,0,-11,0,-3,-32,0,0,0,-4,-32,-2,6,4,26,-3,1,-15,0,0,-18,34,25,8,-35,-11,-61,-18,0,-42,6,-29,74,0,0,0,-19,18,0,-25,-3,0,-4,17,0,18,0,0,1,22,-1,-32,-38,-61,-64,-27,-43,3,-32,0,-9,-46,22,0,-5,-66,-39,9,1,-17,-18,-14,-3,-18,-2,16,25,9,-17,-3,0,8,1,-1,-57,1,-46,-52,-40,9,15,7,0,-50,2,28,-20,-3,-26,-22,-45,4,-64,-17,7,-14,-24,-41,-1,-7,6,-2,-10,-5,-67,-2,3,33,-19,52,28,-36,2,-52,0,0,2,-8,6,-13,-3,0,-7,1,-12,-5,0,-15,35,-35,4,8,-48,-14,-21,26,-46,-23,2,17,-69,-9,-13,-52,-4,12,1,-1,-10,0,-74,-37,0,0,-23,-3,0,-3,5,-17,22,38,-43,3,-4,-8,-38,29,14,-16,-14,1,0,-63,-32,-7,2,29,0,43,-35,51,203161,0,100
-89,8,4,-15,1,-25,0,27,20,25,-35,-44,8,19,0,-72,27,-21,44,0,19,33,0,-11,0,-44,-43,30,-76,0,1,-1,-3,0,66,0,0,11,0,0,26,0,0,-10,0,1,0,15,-10,6,-18,0,-16,0,1,21,26,0,-28,21,20,-28,20,-15,-30,13,0,-52,4,33,15,6,28,0,57,9,0,-39,0,0,-8,5,0,52,0,0,-17,9,0,13,8,-1,35,-28,-24,2,-36,0,-15,-25,8,1,0,-15,-18,49,-13,0,10,-15,1,2,0,-71,0,8,-43,0,0,-35,2,0,-47,2,44,-16,19,-12,12,-16,0,-12,2,17,-63,0,-5,9,-4,-15,27,-30,4,-41,4,-2,0,-12,9,-3,-23,-4,18,26,0,5,-73,-17,8,-44,2,-25,0,0,3,-31,5,-13,0,0,2,9,-24,-3,0,-5,-2,-49,15,-8,-28,-8,39,7,1,-73,-16,-5,-63,22,-38,-7,0,52,1,-1,2,0,7,-44,0,1,5,-27,0,0,6,-31,-7,-23,-56,32,8,0,-4,33,-62,18,-31,45,0,5,-39,0,0,-3,0,68,5,-17,205659,0,100
-9,23,4,-54,0,-3,0,-36,24,11,-68,28,40,-24,0,-76,0,58,29,7,50,19,0,-56,0,-39,-21,4,-9,0,1,0,0,0,26,-11,0,24,0,0,-18,-1,0,9,0,0,0,-20,12,-5,-15,1,-3,-4,2,-26,48,0,-17,3,-1,38,8,-15,-58,-35,0,-48,2,-34,52,4,14,0,-30,13,0,0,-2,0,-47,10,0,29,0,0,-2,9,1,-25,-37,-7,-49,-30,-36,0,5,0,14,-50,42,0,-21,-20,-33,34,0,-34,0,-47,-1,-4,-4,23,0,4,-33,-8,0,4,3,1,-35,0,1,-15,2,20,-10,20,0,-10,3,-5,-17,0,-44,-37,-2,-4,26,-9,4,-30,0,-6,-23,-6,3,6,-26,-2,20,27,3,20,-21,33,30,-41,0,-48,0,2,0,18,46,-25,-1,0,-52,47,-48,-2,1,-10,10,-41,27,0,-43,-28,-12,-11,-1,-76,-4,-9,-26,18,-32,-52,-1,32,1,0,-15,0,-8,-17,0,3,0,6,0,0,2,-19,-10,58,86,15,0,1,-31,-43,22,8,-43,7,0,-5,2,0,0,25,1,25,-37,29,208573,0,100
-64,-22,-3,-69,-10,8,0,12,30,47,-56,9,45,-5,1,17,25,-7,44,19,44,5,0,-37,0,-9,-43,48,-60,0,2,0,4,0,78,11,-1,1,0,0,20,3,0,31,0,4,0,11,30,13,32,2,3,-3,1,12,44,0,-14,51,15,23,42,7,-41,-5,0,-55,2,-6,19,0,-1,0,37,6,2,-1,0,0,-52,0,0,44,0,0,20,18,2,-33,-18,-23,-37,6,-10,-1,-67,0,-21,-41,37,3,-17,-39,-16,58,5,-15,-7,-43,0,-14,-1,-57,0,6,-17,15,0,26,2,0,-54,0,57,13,2,57,14,57,0,14,0,52,-66,2,-15,100,-16,-1,57,-39,1,-17,-62,-8,2,-10,13,1,-71,-12,40,-4,0,-23,-55,-42,84,3,1,-6,0,1,0,-10,24,10,-2,0,-25,37,-14,-4,2,4,84,3,8,-1,5,93,-46,19,-1,-3,19,-14,-32,30,-86,-66,0,58,0,-6,-48,0,-54,-41,1,3,-60,-24,0,0,4,-16,-21,-7,-47,-3,23,2,40,23,-47,30,-13,60,0,-29,-58,1,4,22,1,72,-18,-49,211264,0,100
-9,-11,-52,-39,12,-22,0,15,-9,4,-35,22,44,-25,2,-29,82,-24,19,-5,-41,13,0,-1,0,58,-64,45,-14,0,3,1,-1,0,75,-8,0,-52,0,0,-34,2,1,2,0,2,0,11,6,16,-2,0,-3,0,2,2,-30,0,-34,71,39,22,6,14,-40,45,0,-52,4,32,34,-39,31,0,33,-7,1,-31,3,0,18,-6,0,50,0,0,-7,1,0,-46,-11,-15,100,-50,-40,2,-38,0,-32,-25,43,2,-1,-13,-52,14,-6,-32,9,41,3,3,0,-17,0,11,-14,4,0,42,3,0,-40,3,52,26,-10,15,45,24,0,30,1,18,-98,0,-6,60,-10,8,23,-36,6,-21,-38,28,29,-19,11,0,-39,1,24,-13,0,-5,-90,2,71,-57,3,-34,0,0,3,-30,40,-16,0,0,-8,45,-36,10,0,-31,65,-55,54,29,-35,54,-47,11,-11,-37,-10,0,-36,-2,-46,-41,0,8,2,-1,-2,0,-3,-69,1,4,-32,-25,0,0,10,-27,1,-21,46,15,15,0,-27,38,-16,9,-43,45,0,0,-37,2,1,25,0,77,-12,-3,213301,0,100
-32,11,3,-51,-1,-41,0,12,-25,17,-69,15,22,29,0,-16,-25,33,58,49,-3,-33,0,-43,0,-63,-36,7,-34,0,1,0,0,0,49,-18,0,39,0,0,-14,0,1,-30,0,0,0,-12,-30,25,17,2,14,-3,0,8,-3,0,-26,26,12,18,19,-20,-51,-81,0,-56,2,-72,52,1,-11,0,1,33,0,-39,-2,0,-18,35,0,43,0,0,7,37,0,-48,-56,-57,-13,33,-58,0,-20,0,12,-54,17,-2,-87,-65,-63,33,4,19,-35,-23,-1,-14,-3,-68,0,5,-34,-17,0,17,2,0,-71,1,11,-9,8,10,28,1,0,-2,0,28,-52,0,-17,-21,-28,1,-2,2,5,-34,9,21,-11,5,5,8,-31,2,0,73,3,11,-46,19,-63,-58,1,-19,0,2,0,26,37,-24,-1,0,-38,37,-33,-11,-1,-15,56,-57,-4,1,-32,-14,-31,0,-25,-16,6,20,-70,-22,-24,-50,2,32,0,-5,-85,0,-71,-31,-1,4,8,3,0,0,-1,-27,17,34,88,-32,8,-3,-64,5,-61,-27,-24,16,0,-83,-20,-1,3,28,2,52,-56,19,213835,0,100
-15,-7,-4,-36,3,3,0,-45,17,41,-61,9,31,-21,0,-65,46,1,34,58,46,29,0,-45,0,0,-58,-35,-17,0,5,4,11,0,42,-35,1,-49,0,0,-37,2,2,-8,0,2,0,-29,-6,14,-19,1,-9,0,2,11,49,0,-40,34,16,18,33,1,-46,44,0,-31,2,52,11,-7,-1,0,36,30,2,0,2,0,21,36,0,48,0,0,2,51,3,-61,-12,-38,41,-21,-23,1,-41,0,-32,-54,30,1,-16,-50,12,-25,-7,-9,-15,34,4,-20,0,1,0,4,-65,-31,0,14,2,3,-56,3,-37,34,-17,14,17,2,0,36,2,17,-58,5,-38,6,-34,-6,6,28,2,-66,-39,-5,-28,-16,3,2,-28,0,14,13,0,-7,-44,31,16,-25,2,-27,0,1,1,-49,22,-15,1,0,-54,25,5,2,1,-17,83,-27,27,2,-15,-17,-75,26,-30,-58,8,-16,-52,31,-52,-25,1,-37,2,-4,-14,0,0,-63,2,2,-33,-10,0,0,4,-43,-15,0,-63,34,14,8,-85,-52,19,5,3,5,0,13,-55,5,6,15,2,40,-16,30,215689,0,100
-49,10,-50,-46,10,-22,0,-25,24,41,-32,-17,42,-37,0,-63,50,1,20,50,-68,-1,0,-18,0,-10,-20,0,-28,0,0,-5,0,0,42,-7,-1,-44,0,0,-30,0,-2,30,0,1,0,-43,24,16,-55,-1,-42,-2,2,-67,-56,0,45,46,19,2,39,-1,-31,3,0,8,1,0,29,-28,-31,0,-29,-26,-1,-28,-1,0,-11,-20,0,35,0,0,-12,30,-1,-52,8,-43,-24,-24,-52,-1,-58,0,-20,-45,14,0,-28,-46,-48,21,-1,-25,1,-8,-3,-1,-1,-58,13,11,-33,-6,0,-24,2,-3,-60,3,5,-17,-13,-40,22,-24,0,4,0,28,-34,-3,-43,-4,-19,-2,30,-72,5,-32,-19,-9,-35,28,3,-1,-47,-8,17,-8,-2,19,-34,24,80,-23,2,-52,0,-2,1,-43,4,-39,0,0,10,9,-10,-6,-1,-15,15,-24,-13,8,-61,14,-34,15,-12,-72,-3,11,-70,26,-52,-62,-4,31,1,-8,-30,0,28,-30,0,1,-7,13,0,-1,7,40,10,2,67,-2,8,-12,-49,-10,-58,-31,-16,33,0,21,-60,-4,9,-15,-3,43,10,25,216385,0,100
