shortsnumberplacementcode,shortsnumbercolorprimg,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,shortsnumbercolorterb,competitionid,shortsnumbercolorprimr,jerseynumbercolorterg,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseybacknameplacementcode,jerseynamecolorg,shortsnumbercolorsecg,jerseynumbercolorsecg,shortsnumbercolorterr,shortsnumbercolorterg,jerseynamecolorr,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,numberfonttype,jerseynamefonttype,year,teamtechid,shortsnumberfonttype
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,1,23,49,0,2,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,1,23,49,0,2,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,2,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,2,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,2,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,2,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,2,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,2,89
1,30,0,220,234,30,220,220,13,234,220,45,0,220,45,1,30,220,220,220,220,234,220,45,220,220,0,0,262,135,0,3,262
1,220,0,220,220,220,220,12,13,220,12,220,0,12,220,1,220,220,220,12,12,220,220,220,12,220,0,1,262,135,0,3,262
1,12,0,25,12,12,25,220,13,12,220,12,0,220,12,1,12,25,25,220,220,12,25,12,220,25,0,2,265,135,0,3,265
1,30,0,220,234,30,220,220,13,234,220,45,1,220,45,1,30,220,220,220,220,234,220,45,220,220,0,0,262,135,0,4,262
1,68,0,220,220,220,64,220,13,36,12,69,1,12,220,1,220,64,220,220,220,220,220,220,12,0,0,1,262,135,0,4,265
1,220,0,220,220,220,220,12,13,220,12,220,1,12,220,1,220,220,220,12,12,220,220,220,12,220,0,2,262,135,0,4,262
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,5,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,5,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,5,89
1,220,0,47,220,220,113,220,201,220,220,220,1,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,202,220,220,220,1,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,223,220,220,220,0,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,224,220,220,220,0,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,226,220,220,220,0,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,228,220,220,220,0,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,232,220,220,220,0,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,220,0,47,220,220,113,220,2096,220,220,220,0,220,220,1,220,60,60,220,220,220,113,220,220,47,0,0,171,89,0,5,172
1,28,0,220,0,28,220,220,14,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,1,23,49,0,5,89
1,28,0,220,0,28,220,220,60,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,1,23,49,0,5,89
1,28,0,220,0,28,220,220,61,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,1,23,49,0,5,89
1,30,0,220,28,30,77,77,201,28,30,77,1,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,202,28,30,77,1,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,223,28,30,77,0,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,224,28,30,77,0,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,226,28,30,77,0,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,228,28,30,77,0,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,232,28,30,77,0,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,30,0,220,28,30,77,77,2096,28,30,77,0,28,77,1,30,30,220,28,30,28,220,77,77,28,0,1,171,89,0,5,172
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,5,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,5,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,5,89
1,12,0,220,12,12,220,12,201,12,12,12,1,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,202,12,12,12,1,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,223,12,12,12,0,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,224,12,12,12,0,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,226,12,12,12,0,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,228,12,12,12,0,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,232,12,12,12,0,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,12,0,220,12,12,220,12,2096,12,12,12,0,12,12,1,12,220,220,12,12,12,220,12,12,220,0,2,171,89,0,5,172
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,5,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,5,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,5,89
1,29,0,220,187,29,12,12,201,187,220,116,1,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,202,187,220,116,1,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,223,187,220,116,0,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,224,187,220,116,0,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,226,187,220,116,0,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,228,187,220,116,0,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,232,187,220,116,0,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,29,0,220,187,29,12,12,2096,187,220,116,0,220,116,1,29,12,220,12,12,187,220,116,220,12,0,3,171,89,0,5,172
1,28,0,12,220,220,220,220,14,0,12,136,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,7,89
1,28,0,12,220,220,220,220,60,0,12,136,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,7,89
1,28,0,12,220,220,220,220,61,0,12,136,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,7,89
1,227,0,12,224,227,12,12,14,224,12,41,1,12,41,1,227,12,12,12,12,224,12,41,12,12,0,1,23,49,0,7,89
1,227,0,12,224,227,12,12,60,224,12,41,1,12,41,1,227,12,12,12,12,224,12,41,12,12,0,1,23,49,0,7,89
1,227,0,12,224,227,12,12,61,224,12,41,1,12,41,1,227,12,12,12,12,224,12,41,12,12,0,1,23,49,0,7,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,7,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,7,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,7,89
1,220,0,220,0,28,12,12,14,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,3,23,49,0,7,89
1,220,0,220,0,28,12,12,60,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,3,23,49,0,7,89
1,220,0,220,0,28,12,12,61,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,3,23,49,0,7,89
1,30,0,33,28,30,99,220,13,28,220,77,0,220,77,1,30,41,41,220,220,28,99,77,220,33,0,0,265,135,0,8,265
1,30,0,33,28,30,99,220,13,28,220,77,0,220,77,1,30,41,41,220,220,28,99,77,220,33,0,1,265,135,0,8,265
1,227,0,220,224,227,220,12,13,224,12,41,0,12,41,1,227,220,220,12,12,224,220,41,12,220,0,2,262,135,0,8,262
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,9,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,9,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,9,89
1,220,0,253,220,220,19,41,201,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,202,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,223,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,224,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,226,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,228,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,232,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,253,220,220,19,41,2096,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,0,174,90,0,9,174
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,9,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,9,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,9,89
1,220,0,253,220,220,19,41,201,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,202,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,223,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,224,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,226,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,228,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,232,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,253,220,220,19,41,2096,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,1,174,90,0,9,174
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,9,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,9,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,9,89
1,220,0,253,220,220,19,41,201,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,202,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,223,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,224,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,226,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,228,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,232,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,253,220,220,19,41,2096,220,31,220,0,231,220,1,220,183,183,231,31,220,19,220,41,253,0,2,174,90,0,9,174
1,220,0,220,12,12,12,12,14,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,9,89
1,220,0,220,12,12,12,12,60,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,9,89
1,220,0,220,12,12,12,12,61,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,9,89
1,220,0,125,12,12,19,41,201,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,202,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,223,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,224,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,226,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,228,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,232,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,220,0,125,12,12,19,41,2096,220,135,220,0,125,12,1,12,183,135,231,31,12,141,12,141,253,0,3,174,90,0,9,174
1,28,0,12,220,220,220,220,14,0,12,136,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,10,89
1,28,0,12,220,220,220,220,60,0,12,136,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,10,89
1,28,0,12,220,220,220,220,61,0,12,136,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,10,89
1,220,0,38,38,59,12,12,201,220,147,220,0,116,74,1,59,12,59,12,12,38,74,74,192,12,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,202,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,223,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,224,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,226,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,228,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,232,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,2096,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,10,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,10,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,10,89
1,244,0,34,216,244,51,51,201,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,202,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,223,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,224,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,226,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,228,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,232,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,244,0,34,216,244,51,51,2096,216,28,87,0,34,87,1,244,28,28,34,28,216,51,87,51,34,0,1,206,139,0,10,206
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,10,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,10,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,10,89
1,12,0,231,12,12,80,80,201,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,202,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,223,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,224,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,226,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,228,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,232,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,12,0,231,12,12,80,80,2096,12,100,12,0,231,12,1,12,100,100,231,100,12,80,12,80,231,0,2,206,139,0,10,206
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,10,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,10,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,10,89
1,158,0,98,168,158,49,49,201,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,202,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,223,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,224,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,226,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,228,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,232,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,158,0,98,168,158,49,49,2096,168,32,146,0,98,146,1,158,32,32,98,32,168,49,146,49,98,0,3,206,139,0,10,206
1,160,0,220,0,28,12,12,14,219,220,131,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,60,219,220,131,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,61,219,220,131,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,201,219,220,131,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,202,219,220,131,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,223,219,220,131,0,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,224,219,220,131,0,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,226,219,220,131,0,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,228,219,220,131,0,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,232,219,220,131,0,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,160,0,220,0,28,12,12,2096,219,220,131,0,220,136,1,28,12,220,12,12,0,220,136,220,12,0,4,23,49,0,10,89
1,12,0,12,220,220,220,220,14,12,12,12,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,11,89
1,12,0,12,220,220,220,220,60,12,12,12,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,11,89
1,12,0,12,220,220,220,220,61,12,12,12,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,11,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,11,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,11,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,11,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,11,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,11,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,11,89
1,220,0,220,12,12,12,12,14,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,11,89
1,220,0,220,12,12,12,12,60,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,11,89
1,220,0,220,12,12,12,12,61,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,11,89
