artificialkey,adsponserid,teamid,isapproved,dynamicimageid
116,5,110176,1,140
117,1,110176,1,135
118,1,110176,1,136
119,188,110176,1,0
120,173,110176,1,0
121,50,5,1,0
122,24,5,1,110
123,94,5,1,0
124,5,5,1,210
125,24,5,1,110
126,94,5,1,0
127,218,5,1,0
128,24,5,1,110
129,219,5,1,0
130,220,5,1,0
131,50,1799,1,0
132,8,1799,1,553
133,6,1799,1,831
134,330,1799,1,387
135,330,1799,1,967
136,329,1799,1,388
137,330,1799,1,93
138,8,1799,1,553
139,6,1799,1,831
140,330,1799,1,387
141,6,110500,1,900
142,8,110500,1,730
143,9,110500,1,902
144,8,110500,1,730
145,6,110500,1,900
146,8,110500,1,1060
147,7,110500,1,1061
148,10,110500,1,1060
149,188,110500,1,0
150,173,110500,1,0
151,50,7,1,0
152,221,7,1,0
153,258,7,1,0
154,216,7,1,0
155,4,7,1,35
156,222,7,1,0
157,221,7,1,0
158,4,7,1,35
159,222,7,1,0
160,216,7,1,0
161,6,7,1,1133
162,8,100409,1,109
163,10,100409,1,870
164,8,100409,1,1064
165,10,100409,1,494
166,8,100409,1,152
167,10,100409,1,870
168,8,100409,1,109
169,10,100409,1,871
170,16,100409,1,0
171,173,100409,1,0
172,6,34,1,1076
173,6,34,1,1077
174,6,34,1,32
175,6,34,1,695
176,6,34,1,879
177,6,34,1,1077
178,6,34,1,1078
179,6,34,1,695
180,188,34,1,0
181,173,34,1,0
182,6,110329,1,405
183,6,110329,1,404
184,6,110329,1,409
185,6,110329,1,487
186,6,110329,1,904
187,6,110329,1,903
188,6,110329,1,408
189,6,110329,1,38
190,16,110329,1,0
191,173,110329,1,0
192,5,110636,1,92
193,3,110636,1,5
194,5,110636,1,500
195,5,110636,1,84
196,2,110636,1,820
197,5,110636,1,1093
198,5,110636,1,1094
199,5,110636,1,1095
200,188,110636,1,0
201,173,110636,1,0
202,38,0,1,0
203,37,0,1,0
204,49,0,1,0
205,39,0,1,0
206,295,0,1,0
207,10,0,1,1135
208,40,0,1,0
209,36,0,1,0
210,68,0,1,0
211,38,-1,1,0
212,14,-1,1,0
213,37,-1,1,0
214,20,-1,1,0
215,49,-1,1,0
216,210,-1,1,0
217,5,28,1,997
218,4,28,1,1073
219,6,28,1,1074
220,4,28,1,998
221,6,28,1,1075
222,5,28,1,1000
223,4,28,1,178
224,8,28,1,997
225,188,28,1,0
226,173,28,1,0
227,4,485,1,1096
228,5,485,1,269
229,7,485,1,115
230,5,485,1,506
231,5,485,1,269
232,7,485,1,115
233,4,485,1,907
234,5,485,1,269
235,188,485,1,0
236,173,485,1,0
237,2,166,1,677
238,5,166,1,1079
239,1,166,1,808
240,10,166,1,487
241,2,166,1,1080
242,1,166,1,1081
243,5,166,1,134
244,10,166,1,171
245,188,166,1,0
246,173,166,1,0
247,3,576,1,330
248,4,576,1,1082
249,8,576,1,38
250,6,576,1,328
251,5,576,1,323
252,9,576,1,704
253,10,576,1,326
254,5,576,1,323
255,16,576,1,0
256,173,576,1,0
257,2,1832,1,908
258,2,1832,1,557
259,2,1832,1,278
260,2,1832,1,1102
261,2,1832,1,711
262,2,1832,1,910
263,2,1832,1,908
264,2,1832,1,278
265,188,1832,1,0
266,173,1832,1,0
267,50,17,1,0
268,9,17,1,145
269,9,17,1,146
270,9,17,1,96
271,9,17,1,97
272,9,17,1,98
273,9,17,1,99
274,6,17,1,103
275,5,17,1,104
276,190,17,1,0
277,6,17,1,1133
278,50,9,1,0
279,74,9,1,0
280,24,9,1,110
281,115,9,1,0
282,194,9,1,0
283,4,9,1,317
284,260,9,1,0
285,35,9,1,0
286,117,9,1,0
287,4,9,1,317
288,50,10,1,0
289,103,10,1,0
290,190,10,1,0
291,33,10,1,0
292,223,10,1,0
293,214,10,1,0
294,224,10,1,0
295,275,10,1,0
296,215,10,1,0
297,41,10,1,0
298,50,11,1,0
299,102,11,1,0
300,6,11,1,148
301,5,11,1,839
302,53,11,1,0
303,5,11,1,839
304,159,11,1,0
305,201,11,1,0
306,102,11,1,0
307,6,11,1,148
308,50,13,1,0
309,306,13,1,0
310,306,13,1,0
311,297,13,1,0
312,253,13,1,0
313,307,13,1,0
314,308,13,1,0
315,309,13,1,0
316,310,13,1,0
317,311,13,1,0
318,38,73,1,0
319,37,73,1,0
320,24,73,1,110
321,131,73,1,0
322,4,73,1,141
323,5,73,1,29
324,24,73,1,110
325,8,73,1,56
326,131,73,1,0
327,6,73,1,1134
328,0,-2,1,0
329,8,112172,1,418
330,8,112172,1,100
331,10,112172,1,1090
332,8,112172,1,527
333,10,112172,1,877
334,8,112172,1,418
335,6,112172,1,686
336,4,112172,1,876
337,16,112172,1,0
338,173,112172,1,0
339,280,243,1,0
340,305,243,1,0
341,6,243,1,1045
342,1,243,1,825
343,6,243,1,1028
344,6,243,1,1027
345,6,243,1,58
346,6,243,1,168
347,0,-2,1,0
348,0,-2,1,0
349,0,-2,1,0
350,0,-2,1,0
351,0,-2,1,0
352,0,-2,1,0
353,1,25,1,872
354,1,25,1,162
355,1,25,1,543
356,1,25,1,873
357,1,25,1,150
358,1,25,1,872
359,1,25,1,545
360,1,25,1,167
361,16,25,1,0
362,173,25,1,0
363,5,10030,1,525
364,5,10030,1,1083
365,5,10030,1,710
366,5,10030,1,1084
367,5,10030,1,1085
368,5,10030,1,1086
369,5,10030,1,936
370,5,10030,1,524
371,188,10030,1,0
372,173,10030,1,0
373,0,-2,1,0
374,0,-2,1,0
375,0,-2,1,0
376,0,-2,1,0
377,0,-2,1,0
378,0,-2,1,0
379,0,-2,1,0
380,0,-2,1,0
381,0,-2,1,0
382,0,-2,1,0
383,6,48,1,157
384,292,48,1,0
385,6,48,1,159
386,6,48,1,165
387,6,48,1,166
388,5,48,1,1121
389,5,48,1,972
390,5,48,1,741
391,8,48,1,1122
392,5,48,1,1123
393,8,165,1,257
394,8,165,1,911
395,8,165,1,913
396,8,165,1,261
397,8,165,1,1072
398,8,165,1,504
399,8,165,1,914
400,8,165,1,38
401,188,165,1,0
402,173,165,1,0
403,8,110502,1,1104
404,8,110502,1,312
405,8,110502,1,480
406,8,110502,1,1105
407,8,110502,1,915
408,9,110502,1,1106
409,8,110502,1,1107
410,8,110502,1,1108
411,188,110502,1,0
412,173,110502,1,0
413,50,18,1,0
414,88,18,1,0
415,24,18,1,110
416,5,18,1,922
417,226,18,1,0
418,292,18,1,0
419,24,18,1,110
420,88,18,1,0
421,226,18,1,0
422,5,18,1,922
423,8,10029,1,680
424,8,10029,1,681
425,8,10029,1,546
426,8,10029,1,1066
427,8,10029,1,179
428,8,10029,1,935
429,9,10029,1,549
430,8,10029,1,548
431,16,10029,1,0
432,173,10029,1,0
433,5,36,1,688
434,5,36,1,558
435,8,36,1,1042
436,8,36,1,942
437,8,36,1,1089
438,8,36,1,939
439,8,36,1,1042
440,8,36,1,1089
441,16,36,1,0
442,173,36,1,0
443,6,160,1,263
444,6,160,1,368
445,6,160,1,692
446,6,160,1,363
447,6,160,1,693
448,6,160,1,365
449,6,160,1,366
450,6,160,1,263
451,16,160,1,0
452,173,160,1,0
453,4,543,1,1097
454,6,543,1,1098
455,4,543,1,1099
456,5,543,1,177
457,5,543,1,513
458,5,543,1,1101
459,5,543,1,513
460,5,543,1,1101
461,188,543,1,0
462,173,543,1,0
463,8,175,1,529
464,8,175,1,412
465,24,175,1,110
466,8,175,1,414
467,8,175,1,413
468,6,175,1,542
469,9,175,1,416
470,8,175,1,1071
471,16,175,1,0
472,173,175,1,0
473,6,38,1,880
474,2,38,1,174
475,7,38,1,357
476,1,38,1,1069
477,8,38,1,1070
478,9,38,1,175
479,4,38,1,880
480,10,38,1,881
481,16,38,1,0
482,173,38,1,0
483,50,19,1,0
484,51,19,1,0
485,324,19,1,0
486,79,19,1,0
487,87,19,1,0
488,268,19,1,0
489,325,19,1,0
490,269,19,1,0
491,270,19,1,0
492,268,19,1,0
493,6,19,1,1133
494,50,110,1,0
495,5,110,1,1115
496,8,110,1,654
497,8,110,1,1126
498,8,110,1,1127
499,226,110,1,0
500,8,110,1,1128
501,304,110,1,0
502,6,110,1,386
503,240,110,1,0
504,6,110,1,1133
505,50,1943,1,0
506,6,1943,1,812
507,6,1943,1,817
508,8,1943,1,1110
509,22,1943,1,0
510,8,1943,1,1111
511,69,1943,1,0
512,8,1943,1,1112
513,8,1943,1,1113
514,8,1943,1,1114
515,6,1943,1,1133
516,297,52,1,0
517,5,52,1,142
518,5,52,1,143
519,5,52,1,986
520,5,52,1,144
521,5,52,1,1121
522,5,52,1,972
523,5,52,1,741
524,8,52,1,1122
525,5,52,1,1123
526,38,219,1,0
527,37,219,1,0
528,6,219,1,38
529,5,219,1,4
530,6,219,1,10
531,5,219,1,11
532,6,219,1,14
533,5,219,1,18
534,6,219,1,38
535,5,219,1,4
536,10,111811,1,889
537,10,111811,1,889
538,10,111811,1,889
539,10,111811,1,889
540,10,111811,1,889
541,5,111811,1,1121
542,5,111811,1,972
543,5,111811,1,741
544,8,111811,1,1122
545,5,111811,1,1123
546,0,-2,1,0
547,273,45,1,0
548,4,45,1,27
549,4,45,1,888
550,273,45,1,0
551,4,45,1,27
552,5,45,1,1121
553,5,45,1,972
554,5,45,1,741
555,8,45,1,1122
556,5,45,1,1123
557,50,144,1,0
558,297,144,1,0
559,236,144,1,0
560,265,144,1,0
561,235,144,1,0
562,319,144,1,0
563,232,144,1,0
564,320,144,1,0
565,241,144,1,0
566,318,144,1,0
567,6,144,1,1133
568,8,1824,1,1091
569,8,1824,1,866
570,8,1824,1,102
571,5,1824,1,1092
572,8,1824,1,147
573,8,1824,1,866
574,8,1824,1,102
575,5,1824,1,1092
576,16,1824,1,0
577,173,1824,1,0
578,50,94,1,0
579,2,94,1,206
580,321,94,1,0
581,1,94,1,187
582,322,94,1,0
583,8,94,1,204
584,1,94,1,205
585,2,94,1,206
586,321,94,1,0
587,1,94,1,187
588,6,94,1,1133
589,6,580,1,953
590,5,580,1,955
591,4,580,1,956
592,6,580,1,953
593,5,580,1,955
594,4,580,1,956
595,6,580,1,953
596,5,580,1,955
597,188,580,1,0
598,173,580,1,0
599,50,1925,1,0
600,51,1925,1,0
601,276,1925,1,0
602,4,1925,1,622
603,6,1925,1,628
604,6,1925,1,624
605,276,1925,1,0
606,8,1925,1,1002
607,6,1925,1,94
608,6,1925,1,628
609,8,110588,1,1053
610,8,110588,1,1054
611,10,110588,1,1055
612,8,110588,1,1056
613,10,110588,1,1057
614,8,110588,1,1058
615,10,110588,1,1059
616,10,110588,1,716
617,188,110588,1,0
618,173,110588,1,0
619,50,95,1,0
620,6,95,1,37
621,297,95,1,0
622,327,95,1,0
623,6,95,1,37
624,297,95,1,0
625,327,95,1,0
626,6,95,1,37
627,297,95,1,0
628,327,95,1,0
629,6,95,1,1133
630,5,29,1,897
631,8,29,1,1103
632,5,29,1,897
633,8,29,1,1103
634,5,29,1,897
635,8,29,1,1103
636,5,29,1,897
637,8,29,1,1103
638,188,29,1,0
639,173,29,1,0
640,38,236,1,0
641,37,236,1,0
642,6,236,1,615
643,6,236,1,21
644,10,236,1,995
645,6,236,1,22
646,5,236,1,614
647,5,236,1,23
648,49,236,1,0
649,39,236,1,0
650,38,234,1,0
651,37,234,1,0
652,23,234,1,0
653,1,234,1,616
654,6,234,1,618
655,5,234,1,996
656,6,234,1,131
657,305,234,1,0
658,49,234,1,0
659,39,234,1,0
660,6,55,1,1124
661,9,55,1,751
662,10,55,1,743
663,9,55,1,1125
664,6,55,1,1124
665,5,55,1,1121
666,5,55,1,972
667,5,55,1,741
668,8,55,1,1122
669,5,55,1,1123
670,9,189,1,753
671,9,189,1,743
672,9,189,1,883
673,9,189,1,884
674,9,189,1,885
675,5,189,1,1121
676,5,189,1,972
677,5,189,1,741
678,8,189,1,1122
679,5,189,1,1123
680,6,206,1,754
681,6,206,1,53
682,6,206,1,983
683,6,206,1,54
684,6,206,1,754
685,5,206,1,1121
686,5,206,1,972
687,5,206,1,741
688,8,206,1,1122
689,5,206,1,1123
690,5,110374,1,755
691,5,110374,1,756
692,5,110374,1,980
693,5,110374,1,755
694,5,110374,1,756
695,5,110374,1,1121
696,5,110374,1,972
697,5,110374,1,741
698,8,110374,1,1122
699,5,110374,1,1123
700,1,50,1,1116
701,1,50,1,1117
702,1,50,1,1118
703,1,50,1,1119
704,1,50,1,1120
705,5,50,1,1121
706,5,50,1,972
707,5,50,1,741
708,8,50,1,1122
709,5,50,1,1123
710,1,531,1,60
711,1,531,1,61
712,1,531,1,62
713,1,531,1,66
714,1,531,1,68
715,1,531,1,70
716,1,531,1,60
717,1,531,1,73
718,188,531,1,0
719,173,531,1,0
720,5,110556,1,180
721,5,110556,1,976
722,5,110556,1,974
723,5,110556,1,977
724,5,110556,1,46
725,5,110556,1,1121
726,5,110556,1,972
727,5,110556,1,741
728,8,110556,1,1122
729,5,110556,1,1123
730,1,1842,1,1012
731,2,1842,1,1013
732,3,1842,1,33
733,4,1842,1,1015
734,1,1842,1,1014
735,5,1842,1,1121
736,5,1842,1,972
737,5,1842,1,741
738,8,1842,1,1122
739,5,1842,1,1123
740,38,245,1,0
741,37,245,1,0
742,5,245,1,989
743,297,245,1,0
744,9,245,1,990
745,6,245,1,992
746,5,245,1,993
747,49,245,1,0
748,39,245,1,0
749,295,245,1,0
750,6,347,1,795
751,6,347,1,795
752,6,347,1,795
753,6,347,1,795
754,6,347,1,795
755,5,347,1,1121
756,5,347,1,972
757,5,347,1,741
758,8,347,1,1122
759,5,347,1,1123
760,10,1746,1,799
761,3,1746,1,800
762,7,1746,1,48
763,8,1746,1,798
764,3,1746,1,800
765,5,1746,1,1121
766,5,1746,1,972
767,5,1746,1,741
768,8,1746,1,1122
769,5,1746,1,1123
770,50,14,1,0
771,312,14,1,0
772,313,14,1,0
773,314,14,1,0
774,315,14,1,0
775,316,14,1,0
776,317,14,1,0
777,312,14,1,0
778,313,14,1,0
779,315,14,1,0
780,6,54,1,809
781,5,54,1,1037
782,5,54,1,810
783,8,54,1,811
784,6,54,1,986
785,5,54,1,1121
786,5,54,1,972
787,5,54,1,741
788,8,54,1,1122
789,5,54,1,1123
790,5,205,1,106
791,5,205,1,108
792,5,205,1,111
793,5,205,1,112
794,5,205,1,106
795,5,205,1,1121
796,5,205,1,972
797,5,205,1,741
798,8,205,1,1122
799,5,205,1,1123
800,8,1745,1,116
801,8,1745,1,117
802,8,1745,1,121
803,8,1745,1,127
804,297,1745,1,0
805,5,1745,1,1121
806,5,1745,1,972
807,5,1745,1,741
808,8,1745,1,1122
809,5,1745,1,1123
810,8,116009,1,771
811,6,116009,1,772
812,5,116009,1,773
813,255,116009,1,0
814,305,116009,1,0
815,8,116009,1,56
816,255,116009,1,0
817,305,116009,1,0
818,8,116009,1,56
819,49,116009,1,0
820,8,116015,1,771
821,6,116015,1,772
822,5,116015,1,773
823,297,116015,1,0
824,8,116015,1,1115
825,303,116015,1,0
826,299,116015,1,0
827,6,116015,1,920
828,296,116015,1,0
829,49,116015,1,0
830,8,116013,1,771
831,6,116013,1,772
832,5,116013,1,773
833,5,116013,1,57
834,119,116013,1,0
835,24,116013,1,110
836,30,116013,1,0
837,120,116013,1,0
838,5,116013,1,26
839,49,116013,1,0
840,8,131725,1,771
841,6,131725,1,772
842,5,131725,1,773
843,8,131725,1,553
844,330,131725,1,387
845,330,131725,1,967
846,329,131725,1,388
847,330,131725,1,93
848,330,131725,1,387
849,49,131725,1,0
850,8,116010,1,771
851,6,116010,1,772
852,5,116010,1,773
853,24,116010,1,110
854,94,116010,1,0
855,5,116010,1,210
856,24,116010,1,110
857,94,116010,1,0
858,326,116010,1,0
859,49,116010,1,0
860,8,116016,1,771
861,6,116016,1,772
862,5,116016,1,773
863,222,116016,1,0
864,216,116016,1,0
865,4,116016,1,35
866,221,116016,1,0
867,258,116016,1,0
868,221,116016,1,0
869,49,116016,1,0
870,8,116020,1,771
871,6,116020,1,772
872,5,116020,1,773
873,6,116020,1,37
874,297,116020,1,0
875,327,116020,1,0
876,6,116020,1,37
877,327,116020,1,0
878,6,116020,1,78
879,49,116020,1,0
880,8,116343,1,771
881,6,116343,1,772
882,5,116343,1,773
883,74,116343,1,0
884,115,116343,1,0
885,24,116343,1,110
886,194,116343,1,0
887,4,116343,1,317
888,24,116343,1,176
889,49,116343,1,0
890,8,116017,1,771
891,6,116017,1,772
892,5,116017,1,773
893,103,116017,1,0
894,6,116017,1,1010
895,214,116017,1,0
896,6,116017,1,155
897,224,116017,1,0
898,190,116017,1,0
899,49,116017,1,0
900,8,116012,1,771
901,6,116012,1,772
902,5,116012,1,773
903,102,116012,1,0
904,5,116012,1,839
905,53,116012,1,839
906,159,116012,1,0
907,6,116012,1,148
908,201,116012,1,921
909,49,116012,1,0
910,8,116011,1,771
911,6,116011,1,772
912,5,116011,1,773
913,88,116011,1,0
914,24,116011,1,110
915,228,116011,1,0
916,5,116011,1,922
917,292,116011,1,0
918,228,116011,1,0
919,49,116011,1,0
920,8,116014,1,771
921,6,116014,1,772
922,5,116014,1,773
923,51,116014,1,0
924,79,116014,1,0
925,5,116014,1,969
926,8,116014,1,971
927,324,116014,1,0
928,5,116014,1,969
929,49,116014,1,0
