ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
-19,69,68,-5,28,-17,96,15,-27,2,9,67,79,4,46,-1,9,5,-18,-24,17,16,22,31,-24,-27,22,-23,-19,-21,20,42,-16,-14,-14,-7,4,31,-22,-9,27,1,-20,33,-8,30,-2,19,60,-20,-13,55,41,-23,-40,-18,0,-20,14,-1,-15,-11,4,26,7,55,-26,19,36,29,30,10,0,13,13,11,18,1,65,28,0,81,6,47,-7,2,0,-9,12,-27,-40,-17,27,14,0,-19,-5,11,21,-5,5,2,42,15,-9,-7,-5,-31,40,1,-66,22,13,7,18,22,-19,3,-52,-18,-22,52,-73,30,15,-4,-21,-4,14,54,-19,16,7,61,-41,6,56,-70,10,58,-42,30,-2,64,12,-10,35,1,19,75,-9,76,58,20,90,-8,5,28,0,-12,0,44,-16,-23,-26,74,17,60,37,8,-69,48,11,41,36,3,-2,82,10,0,9,-2,33,-15,74449
0,-47,48,-2,-5,-13,25,-33,-12,-1,-40,24,-20,-3,10,-7,-30,7,80,-16,6,-18,35,37,-44,24,-17,-6,-42,-39,43,-17,-28,41,-55,-6,-7,9,-26,19,-58,6,-25,-12,18,14,72,-28,7,-38,-39,-23,-16,-37,-27,23,-33,-12,4,0,-38,-30,27,-1,-7,55,-5,-25,12,33,31,-3,-9,-32,-39,0,0,-12,-63,-4,3,39,-22,8,-25,4,-31,-32,3,-14,-38,15,-10,-15,21,-19,-5,70,-44,-22,-46,7,-2,-66,-51,-23,16,-11,3,22,-35,15,34,2,-14,-3,27,15,-20,27,-36,-21,-32,9,-20,-22,28,-2,25,-52,-22,50,26,43,-15,-31,4,-42,6,44,-40,9,-10,-66,23,11,30,-1,-13,28,-18,27,44,6,25,-7,70,13,-7,21,-51,4,14,-43,-15,36,9,11,16,1,-12,2,6,0,-13,15,16,-15,14,-32,-1,-52,1,-52,74463
-9,4,-8,-7,7,-7,19,8,23,-6,-65,51,58,-14,-29,0,7,10,-3,-17,13,6,11,23,-6,-18,24,-16,21,-56,16,31,21,-12,-35,-11,6,45,19,4,-7,33,20,21,-1,54,-1,6,76,-62,-22,10,29,-30,-27,9,13,-6,9,-6,-21,-25,-12,2,-25,36,-14,8,52,21,8,12,33,6,-14,-56,6,-24,4,3,-2,36,6,-35,-10,-3,-22,21,4,21,35,-6,-40,4,25,-11,-11,44,-18,16,-32,-52,39,-34,-22,16,28,-45,-32,25,-60,2,14,17,24,-35,-22,8,-25,11,-36,8,-2,22,-26,-11,6,-6,12,-25,-24,1,-13,25,-52,-7,-44,-1,14,31,35,19,2,-24,10,11,73,-8,-22,50,-11,12,16,48,14,-14,39,-1,2,6,-7,43,-9,-2,-25,11,15,72,75,17,-61,-30,19,-41,25,8,28,63,29,-26,8,-8,2,-37,74472
18,20,84,-13,1,11,60,0,-7,39,30,9,38,-21,36,20,-31,21,9,-32,11,7,29,73,-7,32,9,-3,19,-43,30,37,8,7,-82,-5,6,64,2,2,-66,-23,5,92,2,55,11,12,50,-45,-20,46,33,-57,6,28,-17,12,33,-8,-20,-29,44,-16,12,55,-5,15,58,75,31,26,-23,-1,-29,58,21,12,23,3,-6,58,-32,32,-11,-2,3,-14,30,-7,49,-4,-39,6,-5,-22,-2,49,-27,6,-68,63,-6,-60,-33,8,17,4,0,-1,-37,33,7,9,11,-45,26,33,5,28,-58,42,4,52,39,17,28,-13,45,-4,-32,52,43,54,-26,12,50,8,23,51,49,54,20,3,46,10,21,39,37,9,23,44,38,63,57,-3,47,32,10,12,-19,-6,-8,-6,-30,45,10,51,34,8,-23,1,22,38,94,31,16,36,25,3,28,-14,-7,-81,74512
24,-15,29,-27,-3,0,24,-62,-6,-25,15,10,22,-72,94,9,14,2,-49,-17,2,32,61,50,-3,-5,38,-5,-2,32,35,28,-11,4,-67,-4,16,39,-19,3,-14,-26,-21,63,3,94,-42,17,29,26,-39,19,30,-52,35,55,-19,-2,42,-10,-38,-39,37,-27,42,84,-4,14,95,43,69,17,-28,-55,48,60,5,41,-19,-1,-10,91,11,88,43,-5,2,-28,42,-12,46,-4,-28,29,58,40,-58,84,44,3,-60,46,-28,-68,-65,4,-18,4,70,52,-23,45,0,17,37,-31,0,33,19,58,-54,22,-63,41,56,-26,52,-27,90,-28,-34,65,33,36,-52,7,12,-69,22,40,47,43,6,-25,92,-62,38,-25,60,27,-15,30,76,41,24,-6,83,40,18,50,-7,-22,-2,-5,-20,38,0,25,49,18,-15,77,19,-5,63,33,-22,23,31,0,11,0,-12,-68,74552
2,38,88,-11,-20,16,-35,-39,-14,-34,-20,34,55,-47,34,12,29,12,-49,-30,14,36,34,31,-5,-10,28,-21,-10,-16,9,29,18,14,-63,-1,-56,43,-27,-13,-15,20,-24,63,-20,49,-47,24,38,-22,-22,57,29,-56,-14,5,-28,15,32,-5,-24,52,19,52,52,27,-18,23,52,24,39,9,24,-41,32,41,14,54,29,-21,-1,31,22,31,-25,1,9,-29,31,-15,36,-12,-67,37,14,-31,-47,47,31,45,-9,42,-26,-18,-14,48,-34,-12,-39,13,-41,9,14,0,28,-68,-11,17,-6,16,-60,55,21,44,-14,-21,40,-12,81,8,61,68,21,52,-34,0,-10,21,23,52,36,45,12,6,81,-46,3,-35,-12,37,-22,-37,-19,47,-39,1,40,18,-60,28,-12,-23,-14,-3,-28,-33,15,40,8,0,-22,-41,20,-14,67,18,-30,56,31,8,11,-13,49,-60,74554
10,-31,84,-24,-26,8,-25,-40,-19,-17,-1,5,55,-57,80,9,-5,-32,-5,-9,-20,34,3,-1,-6,34,1,-2,-23,-69,25,27,42,-23,-74,0,7,20,-12,-4,-63,33,-14,69,-2,64,8,31,43,-66,-23,89,29,-99,42,90,26,6,19,-3,-24,5,39,48,-13,40,-4,25,68,-6,8,25,32,-41,9,45,-27,-16,-32,-25,-1,58,-14,73,26,4,13,8,19,-25,21,-9,-35,35,10,16,-49,31,9,66,4,45,-37,3,-26,66,-21,-6,5,8,-8,31,17,16,1,-40,35,12,47,95,-100,88,-32,28,-34,-34,31,-24,65,-47,6,42,39,35,-20,3,8,-37,16,34,19,32,13,-40,68,-5,-31,-17,-31,1,-31,-45,45,20,-27,-2,27,33,2,25,-6,-35,-8,-4,-9,-38,-21,42,-7,14,-7,14,18,5,70,12,-20,57,22,13,22,-9,72,-76,74555
-19,76,96,-34,-14,-20,22,-19,-48,13,49,-40,43,-13,-10,8,-28,14,17,-55,27,27,7,38,-24,11,3,-55,-49,-38,29,41,27,-22,-55,-18,-33,-14,-42,12,-56,-13,-41,84,2,32,17,23,21,-32,-15,28,40,-44,-17,-5,-31,-20,21,-14,-15,-35,27,-41,-11,38,-56,30,31,38,12,2,-19,-15,-23,33,16,-18,67,-16,-12,45,-23,-13,-31,-10,-4,-39,19,-49,38,-22,-57,25,25,-29,-5,68,-22,-4,-67,52,37,-55,-69,-7,-81,-32,-39,23,-43,21,22,-6,5,-60,7,-5,-17,-5,-43,27,-17,44,8,-23,32,-34,48,-69,-42,16,30,73,-15,-27,70,-19,23,70,37,44,4,-52,49,-46,-8,12,5,-32,-25,19,60,-9,24,-14,69,26,-36,31,-17,42,-24,-20,-52,19,27,19,6,-5,-92,-35,23,77,86,-6,-79,51,25,-6,6,-22,-24,-49,74566
10,27,83,-6,-13,25,11,-21,26,17,-7,41,28,-56,9,11,-67,5,45,-23,-7,39,27,9,-19,11,58,0,3,-39,32,36,75,28,-52,0,4,24,-35,30,-1,-56,-33,58,26,60,48,20,32,-42,-13,54,38,-75,-35,51,-67,26,19,-5,-12,9,-1,-2,-3,58,0,21,61,14,27,-11,-52,-21,-9,20,7,-7,18,-18,-2,62,-58,14,-24,3,6,-63,20,30,-19,8,-28,39,9,-33,-54,33,-5,5,-56,13,-2,-46,9,9,-9,6,-6,15,-46,49,24,12,62,-22,12,10,-48,55,-70,55,-52,54,-5,-42,36,-7,87,-43,3,26,-1,32,-46,4,27,-45,8,34,-21,56,9,-46,85,-26,42,17,-11,27,-44,-8,42,20,11,-1,33,51,0,25,-50,-9,8,-20,-25,-11,-6,34,52,12,-26,-7,8,20,58,10,-3,21,-17,7,-11,-52,-3,-50,74584
5,43,83,-17,22,73,44,-39,-3,52,5,51,-21,-8,-49,18,10,44,86,-23,38,15,38,67,-14,13,26,-11,-35,-85,22,33,-6,36,-55,-5,-61,52,-45,1,-47,18,-45,71,-3,21,79,15,19,-80,-36,13,28,-70,27,34,1,71,29,-7,-39,-5,55,-50,-11,97,-13,17,34,65,40,22,16,-39,-91,34,42,-9,38,21,-6,86,-2,-50,19,-6,14,-8,30,-7,-10,3,-24,12,25,8,-11,88,-91,10,-67,21,-29,-68,-3,7,-15,35,19,22,-27,50,32,1,23,-24,10,29,16,47,-73,14,10,20,22,-20,37,-19,100,-100,-3,58,52,50,-32,-2,7,7,10,51,-6,22,17,-100,100,-28,27,51,26,63,-17,-6,36,45,46,-1,87,48,-58,37,-17,-25,3,-11,-22,-2,40,17,29,0,-10,14,9,-6,71,28,-13,-17,15,14,25,-20,-54,-54,74625
8,73,50,-19,9,38,14,-39,8,-14,-12,22,52,-9,32,13,4,-26,9,-15,3,35,-6,22,-12,-13,37,-12,-4,-25,17,32,47,-9,-50,-1,13,46,-19,4,-3,-39,-22,50,5,29,-6,24,35,-28,-4,46,35,-71,0,-60,-40,40,21,-6,-5,-48,38,70,1,33,-12,28,32,30,-11,36,-40,-37,21,-18,-37,2,69,11,-4,12,11,33,52,-2,12,-32,19,6,2,0,-27,32,16,50,-3,29,14,14,-62,-34,34,-58,-38,14,11,-5,70,21,-87,51,29,11,39,-30,-22,5,7,-55,-65,48,-56,28,-12,34,25,-18,79,0,-51,44,38,61,-7,21,25,-54,15,62,-1,29,12,2,80,-18,65,-14,-16,24,37,14,49,42,8,-4,27,52,10,26,-25,32,0,-10,-19,9,4,35,50,9,-21,63,13,18,51,2,7,52,18,8,35,-32,63,-51,74626
7,52,41,-16,-3,27,0,-41,45,1,-16,69,68,-22,1,15,-18,-2,-47,-22,-3,36,5,11,-15,-49,10,3,19,-71,23,25,46,10,-34,-8,33,49,-30,26,-13,32,-31,58,21,41,-29,18,12,-74,-17,36,25,-57,-15,-48,9,27,16,-6,-17,35,35,21,21,10,3,20,44,10,15,15,31,-39,4,8,9,13,55,-7,-7,36,-22,-2,0,-3,6,-1,20,41,8,7,-30,34,0,-5,-16,28,10,23,-33,9,40,-16,-26,21,-8,-1,-15,2,-51,46,5,13,12,-31,-42,10,-28,-44,-57,34,-15,30,-31,-29,2,-16,67,5,21,20,31,58,-15,-3,15,-13,13,57,9,29,10,15,65,10,61,1,-29,73,-30,8,66,49,1,-7,27,41,35,2,-3,38,8,-16,-24,6,-4,10,87,12,-23,-3,15,19,56,8,-13,75,20,6,12,-3,42,-33,74716
-7,10,80,-8,14,-2,-37,-43,9,-13,-54,36,58,-35,-49,16,-32,0,71,-4,16,39,31,75,1,50,34,-12,-44,-58,27,36,-25,30,-38,-11,-4,70,-16,10,-50,32,-11,71,15,47,83,28,21,-52,-20,48,35,-73,3,19,-14,-2,29,-4,-19,-30,38,44,-47,49,-6,28,49,75,27,27,39,-51,-9,17,0,-43,22,16,-1,54,-24,-51,30,4,26,-32,26,17,-12,1,-38,38,-15,29,-19,60,-11,13,-63,13,24,-65,-44,18,3,4,-12,-13,-65,27,61,-36,39,-30,52,15,7,16,-73,40,46,32,-3,-42,21,-7,34,-92,-24,78,42,60,-26,8,4,52,9,58,-13,33,19,-100,34,0,34,-12,-3,25,-42,51,52,62,-42,-9,56,31,-8,19,-38,22,0,2,0,52,17,22,21,-36,-21,-14,8,0,73,16,10,55,6,26,30,-40,29,-39,74717
13,-28,77,-23,11,10,-13,-44,0,-5,-48,38,-23,1,64,29,-41,0,36,0,4,3,-9,43,0,49,14,20,-4,-51,75,25,22,29,-69,-10,1,84,-24,48,-70,-33,-21,67,37,51,40,19,32,-50,-19,33,28,-32,-62,39,-45,9,37,0,-20,-44,52,-31,20,38,21,16,52,44,-3,13,-34,-48,-39,18,8,12,-44,10,2,51,-43,62,-17,9,9,-58,32,6,7,45,-34,6,6,-16,12,70,-32,-20,-81,25,27,-78,-24,-21,39,6,8,9,-52,54,30,-9,18,-36,55,9,-52,38,-29,30,-16,37,-2,0,15,-22,77,-33,-50,15,54,24,-44,25,82,-22,21,24,9,42,30,-28,76,-32,-30,-5,-1,42,5,32,36,75,-13,-8,68,58,-2,10,-49,28,42,1,0,34,4,33,-21,-9,11,10,21,85,68,9,42,-16,23,12,15,-45,-23,-72,74746
-14,76,47,-14,10,9,-48,-52,-10,-3,64,5,82,-3,39,7,-4,2,-19,-24,6,37,19,15,0,14,9,-16,-45,-98,24,32,-19,-12,-52,-7,-36,39,-18,11,56,-41,-17,22,8,36,-13,30,22,-100,-12,44,34,-70,-2,6,-15,9,20,-5,-12,10,34,38,7,46,-18,31,45,15,21,24,-45,-52,24,-100,3,10,83,8,0,44,-10,36,1,4,-7,-13,21,-4,10,-1,-43,40,23,7,-7,52,26,16,-71,-82,64,-71,-37,19,-1,-43,10,25,-5,36,44,-5,8,-43,17,13,-7,17,-70,44,-5,36,-9,1,54,-16,45,0,9,40,37,11,-13,2,37,-5,19,11,9,36,7,-12,46,-24,14,-3,-8,-9,-4,10,52,39,-48,-7,50,40,-38,51,1,62,-1,-2,-25,8,4,24,4,-5,-48,8,19,34,24,13,2,79,25,-4,24,1,24,-49,74759
13,-26,-44,-11,2,-9,-25,-29,8,-7,-63,11,16,-38,-8,-2,7,-9,4,-8,6,39,30,41,-6,-24,19,7,8,-17,-25,23,28,27,-86,3,-17,13,15,-1,1,2,14,23,5,43,9,16,49,-11,-15,52,22,-3,-21,14,-43,-9,16,-11,-15,-39,8,-35,30,-22,10,11,44,42,31,31,12,-31,-27,88,-8,30,-25,0,-13,-24,12,-6,19,-13,-12,-44,15,0,42,27,-62,35,45,21,-33,52,-27,7,-2,63,28,-4,-55,9,4,0,-2,42,-52,11,26,2,19,-57,-19,6,-26,19,-1,51,-23,33,81,-8,36,-8,78,-5,-36,70,5,19,-48,5,9,-22,14,22,45,34,3,-16,79,57,11,-8,78,21,0,64,24,8,-26,1,52,8,-14,44,-28,26,26,-9,-9,63,6,50,8,3,9,-4,13,10,23,6,0,13,29,-11,31,-25,-40,-90,74785
2,13,35,-14,27,3,-60,-14,28,-1,42,49,-4,20,22,3,6,30,80,-39,2,40,22,35,-35,77,31,2,19,-11,-29,31,15,-2,-38,-11,12,63,-21,9,80,-29,-23,58,1,37,67,7,49,-4,-24,45,27,-57,39,-7,10,5,11,-8,-25,-57,3,48,-28,47,4,4,40,45,18,8,-23,-11,-17,26,22,-25,19,24,-8,21,9,24,20,-8,-23,-1,13,24,19,-31,13,37,15,18,18,13,-24,-15,-92,15,36,-88,-56,-16,6,-12,32,16,-30,56,20,14,34,20,67,-5,39,-9,-50,48,-77,61,13,-27,22,-14,61,17,-63,57,0,23,-18,-9,21,-71,16,21,19,61,5,6,60,-15,36,-1,7,49,-31,70,80,61,-58,-11,14,54,13,30,12,29,-29,-37,-40,61,3,48,19,15,-10,27,13,14,57,-6,3,-3,23,-24,6,15,40,-38,74866
7,27,11,-27,26,-14,-4,-38,4,-5,45,54,87,-15,-33,10,0,-7,11,-4,22,54,51,49,-1,19,8,-32,-31,-33,-9,29,43,60,-98,3,27,42,-5,7,-12,19,-3,52,6,52,17,34,60,-40,-9,65,30,-30,-5,58,44,-13,27,0,-7,-1,32,-18,-33,41,-28,35,60,46,47,19,21,-40,-13,50,-10,-28,32,22,0,42,7,-39,-9,2,-7,51,27,2,40,36,-45,55,49,-6,-18,62,-17,9,-42,55,61,-50,-44,13,26,4,0,49,-47,17,10,23,9,-42,19,13,1,71,-28,62,52,9,13,25,37,-26,73,-85,2,50,31,47,-45,30,68,54,15,49,39,8,10,-85,73,-10,12,-5,12,58,23,37,44,44,-4,4,60,14,31,32,-3,62,35,-2,-4,39,22,60,18,19,-14,0,14,63,50,14,22,85,47,-7,20,4,-15,-99,74882
32,52,45,2,7,6,4,-30,-2,32,48,27,98,-7,19,19,20,-20,-58,0,8,52,-9,-1,1,-33,17,-12,43,-21,37,11,95,28,-58,11,16,28,8,-19,-68,-52,8,55,-18,48,-56,23,49,-15,26,36,12,-76,18,42,37,6,20,1,24,-40,20,-12,-16,47,-9,21,51,-4,-9,18,-52,-29,-29,31,-22,-14,52,13,0,41,27,18,56,3,9,25,17,2,45,39,51,50,25,52,-7,39,-32,29,-49,13,4,-52,-4,29,35,9,-45,23,29,13,19,40,11,56,-32,6,-13,42,-75,36,-18,22,-43,36,91,3,50,2,-38,-13,23,69,39,9,47,-17,16,73,43,24,19,-2,54,18,22,33,-41,17,38,-6,35,15,2,5,37,19,8,83,22,7,40,1,-1,-5,7,48,16,37,5,-44,13,27,57,5,39,93,21,7,15,26,-16,-63,74912
3,80,78,-11,34,1,-5,-30,-3,-30,25,18,67,4,44,1,-5,47,-24,-33,24,46,60,31,-9,37,-4,-22,12,-10,24,31,-25,-17,-31,-7,-12,14,-33,-19,-26,-65,-32,54,-21,19,-27,27,29,-12,-17,42,30,-49,-21,0,22,4,27,-1,-17,-5,23,23,-40,10,-20,25,21,29,56,29,-58,-35,33,8,43,-35,78,34,-1,-4,4,47,-44,0,4,16,25,-3,-8,-30,3,48,-3,-56,-11,61,27,20,0,25,38,-9,-6,24,-18,-39,0,-4,-58,48,1,18,-5,9,39,3,-11,0,-48,41,15,32,27,-4,35,-11,14,81,1,5,24,68,27,0,63,13,20,68,-9,30,3,72,15,2,14,-31,29,12,-11,28,-9,4,-5,-7,61,47,-11,35,8,35,-32,-10,-31,29,25,30,-5,19,-50,-4,18,46,52,2,-17,61,6,5,30,11,9,-31,74913
-4,45,67,-5,0,17,-10,-45,8,35,-28,16,24,-43,39,20,-37,37,36,-6,2,43,25,19,1,72,3,-17,-17,-29,-14,17,-1,-8,-6,-3,-28,44,-14,11,-82,13,-14,70,8,44,33,15,16,-28,-7,-3,15,-83,0,85,13,15,26,-7,-8,35,16,44,10,51,-14,15,45,20,30,17,13,-45,2,-18,40,7,43,-1,-5,55,-29,39,-57,-1,24,3,26,13,0,-4,-34,42,20,-56,-42,38,3,23,-99,-12,26,-92,-32,21,-28,20,-22,20,-22,1,5,-5,4,-32,67,12,3,85,-83,-5,5,20,-33,-22,10,-5,37,-68,29,35,14,62,23,6,35,7,8,60,1,20,19,-58,37,18,82,34,-34,18,-20,21,46,41,-11,-1,40,-1,-27,13,-38,26,-6,1,-4,20,2,16,91,-2,2,-22,9,24,69,11,-25,28,21,22,18,-39,54,-5,74950
11,74,62,-17,0,-31,-13,-44,27,-10,-10,65,55,-54,95,21,22,27,-50,1,1,29,46,3,3,-21,10,-29,-9,-63,14,24,0,8,-73,-3,-5,24,11,28,-62,5,12,58,23,75,-48,28,58,-58,-8,40,25,-55,7,23,62,-32,24,-10,-8,37,7,60,58,62,-27,24,72,2,45,41,5,-43,70,88,25,58,69,-2,-10,65,23,91,-34,-3,3,46,23,17,30,18,-58,27,8,-28,-46,43,65,29,-8,79,-40,-11,-21,28,-26,5,62,8,-67,19,16,12,13,-61,-19,22,17,16,-52,41,-48,22,19,-26,7,-18,52,40,40,44,2,46,-12,9,68,-50,15,47,32,26,21,40,52,-32,46,-10,17,79,-33,-41,51,21,-13,-2,42,20,-4,6,-12,-38,20,2,1,-37,0,57,50,11,22,63,13,70,58,21,-30,57,31,2,38,-9,66,-74,75057
23,45,17,17,-27,52,52,-26,25,69,10,52,79,-45,100,19,-8,55,-20,-14,-17,44,40,13,-29,64,1,27,31,-72,37,24,58,43,-33,0,27,58,-37,-17,-8,-98,-39,52,-17,73,-52,7,33,-60,-20,39,23,-91,42,100,-75,52,30,-9,-22,-35,-38,14,47,-5,26,11,68,23,37,9,-97,-21,30,16,50,41,52,-28,-5,-44,18,100,11,-6,18,-66,30,24,30,43,24,39,8,11,-35,72,32,-10,-73,7,16,-61,9,-11,79,30,32,9,-61,14,32,29,5,21,50,22,40,93,-83,42,-28,67,-18,22,-7,15,54,62,-48,-6,-43,62,-7,-13,20,-23,15,64,31,69,18,67,55,44,65,69,-26,62,9,32,32,51,52,0,76,10,31,0,20,4,44,-29,-14,17,-17,34,46,30,1,20,14,34,51,22,76,80,16,18,8,22,-3,-31,75185
