ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
26,-9,33,-2,20,17,22,-24,6,18,11,61,67,-16,82,1,-9,-1,-2,4,8,16,49,65,-20,-7,-9,1,41,-45,-29,14,75,-7,-69,-7,-6,11,1,-3,21,-17,1,44,-2,22,-4,10,54,-44,0,16,14,-45,5,51,8,17,15,-5,0,-14,37,42,3,-1,4,8,26,71,46,17,-9,-24,24,14,-6,15,-4,20,-7,-4,-13,83,-17,-6,-4,12,14,7,22,-5,-3,16,4,-8,-28,24,24,17,-26,5,25,-22,27,17,45,11,100,7,-21,46,-42,25,-8,-3,-17,-21,21,49,-42,16,-16,1,39,20,4,-2,41,42,-15,3,36,26,30,38,-14,-5,4,25,23,1,3,32,40,26,-36,19,35,63,17,35,47,11,23,-10,25,44,-4,0,-24,19,-4,-20,3,27,9,54,-45,24,-12,99,2,-9,42,-20,44,73,2,-5,17,-23,37,-69,72387
-17,40,33,-4,-6,-5,50,56,22,2,-72,26,35,20,24,0,1,46,-12,-10,1,-15,63,42,-17,38,-21,6,-8,-5,2,31,7,18,-54,8,-12,34,34,-15,-15,-26,31,32,-23,65,-8,4,67,-5,-48,27,32,-39,-34,50,71,-3,11,-11,-47,-15,7,2,-13,1,7,4,80,42,62,42,-32,57,21,55,42,-11,38,-5,-10,-21,-1,21,10,-8,-27,66,10,17,19,-20,20,-16,4,-8,26,47,18,-8,-6,42,12,-6,-37,-9,45,-38,19,4,-6,33,0,-2,-15,28,46,-22,-12,64,-37,27,-33,21,46,3,30,-3,29,42,-20,0,9,36,-98,-10,13,-38,13,36,16,20,0,42,31,15,33,1,48,39,0,26,30,41,46,4,44,40,-17,44,-22,12,-16,-17,-15,23,2,67,33,-4,-78,23,12,18,34,-22,46,22,24,-26,40,-21,4,-56,72399
4,25,27,-11,-8,10,21,-36,0,-9,-42,63,65,-56,-26,20,-3,8,-9,-7,1,23,49,19,0,-8,0,14,-5,-61,-3,28,-7,55,-49,5,-15,47,1,22,-79,-3,0,61,20,60,-6,24,33,-60,-21,25,32,-100,-32,26,-48,10,24,-3,-20,29,9,-1,21,62,16,24,58,24,41,40,-3,-33,41,31,1,22,24,-8,0,55,3,-24,2,4,16,-42,22,-9,-5,52,-30,24,16,8,-61,68,33,31,-16,35,10,-13,-25,34,-44,39,-60,18,-32,42,21,-21,-3,-31,-8,1,-36,26,-100,28,49,29,-63,-28,-16,-12,57,-18,34,48,10,22,-40,1,30,58,12,26,-8,30,21,-27,56,29,12,-9,-67,71,-22,-58,27,45,20,3,68,41,-15,-12,-2,7,55,0,-12,-58,0,33,-4,-23,6,-68,11,29,61,2,-51,58,55,16,37,0,-13,-50,72418
10,45,9,9,-23,13,-14,-11,-9,8,17,-36,68,-10,56,13,-18,7,50,-1,2,17,35,6,-6,17,-17,4,14,6,-44,7,3,11,-26,5,-24,18,-6,-26,0,-82,-9,25,-28,-4,48,10,22,0,8,2,11,-52,20,42,16,12,11,-3,7,3,-24,33,-21,19,2,10,6,6,41,11,-76,-7,15,19,11,-27,38,-22,-4,27,-21,55,6,-6,2,-3,12,-15,10,-3,32,17,3,-6,2,2,21,4,-67,10,29,-66,-10,1,-40,21,52,0,16,-5,-11,4,-18,29,21,16,14,58,-52,1,-10,5,3,29,9,8,21,54,-1,13,-25,15,-8,17,1,-14,6,15,7,4,12,63,22,-1,54,9,3,-21,32,5,51,27,-16,0,0,-1,-26,6,7,31,0,-6,-9,6,3,19,58,1,8,52,3,-3,23,16,-47,76,47,1,6,8,37,-27,72864
23,30,46,7,-9,38,22,-2,33,62,90,47,76,45,100,15,-14,54,-8,-14,-13,21,63,81,-27,19,-13,41,35,31,-15,16,33,16,-37,9,8,26,-14,2,-5,-75,-12,42,0,-41,1,3,28,32,-21,15,17,-43,32,6,6,36,15,-1,-19,-44,37,-11,13,75,41,5,-41,75,74,29,-73,-2,22,33,65,-5,24,-9,1,100,-21,100,58,1,0,-7,16,36,44,15,66,25,26,61,52,42,29,8,-58,70,35,-63,33,9,19,23,91,29,-9,0,-13,26,-10,62,29,-21,32,13,-47,15,5,40,77,17,12,6,13,80,-42,-19,38,46,11,-23,9,0,12,47,44,40,17,95,15,-2,-2,62,88,40,22,57,75,33,26,11,42,3,8,9,35,40,14,-27,-13,61,-13,27,2,25,17,100,12,32,40,-20,24,82,4,0,31,36,4,-33,72880
11,58,15,4,15,24,-20,-16,8,4,52,15,28,-2,45,6,-31,-19,-25,-5,2,50,12,25,-7,-22,57,31,18,-43,-13,8,42,-4,-17,2,12,56,-8,19,43,-21,-5,23,12,-9,-27,19,43,-50,0,19,6,-29,9,-65,-2,24,10,-4,-1,-17,19,33,-35,-42,30,17,-7,24,11,31,-26,-16,-33,-3,-19,-30,60,13,-1,-34,-52,46,2,0,10,1,9,6,-9,-3,57,49,37,-9,-11,-4,-30,-8,-23,12,35,-22,-15,-9,-1,-11,19,40,-28,21,8,21,58,56,-25,-19,0,-68,-26,18,-16,28,7,17,22,4,34,58,-17,-34,18,64,31,-7,63,-17,11,64,-8,25,8,76,35,28,12,4,7,17,37,50,57,58,-21,6,-3,22,13,16,-35,35,-5,-7,-2,48,3,43,13,19,-5,23,9,70,23,-17,2,30,5,10,31,-36,35,-17,73052
14,33,61,-29,-2,21,18,-13,-34,-4,-9,10,-17,-28,-6,12,-18,-20,-14,-17,3,21,7,55,-14,16,-12,-26,15,10,1,39,61,29,-57,-5,-11,67,-15,20,-35,-43,-13,66,20,18,-16,26,45,4,-24,58,39,-23,-12,-80,-39,20,15,2,-24,-91,44,-52,12,52,-27,26,20,61,10,30,-34,-11,-58,0,-17,8,31,-2,4,42,-23,0,-50,4,9,-32,16,-34,-6,5,-26,22,17,-57,-37,13,-56,-11,-100,11,52,-100,-8,-13,-40,12,-27,22,-32,68,3,-1,-14,-31,8,7,-16,-74,-22,57,47,31,41,-19,35,-30,43,-65,-96,-29,45,58,-33,7,-23,56,8,57,-7,32,10,-71,42,-47,8,-4,38,7,-15,96,78,72,16,-7,12,71,-13,35,-47,49,5,-13,-16,90,4,47,12,-1,-17,-29,9,-18,67,8,-38,-9,13,9,29,-50,-60,-57,73053
15,72,1,-20,-22,12,-12,-33,13,13,-1,71,64,21,71,5,-3,44,31,2,12,44,61,32,2,-10,-3,-8,12,-20,2,16,62,4,14,10,-7,-7,-11,0,33,-18,-8,20,1,-12,20,16,18,-12,23,4,16,-24,-5,-6,-57,12,-2,-5,24,-44,0,-7,-3,33,-9,21,-6,34,61,-7,-15,-32,5,65,43,-7,80,-22,-4,26,-8,70,14,-3,21,-48,-4,2,12,9,31,44,24,10,36,6,10,18,-6,62,26,-13,46,14,-5,17,62,25,-85,22,16,7,-1,31,-7,-7,-26,-1,-17,2,13,19,8,7,-32,-21,41,45,-49,8,2,63,7,9,71,8,11,61,10,20,3,46,42,0,7,14,6,83,5,44,74,-5,-13,12,3,26,-12,-39,24,26,8,5,4,40,13,20,5,5,10,56,10,68,22,-7,-6,64,-7,20,-4,23,-9,17,73145
7,3,14,-15,0,31,-60,-30,17,49,23,27,47,37,1,7,-38,-17,40,11,20,34,3,40,-3,20,1,-20,4,-75,0,16,20,-9,-26,8,-26,8,9,-35,67,-16,8,0,-23,-14,55,11,35,-72,0,1,15,-46,-16,-30,60,31,5,-1,-2,-55,36,5,-55,34,-22,12,-8,36,3,31,-20,-29,-15,39,-14,-50,0,2,-3,45,-61,1,22,-3,-2,52,6,25,44,7,-13,31,36,38,36,-2,-21,4,-67,64,43,-72,-21,6,21,2,0,32,-71,38,11,-8,-1,-11,16,-9,-30,-22,-52,3,0,20,29,41,62,-15,70,-36,-47,-34,35,13,-20,-1,34,1,17,15,45,18,8,-31,70,-3,-16,49,34,28,28,30,63,13,-57,9,0,36,-25,54,-19,49,7,-2,9,37,22,35,-21,-7,-12,5,16,27,-1,-9,20,46,30,0,30,-24,13,-27,73204
14,83,33,34,-5,50,37,9,47,23,17,67,25,26,91,7,1,4,-23,0,-30,17,40,28,-16,-26,-3,43,48,-29,-37,10,29,-14,-43,12,-6,38,11,-7,46,-54,10,27,-9,-6,-28,2,44,-20,-13,76,12,-36,61,14,85,49,1,-6,-11,3,11,47,-11,-23,43,2,0,27,43,15,-52,11,1,15,7,-17,94,-8,-5,-28,-8,95,30,-6,4,83,3,35,32,-18,55,17,9,33,35,-28,3,-3,-27,8,32,-30,28,-3,76,16,66,15,-40,29,-41,22,-2,61,-22,-8,56,20,-33,79,-1,28,22,57,0,34,3,100,1,2,9,27,21,31,82,-2,9,28,33,31,7,100,3,15,-5,23,23,77,55,37,58,43,39,10,-26,24,-2,-2,62,31,-18,-17,-2,39,-29,41,-7,21,-13,65,6,84,26,-7,72,26,18,5,13,62,43,-43,73272
5,69,-4,-15,-25,30,-10,-17,1,0,-50,6,19,-46,6,14,10,20,32,1,14,-19,40,27,11,11,2,-10,-43,-33,-16,28,-30,0,-30,-6,7,1,-15,-5,72,-17,-16,-17,-7,22,-10,28,18,-37,-13,3,32,-31,-40,-13,6,29,-4,-3,-12,21,-12,-21,3,8,-14,40,29,29,44,18,-27,-5,4,-33,18,-11,72,-21,3,-17,5,9,-51,8,7,-2,-8,0,-22,17,-37,-20,0,-56,-48,14,4,-6,-38,-34,13,-26,-50,-15,22,12,-62,-7,-49,-7,0,-40,0,-41,-5,-15,-48,-6,-28,3,-16,5,17,-26,18,-17,35,-13,9,2,-8,-37,-41,17,47,-26,5,-39,-31,3,3,24,39,19,32,0,21,17,-17,8,47,14,-19,-10,5,7,-2,18,-26,22,20,16,-3,10,16,20,35,-46,-6,-65,2,53,-14,-14,24,37,29,2,16,-20,-9,-25,73293
0,58,-26,2,2,22,-13,-51,11,-4,-23,34,36,-43,19,11,-34,-4,23,18,-36,16,44,21,-32,-21,22,18,6,-71,-39,14,-61,-21,-35,-18,13,32,-6,9,39,-14,-6,32,13,-14,22,-35,-17,-68,-7,-9,14,-50,4,35,-27,22,52,-6,-7,2,27,33,-56,-34,17,-33,-17,20,43,-15,-8,-49,-13,43,-4,-57,69,2,-1,-38,-35,23,15,0,0,-38,52,14,20,-22,5,16,56,9,-39,32,-14,19,-11,41,57,-15,-5,22,50,19,38,56,-97,13,-21,-16,21,10,-20,6,-5,32,-49,-6,22,21,6,14,0,1,8,20,5,24,27,-26,52,32,-6,22,6,-27,22,21,11,12,7,4,-4,-4,2,22,1,27,74,29,-10,-18,32,14,13,3,-10,55,-23,-33,17,29,-34,-15,3,-18,-2,39,5,0,32,6,52,31,-6,1,-15,-10,29,-34,73480
10,8,50,-14,6,12,45,-18,15,17,-58,63,58,6,0,15,-32,-9,-1,-15,27,21,15,11,-27,-1,0,-15,9,-57,34,39,60,0,-28,-13,13,60,-28,19,-20,41,-28,57,18,44,3,3,54,-52,-20,39,36,-48,-16,21,-3,10,28,-12,-22,-73,27,-33,-28,8,-14,3,51,10,18,12,43,-22,-1,0,-8,-34,5,7,-10,16,-38,3,3,-7,1,-16,25,14,21,5,-13,19,10,0,15,52,1,2,-45,-9,47,-48,-48,0,10,-2,4,8,-75,49,-6,12,0,-14,10,-7,-18,34,-44,35,-57,41,-6,-13,22,-13,78,-27,-73,32,28,47,-32,15,5,-57,13,47,19,42,14,-36,76,-25,8,17,-6,72,-7,-12,46,57,42,-12,49,52,11,23,-22,49,4,-25,-12,-7,26,55,5,11,-32,8,10,-6,57,-8,9,64,-6,0,12,-22,-23,-28,73554
18,65,55,-7,9,2,-3,-65,-1,28,11,18,51,-16,-11,6,-1,33,-22,-23,4,52,50,8,2,1,23,-12,6,-45,9,27,-10,-29,-84,28,-27,17,-6,18,16,5,-5,58,22,27,-32,35,29,-38,-6,56,27,-50,13,63,44,2,21,-6,-6,76,29,11,-27,2,-11,34,26,11,49,46,-7,-64,25,25,33,-35,73,10,-5,-3,1,-3,-84,-3,9,52,21,-4,47,-2,-28,52,33,-75,-23,73,30,40,-5,24,33,5,-68,41,-1,20,-37,35,-35,52,20,6,23,-24,-1,-4,17,65,-44,57,38,35,2,13,4,-7,26,60,71,52,30,55,-54,-10,56,41,19,55,47,34,7,52,26,69,20,27,3,22,14,-16,54,27,-2,28,75,56,-25,-6,-8,31,-3,2,-21,-19,5,32,6,5,-2,-36,17,58,58,-2,-3,49,29,9,46,-5,12,-84,73634
1,84,57,-10,15,35,44,-2,-6,17,-3,24,96,-18,67,14,-10,-13,-42,0,10,21,31,25,-15,-25,25,-6,10,-73,-4,24,51,13,0,-6,22,24,4,26,5,-23,7,47,30,43,-41,-1,34,-71,-15,17,25,-63,43,31,-17,35,29,-5,-16,-29,30,32,26,-14,-6,-3,49,30,23,10,-31,-5,0,3,-19,28,88,12,-2,-17,-2,77,9,0,8,-17,27,-8,9,4,0,23,9,10,-12,29,-2,11,-18,-8,60,-26,-11,17,-28,5,40,14,-72,50,-25,0,30,-3,-24,-10,31,39,-58,13,-12,31,-1,24,-2,-9,100,82,-20,-10,27,29,14,7,10,-5,11,30,9,33,15,77,100,14,41,17,-9,25,20,46,61,24,44,-7,30,40,28,-1,21,61,2,-15,2,46,11,36,31,-2,11,47,10,12,47,-10,-26,94,-3,5,10,18,33,0,73969
-19,30,89,-31,2,5,50,-13,27,1,-6,-12,54,-7,58,16,-39,-6,-18,-48,23,38,-3,-1,-10,-75,2,-58,19,-52,33,50,22,-27,-35,-3,-23,32,31,3,-17,-17,29,74,1,62,-20,3,54,-62,-15,100,47,-68,-46,39,34,3,41,-9,-17,-28,0,-6,26,4,-57,6,58,-4,2,19,-17,-11,-27,-24,-1,16,33,2,-6,7,-40,57,-9,-1,-2,40,40,24,60,-5,-52,36,36,-11,-2,51,-24,-3,-64,10,45,-56,-13,-9,-17,-54,-10,31,-45,14,7,32,5,-61,-71,3,-32,47,-66,100,-41,40,-17,-18,-14,-30,63,73,-33,24,1,45,-57,-17,73,-47,40,45,58,42,13,81,63,-31,-11,2,-14,0,-5,-52,48,28,48,-1,50,18,-27,-9,-23,48,-6,-8,-49,-51,22,55,-3,33,-79,-13,41,81,75,5,-20,57,39,-2,20,-26,6,-36,74102
18,81,37,-1,-5,-5,21,-42,-11,-9,22,-29,29,24,62,11,0,2,-9,-7,14,31,14,54,-10,-9,17,9,23,52,8,4,20,-10,-19,2,33,37,-4,3,45,-47,-7,8,4,23,-18,8,23,46,3,-29,7,-15,31,33,38,-4,5,-4,4,-33,27,32,48,3,10,9,25,52,15,14,-41,-41,-46,12,3,49,77,-6,-4,0,8,64,49,-2,8,32,7,-7,16,2,9,31,31,51,26,7,-44,-22,-64,19,41,-56,-34,-24,-3,20,-2,31,-3,52,8,28,19,7,-16,-11,32,36,-16,-25,-8,32,6,30,54,-1,25,89,-35,21,26,26,25,13,7,-6,9,30,16,32,12,90,25,46,38,-9,9,-31,29,89,54,39,22,0,7,50,35,51,0,38,6,-10,-11,88,14,21,33,28,3,-6,8,15,8,-10,-4,31,11,7,13,0,28,-19,74179
20,61,-46,-3,-19,40,70,-21,51,10,7,73,-19,-5,81,16,-19,17,37,30,1,-4,46,34,0,41,29,-18,-6,-79,-11,16,2,-15,-45,7,-32,48,26,-30,25,-7,18,39,-33,12,17,10,46,-65,-9,7,19,-66,38,14,1,39,8,-5,-10,-68,25,27,36,82,-16,5,19,36,41,19,-9,-10,-3,15,7,34,52,-22,-4,63,-18,80,-1,-5,22,13,12,49,14,4,28,-7,41,0,8,11,-11,17,-94,-5,32,-79,15,18,36,45,78,43,-48,7,-33,-8,33,21,21,-24,34,20,-67,17,-49,47,-29,24,0,-2,55,-10,-70,20,14,32,19,65,-4,-46,7,39,15,46,16,7,54,-9,-32,9,-28,75,28,73,72,56,75,2,18,-8,-20,12,9,34,10,-2,22,73,3,43,-21,-9,11,70,5,0,35,-24,29,-6,51,24,13,10,45,-46,74188
12,1,72,-48,17,-40,32,-15,0,-14,40,0,73,-46,-9,17,-33,-31,80,-8,23,22,-32,37,-8,64,20,-39,21,-50,32,14,63,23,-22,-4,-14,35,0,21,-81,-6,-2,74,17,47,64,5,34,-45,-24,14,13,-71,-14,9,-80,-40,23,-5,-25,-24,21,-58,-55,63,-36,1,49,41,-24,19,5,-16,-52,40,-27,-62,-8,18,-3,54,-38,-10,8,3,15,-72,22,-2,16,10,-69,21,27,0,-46,36,-47,39,-74,43,37,-61,-30,35,13,-6,40,27,-65,4,-3,11,23,-66,54,1,-7,15,-68,15,31,38,7,-42,-25,-46,25,-83,-36,21,22,37,8,8,27,35,6,41,16,39,19,-60,26,-72,-27,-13,7,9,-38,46,62,39,33,-7,34,1,-14,-20,-21,34,11,-9,-9,41,23,32,-15,10,-5,34,5,40,73,0,7,76,2,15,16,-20,-42,-24,74207
18,71,15,-3,11,5,30,-39,13,18,7,66,75,-55,14,7,11,39,-3,5,8,52,50,76,-22,44,15,-4,23,-22,-25,26,20,8,-25,16,9,69,-5,9,45,35,-7,17,17,7,-18,17,34,-11,18,9,26,-70,-48,-39,52,6,22,-11,17,-44,20,3,14,67,-3,16,4,74,46,27,11,-40,25,38,36,19,58,11,-13,61,18,18,29,-17,1,63,22,15,7,31,9,48,-14,37,-47,40,24,13,-60,9,-5,-48,-60,12,16,26,39,-16,-29,61,-5,19,16,17,33,-13,-45,-35,-70,9,-63,52,73,-16,7,-2,82,-21,-47,12,18,27,-39,27,19,-67,9,28,10,52,9,-7,82,41,9,18,72,66,-12,89,45,72,31,14,40,58,9,10,-44,-4,32,-23,4,92,11,34,10,20,11,45,8,32,16,-14,13,74,16,1,25,-40,13,-29,74235
31,63,55,-22,-12,12,-27,-28,27,-51,-54,47,52,-27,-8,20,-70,97,-50,-17,18,39,58,93,-6,-66,34,-16,66,-55,-9,33,25,-5,-43,0,-58,72,-11,12,73,8,-13,58,22,55,-44,11,-4,-54,-31,6,34,-82,-12,72,-42,11,26,-15,-33,9,42,-19,57,100,-17,12,57,90,64,4,3,-27,52,-10,98,58,70,-5,-12,100,-72,-9,-3,-8,-4,-42,25,27,27,3,-38,35,21,-2,-19,49,51,46,-73,-24,-34,-64,-6,45,-20,-4,18,18,-100,37,-30,8,31,-36,-63,8,-9,68,-86,2,0,71,52,-11,1,-22,39,-24,7,60,42,21,-37,25,-43,-1,16,19,25,73,20,-11,38,22,29,-51,58,56,2,-5,52,67,-29,-3,45,43,-64,8,0,-26,4,-6,-21,-1,17,-6,25,5,-20,20,15,-38,58,9,-18,58,32,-6,1,0,-8,-47,74305
6,86,54,-21,0,-38,-17,-26,33,21,6,47,47,-12,100,10,-15,-17,-52,2,17,22,27,-15,-6,-63,-16,-35,3,0,6,17,-14,-24,-9,2,-10,47,-11,-14,54,15,-14,20,-10,-9,-64,12,18,-3,2,18,20,-47,-60,-6,23,-38,20,-4,4,32,29,91,-18,3,-34,12,-3,-18,32,-26,27,-25,18,23,-8,-26,91,-3,-2,12,-12,100,-12,-1,16,7,21,35,6,-7,-52,22,15,0,-7,1,25,43,7,21,39,8,-36,38,63,33,87,14,-41,43,9,-14,-14,-41,-64,-2,-73,8,-49,22,-26,19,-15,-34,20,-21,92,56,30,42,26,10,-5,16,10,-29,12,13,6,17,12,56,92,19,3,21,-17,57,-38,-21,58,43,-16,0,1,42,-11,23,-28,38,-3,-6,-2,-19,19,14,18,-13,-5,83,9,4,18,-2,60,51,17,15,-29,-26,83,-10,74428
-10,43,29,-22,-6,12,-23,-47,-5,-10,-37,9,81,3,45,20,-10,0,-8,-5,19,15,19,-2,-8,-25,3,-24,-34,-51,21,25,7,15,-53,-18,17,49,-28,-15,-10,3,-26,36,-15,48,-8,13,0,-51,-16,-1,21,-70,6,23,-50,10,24,-11,-17,8,19,0,24,36,-24,14,54,-7,25,5,2,-55,8,7,4,18,26,-6,-13,43,-16,41,6,-9,5,-49,22,-3,-12,12,-9,15,31,5,-3,63,11,17,-17,4,42,-19,-40,14,-6,-4,-11,31,-27,26,39,-19,0,-12,-21,8,5,31,-72,-11,-34,20,-31,-23,24,-22,47,19,6,38,25,1,-8,7,5,-39,7,0,-14,21,21,25,46,-35,-35,-9,-27,8,-17,-30,44,45,-24,-15,59,32,13,18,-31,44,9,-6,-1,-23,16,3,-25,-20,-18,-10,7,2,39,8,-6,77,10,6,8,-33,11,-54,74590
