artificialkey,adsponserid,teamid,isapproved,dynamicimageid
116,5,110176,1,140
117,1,110176,1,135
118,1,110176,1,136
119,188,110176,1,0
120,173,110176,1,0
121,50,5,1,0
122,24,5,1,110
123,94,5,1,0
124,5,5,1,210
125,24,5,1,110
126,94,5,1,0
127,218,5,1,0
128,24,5,1,110
129,219,5,1,0
130,220,5,1,0
131,50,1799,1,0
132,8,1799,1,553
133,6,1799,1,831
134,330,1799,1,387
135,330,1799,1,967
136,329,1799,1,388
137,330,1799,1,93
138,8,1799,1,553
139,6,1799,1,831
140,330,1799,1,387
141,6,110500,1,900
142,8,110500,1,730
143,9,110500,1,902
144,8,110500,1,730
145,6,110500,1,900
146,8,110500,1,1060
147,7,110500,1,1061
148,10,110500,1,1060
149,188,110500,1,0
150,173,110500,1,0
151,50,7,1,0
152,221,7,1,0
153,258,7,1,0
154,216,7,1,0
155,4,7,1,35
156,222,7,1,0
157,221,7,1,0
158,4,7,1,35
159,222,7,1,0
160,216,7,1,0
161,8,100409,1,109
162,10,100409,1,870
163,8,100409,1,1064
164,10,100409,1,494
165,8,100409,1,152
166,10,100409,1,870
167,8,100409,1,109
168,10,100409,1,871
169,16,100409,1,0
170,173,100409,1,0
171,6,34,1,1076
172,6,34,1,1077
173,6,34,1,32
174,6,34,1,695
175,6,34,1,879
176,6,34,1,1077
177,6,34,1,1078
178,6,34,1,695
179,188,34,1,0
180,173,34,1,0
181,6,110329,1,405
182,6,110329,1,404
183,6,110329,1,409
184,6,110329,1,487
185,6,110329,1,904
186,6,110329,1,903
187,6,110329,1,408
188,6,110329,1,38
189,16,110329,1,0
190,173,110329,1,0
191,5,110636,1,92
192,3,110636,1,5
193,5,110636,1,500
194,5,110636,1,84
195,2,110636,1,820
196,5,110636,1,1093
197,5,110636,1,1094
198,5,110636,1,1095
199,188,110636,1,0
200,173,110636,1,0
201,38,0,1,0
202,37,0,1,0
203,49,0,1,0
204,39,0,1,0
205,295,0,1,0
206,15,0,1,0
207,40,0,1,0
208,36,0,1,0
209,68,0,1,0
210,38,-1,1,0
211,14,-1,1,0
212,37,-1,1,0
213,20,-1,1,0
214,49,-1,1,0
215,210,-1,1,0
216,5,28,1,997
217,4,28,1,1073
218,6,28,1,1074
219,4,28,1,998
220,6,28,1,1075
221,5,28,1,1000
222,4,28,1,178
223,8,28,1,997
224,188,28,1,0
225,173,28,1,0
226,4,485,1,1096
227,5,485,1,269
228,7,485,1,115
229,5,485,1,506
230,5,485,1,269
231,7,485,1,115
232,4,485,1,907
233,5,485,1,269
234,188,485,1,0
235,173,485,1,0
236,2,166,1,677
237,5,166,1,1079
238,1,166,1,808
239,10,166,1,487
240,2,166,1,1080
241,1,166,1,1081
242,5,166,1,134
243,10,166,1,171
244,188,166,1,0
245,173,166,1,0
246,3,576,1,330
247,4,576,1,1082
248,8,576,1,38
249,6,576,1,328
250,5,576,1,323
251,9,576,1,704
252,10,576,1,326
253,5,576,1,323
254,16,576,1,0
255,173,576,1,0
256,2,1832,1,908
257,2,1832,1,557
258,2,1832,1,278
259,2,1832,1,1102
260,2,1832,1,711
261,2,1832,1,910
262,2,1832,1,908
263,2,1832,1,278
264,188,1832,1,0
265,173,1832,1,0
266,50,17,1,0
267,9,17,1,145
268,9,17,1,146
269,9,17,1,96
270,9,17,1,97
271,9,17,1,98
272,9,17,1,99
273,6,17,1,103
274,5,17,1,104
275,190,17,1,0
276,50,9,1,0
277,74,9,1,0
278,24,9,1,110
279,115,9,1,0
280,194,9,1,0
281,4,9,1,317
282,260,9,1,0
283,35,9,1,0
284,117,9,1,0
285,4,9,1,317
286,50,10,1,0
287,103,10,1,0
288,190,10,1,0
289,33,10,1,0
290,223,10,1,0
291,214,10,1,0
292,224,10,1,0
293,275,10,1,0
294,215,10,1,0
295,41,10,1,0
296,50,11,1,0
297,102,11,1,0
298,6,11,1,148
299,5,11,1,839
300,53,11,1,0
301,5,11,1,839
302,159,11,1,0
303,201,11,1,0
304,102,11,1,0
305,6,11,1,148
306,50,13,1,0
307,306,13,1,0
308,306,13,1,0
309,297,13,1,0
310,253,13,1,0
311,307,13,1,0
312,308,13,1,0
313,309,13,1,0
314,310,13,1,0
315,311,13,1,0
316,38,73,1,0
317,37,73,1,0
318,24,73,1,110
319,131,73,1,0
320,4,73,1,141
321,5,73,1,29
322,24,73,1,110
323,8,73,1,56
324,131,73,1,0
325,6,73,1,129
326,0,-2,1,0
327,8,112172,1,418
328,8,112172,1,100
329,10,112172,1,1090
330,8,112172,1,527
331,10,112172,1,877
332,8,112172,1,418
333,6,112172,1,686
334,4,112172,1,876
335,16,112172,1,0
336,173,112172,1,0
337,280,243,1,0
338,305,243,1,0
339,6,243,1,1045
340,1,243,1,825
341,6,243,1,1028
342,6,243,1,1027
343,6,243,1,58
344,6,243,1,168
345,0,-2,1,0
346,0,-2,1,0
347,0,-2,1,0
348,0,-2,1,0
349,0,-2,1,0
350,0,-2,1,0
351,1,25,1,872
352,1,25,1,162
353,1,25,1,543
354,1,25,1,873
355,1,25,1,150
356,1,25,1,872
357,1,25,1,545
358,1,25,1,167
359,16,25,1,0
360,173,25,1,0
361,5,10030,1,525
362,5,10030,1,1083
363,5,10030,1,710
364,5,10030,1,1084
365,5,10030,1,1085
366,5,10030,1,1086
367,5,10030,1,936
368,5,10030,1,524
369,188,10030,1,0
370,173,10030,1,0
371,0,-2,1,0
372,0,-2,1,0
373,0,-2,1,0
374,0,-2,1,0
375,0,-2,1,0
376,0,-2,1,0
377,0,-2,1,0
378,0,-2,1,0
379,0,-2,1,0
380,0,-2,1,0
381,6,48,1,157
382,292,48,1,0
383,6,48,1,159
384,6,48,1,165
385,6,48,1,166
386,5,48,1,1121
387,5,48,1,972
388,5,48,1,741
389,8,48,1,1122
390,5,48,1,1123
391,8,165,1,257
392,8,165,1,911
393,8,165,1,913
394,8,165,1,261
395,8,165,1,1072
396,8,165,1,504
397,8,165,1,914
398,8,165,1,38
399,188,165,1,0
400,173,165,1,0
401,8,110502,1,1104
402,8,110502,1,312
403,8,110502,1,480
404,8,110502,1,1105
405,8,110502,1,915
406,9,110502,1,1106
407,8,110502,1,1107
408,8,110502,1,1108
409,188,110502,1,0
410,173,110502,1,0
411,50,18,1,0
412,88,18,1,0
413,24,18,1,110
414,5,18,1,922
415,226,18,1,0
416,292,18,1,0
417,24,18,1,110
418,88,18,1,0
419,226,18,1,0
420,5,18,1,922
421,8,10029,1,680
422,8,10029,1,681
423,8,10029,1,546
424,8,10029,1,1066
425,8,10029,1,179
426,8,10029,1,935
427,9,10029,1,549
428,8,10029,1,548
429,16,10029,1,0
430,173,10029,1,0
431,5,36,1,688
432,5,36,1,558
433,8,36,1,1042
434,8,36,1,942
435,8,36,1,1089
436,8,36,1,939
437,8,36,1,1042
438,8,36,1,1089
439,16,36,1,0
440,173,36,1,0
441,6,160,1,263
442,6,160,1,368
443,6,160,1,692
444,6,160,1,363
445,6,160,1,693
446,6,160,1,365
447,6,160,1,366
448,6,160,1,263
449,16,160,1,0
450,173,160,1,0
451,4,543,1,1097
452,6,543,1,1098
453,4,543,1,1099
454,5,543,1,177
455,5,543,1,513
456,5,543,1,1101
457,5,543,1,513
458,5,543,1,1101
459,188,543,1,0
460,173,543,1,0
461,8,175,1,529
462,8,175,1,412
463,24,175,1,110
464,8,175,1,414
465,8,175,1,413
466,6,175,1,542
467,9,175,1,416
468,8,175,1,1071
469,16,175,1,0
470,173,175,1,0
471,6,38,1,880
472,2,38,1,174
473,7,38,1,357
474,1,38,1,1069
475,8,38,1,1070
476,9,38,1,175
477,4,38,1,880
478,10,38,1,881
479,16,38,1,0
480,173,38,1,0
481,50,19,1,0
482,51,19,1,0
483,324,19,1,0
484,79,19,1,0
485,87,19,1,0
486,268,19,1,0
487,325,19,1,0
488,269,19,1,0
489,270,19,1,0
490,268,19,1,0
491,50,110,1,0
492,5,110,1,1115
493,8,110,1,654
494,8,110,1,1126
495,8,110,1,1127
496,226,110,1,0
497,8,110,1,1128
498,304,110,1,0
499,6,110,1,386
500,240,110,1,0
501,50,1943,1,0
502,6,1943,1,812
503,6,1943,1,817
504,8,1943,1,1110
505,22,1943,1,0
506,8,1943,1,1111
507,69,1943,1,0
508,8,1943,1,1112
509,8,1943,1,1113
510,8,1943,1,1114
511,297,52,1,0
512,5,52,1,142
513,5,52,1,143
514,5,52,1,986
515,5,52,1,144
516,5,52,1,1121
517,5,52,1,972
518,5,52,1,741
519,8,52,1,1122
520,5,52,1,1123
521,38,219,1,0
522,37,219,1,0
523,6,219,1,38
524,5,219,1,4
525,6,219,1,10
526,5,219,1,11
527,6,219,1,14
528,5,219,1,18
529,6,219,1,38
530,5,219,1,4
531,10,111811,1,889
532,10,111811,1,889
533,10,111811,1,889
534,10,111811,1,889
535,10,111811,1,889
536,5,111811,1,1121
537,5,111811,1,972
538,5,111811,1,741
539,8,111811,1,1122
540,5,111811,1,1123
541,0,-2,1,0
542,273,45,1,0
543,4,45,1,27
544,4,45,1,888
545,273,45,1,0
546,4,45,1,27
547,5,45,1,1121
548,5,45,1,972
549,5,45,1,741
550,8,45,1,1122
551,5,45,1,1123
552,50,144,1,0
553,297,144,1,0
554,236,144,1,0
555,265,144,1,0
556,235,144,1,0
557,319,144,1,0
558,232,144,1,0
559,320,144,1,0
560,241,144,1,0
561,318,144,1,0
562,0,-2,1,0
563,8,1824,1,1091
564,8,1824,1,866
565,8,1824,1,102
566,5,1824,1,1092
567,8,1824,1,147
568,8,1824,1,866
569,8,1824,1,102
570,5,1824,1,1092
571,16,1824,1,0
572,173,1824,1,0
573,50,94,1,0
574,2,94,1,206
575,321,94,1,0
576,1,94,1,187
577,322,94,1,0
578,8,94,1,204
579,1,94,1,205
580,2,94,1,206
581,321,94,1,0
582,1,94,1,187
583,6,580,1,953
584,5,580,1,955
585,4,580,1,956
586,6,580,1,953
587,5,580,1,955
588,4,580,1,956
589,6,580,1,953
590,5,580,1,955
591,188,580,1,0
592,173,580,1,0
593,50,1925,1,0
594,51,1925,1,0
595,276,1925,1,0
596,4,1925,1,622
597,6,1925,1,628
598,6,1925,1,624
599,276,1925,1,0
600,8,1925,1,1002
601,6,1925,1,94
602,6,1925,1,628
603,8,110588,1,1053
604,8,110588,1,1054
605,10,110588,1,1055
606,8,110588,1,1056
607,10,110588,1,1057
608,8,110588,1,1058
609,10,110588,1,1059
610,10,110588,1,716
611,188,110588,1,0
612,173,110588,1,0
613,50,95,1,0
614,6,95,1,37
615,297,95,1,0
616,327,95,1,0
617,6,95,1,37
618,297,95,1,0
619,327,95,1,0
620,6,95,1,37
621,297,95,1,0
622,327,95,1,0
623,5,29,1,897
624,8,29,1,1103
625,5,29,1,897
626,8,29,1,1103
627,5,29,1,897
628,8,29,1,1103
629,5,29,1,897
630,8,29,1,1103
631,188,29,1,0
632,173,29,1,0
633,38,236,1,0
634,37,236,1,0
635,6,236,1,615
636,6,236,1,21
637,10,236,1,995
638,6,236,1,22
639,5,236,1,614
640,5,236,1,23
641,49,236,1,0
642,39,236,1,0
643,38,234,1,0
644,37,234,1,0
645,23,234,1,0
646,1,234,1,616
647,6,234,1,618
648,5,234,1,996
649,6,234,1,131
650,305,234,1,0
651,49,234,1,0
652,39,234,1,0
653,6,55,1,1124
654,9,55,1,751
655,10,55,1,743
656,9,55,1,1125
657,6,55,1,1124
658,5,55,1,1121
659,5,55,1,972
660,5,55,1,741
661,8,55,1,1122
662,5,55,1,1123
663,9,189,1,753
664,9,189,1,743
665,9,189,1,883
666,9,189,1,884
667,9,189,1,885
668,5,189,1,1121
669,5,189,1,972
670,5,189,1,741
671,8,189,1,1122
672,5,189,1,1123
673,6,206,1,754
674,6,206,1,53
675,6,206,1,983
676,6,206,1,54
677,6,206,1,754
678,5,206,1,1121
679,5,206,1,972
680,5,206,1,741
681,8,206,1,1122
682,5,206,1,1123
683,5,110374,1,755
684,5,110374,1,756
685,5,110374,1,980
686,5,110374,1,755
687,5,110374,1,756
688,5,110374,1,1121
689,5,110374,1,972
690,5,110374,1,741
691,8,110374,1,1122
692,5,110374,1,1123
693,1,50,1,1116
694,1,50,1,1117
695,1,50,1,1118
696,1,50,1,1119
697,1,50,1,1120
698,5,50,1,1121
699,5,50,1,972
700,5,50,1,741
701,8,50,1,1122
702,5,50,1,1123
703,1,531,1,60
704,1,531,1,61
705,1,531,1,62
706,1,531,1,66
707,1,531,1,68
708,1,531,1,70
709,1,531,1,60
710,1,531,1,73
711,188,531,1,0
712,173,531,1,0
713,5,110556,1,180
714,5,110556,1,976
715,5,110556,1,974
716,5,110556,1,977
717,5,110556,1,46
718,5,110556,1,1121
719,5,110556,1,972
720,5,110556,1,741
721,8,110556,1,1122
722,5,110556,1,1123
723,1,1842,1,1012
724,2,1842,1,1013
725,3,1842,1,33
726,4,1842,1,1015
727,1,1842,1,1014
728,5,1842,1,1121
729,5,1842,1,972
730,5,1842,1,741
731,8,1842,1,1122
732,5,1842,1,1123
733,38,245,1,0
734,37,245,1,0
735,5,245,1,989
736,297,245,1,0
737,9,245,1,990
738,6,245,1,992
739,5,245,1,993
740,49,245,1,0
741,39,245,1,0
742,295,245,1,0
743,6,347,1,795
744,6,347,1,795
745,6,347,1,795
746,6,347,1,795
747,6,347,1,795
748,5,347,1,1121
749,5,347,1,972
750,5,347,1,741
751,8,347,1,1122
752,5,347,1,1123
753,10,1746,1,799
754,3,1746,1,800
755,7,1746,1,48
756,8,1746,1,798
757,3,1746,1,800
758,5,1746,1,1121
759,5,1746,1,972
760,5,1746,1,741
761,8,1746,1,1122
762,5,1746,1,1123
763,50,14,1,0
764,312,14,1,0
765,313,14,1,0
766,314,14,1,0
767,315,14,1,0
768,316,14,1,0
769,317,14,1,0
770,312,14,1,0
771,313,14,1,0
772,315,14,1,0
773,6,54,1,809
774,5,54,1,1037
775,5,54,1,810
776,8,54,1,811
777,6,54,1,986
778,5,54,1,1121
779,5,54,1,972
780,5,54,1,741
781,8,54,1,1122
782,5,54,1,1123
783,5,205,1,106
784,5,205,1,108
785,5,205,1,111
786,5,205,1,112
787,5,205,1,106
788,5,205,1,1121
789,5,205,1,972
790,5,205,1,741
791,8,205,1,1122
792,5,205,1,1123
793,8,1745,1,116
794,8,1745,1,117
795,8,1745,1,121
796,8,1745,1,127
797,297,1745,1,0
798,5,1745,1,1121
799,5,1745,1,972
800,5,1745,1,741
801,8,1745,1,1122
802,5,1745,1,1123
803,8,116009,1,771
804,6,116009,1,772
805,5,116009,1,773
806,255,116009,1,0
807,305,116009,1,0
808,8,116009,1,56
809,255,116009,1,0
810,305,116009,1,0
811,8,116009,1,56
812,49,116009,1,0
813,8,116015,1,771
814,6,116015,1,772
815,5,116015,1,773
816,297,116015,1,0
817,8,116015,1,1115
818,303,116015,1,0
819,299,116015,1,0
820,6,116015,1,920
821,296,116015,1,0
822,49,116015,1,0
823,8,116013,1,771
824,6,116013,1,772
825,5,116013,1,773
826,5,116013,1,57
827,119,116013,1,0
828,24,116013,1,110
829,30,116013,1,0
830,120,116013,1,0
831,5,116013,1,26
832,49,116013,1,0
833,8,131725,1,771
834,6,131725,1,772
835,5,131725,1,773
836,8,131725,1,553
837,330,131725,1,387
838,330,131725,1,967
839,329,131725,1,388
840,330,131725,1,93
841,330,131725,1,387
842,49,131725,1,0
843,8,116010,1,771
844,6,116010,1,772
845,5,116010,1,773
846,24,116010,1,110
847,94,116010,1,0
848,5,116010,1,210
849,24,116010,1,110
850,94,116010,1,0
851,326,116010,1,0
852,49,116010,1,0
853,8,116016,1,771
854,6,116016,1,772
855,5,116016,1,773
856,222,116016,1,0
857,216,116016,1,0
858,4,116016,1,35
859,221,116016,1,0
860,258,116016,1,0
861,221,116016,1,0
862,49,116016,1,0
863,8,116020,1,771
864,6,116020,1,772
865,5,116020,1,773
866,6,116020,1,37
867,297,116020,1,0
868,327,116020,1,0
869,6,116020,1,37
870,327,116020,1,0
871,6,116020,1,78
872,49,116020,1,0
873,8,116343,1,771
874,6,116343,1,772
875,5,116343,1,773
876,74,116343,1,0
877,115,116343,1,0
878,24,116343,1,110
879,194,116343,1,0
880,4,116343,1,317
881,24,116343,1,176
882,49,116343,1,0
883,8,116017,1,771
884,6,116017,1,772
885,5,116017,1,773
886,103,116017,1,0
887,6,116017,1,1010
888,214,116017,1,0
889,6,116017,1,155
890,224,116017,1,0
891,190,116017,1,0
892,49,116017,1,0
893,8,116012,1,771
894,6,116012,1,772
895,5,116012,1,773
896,102,116012,1,0
897,5,116012,1,839
898,53,116012,1,839
899,159,116012,1,0
900,6,116012,1,148
901,201,116012,1,921
902,49,116012,1,0
903,8,116011,1,771
904,6,116011,1,772
905,5,116011,1,773
906,88,116011,1,0
907,24,116011,1,110
908,228,116011,1,0
909,5,116011,1,922
910,292,116011,1,0
911,228,116011,1,0
912,49,116011,1,0
913,8,116014,1,771
914,6,116014,1,772
915,5,116014,1,773
916,51,116014,1,0
917,79,116014,1,0
918,5,116014,1,969
919,8,116014,1,971
920,324,116014,1,0
921,5,116014,1,969
922,49,116014,1,0
