ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
20,29,39,-12,-6,11,62,-13,-15,36,29,56,67,-7,49,12,4,2,-57,-5,-23,-8,73,31,-30,-9,35,18,-17,-16,-24,48,21,1,-41,0,4,44,-32,15,-23,-72,-34,72,24,13,-57,-4,17,-23,-15,39,45,-74,61,19,-34,12,37,-11,-18,21,13,18,4,4,19,-10,18,30,71,8,-72,-18,10,37,0,8,41,-4,-9,-3,8,50,20,-2,11,-40,36,-14,19,-14,2,-9,5,34,-6,62,6,18,-45,40,29,-50,-2,19,-8,43,26,6,-13,26,-17,-6,38,5,-12,-17,68,21,-74,37,-38,48,34,37,23,-11,22,6,23,19,14,28,-66,12,-11,-36,13,25,18,48,15,11,21,31,35,36,35,66,31,46,63,42,60,-1,61,26,3,19,18,28,-12,-28,-6,47,-22,17,37,-7,13,24,14,-11,73,-15,-9,65,6,10,7,19,25,-48,76100
-7,24,40,-6,16,16,56,-31,-14,6,0,17,52,-23,34,11,24,-33,-37,-22,3,19,4,6,-8,-15,26,-7,-22,-49,19,32,-17,21,-63,-17,14,49,-20,29,-41,10,-19,55,33,61,-50,18,27,-55,-36,24,33,-77,47,70,15,17,33,-1,-38,-33,36,6,1,7,-4,15,67,9,2,19,13,-35,-8,55,-35,-2,31,18,-1,-9,21,38,12,1,-2,16,32,-19,7,3,-20,17,22,19,-32,68,-8,19,-29,49,40,-32,-57,20,-9,-9,45,24,-47,19,25,-19,26,-20,-20,5,50,77,-75,24,-6,39,-52,-19,16,-6,50,3,-33,69,37,16,-21,-9,46,-4,18,16,5,39,15,2,49,-11,41,6,-54,37,-21,-4,52,47,56,-18,66,16,13,6,-7,35,6,-7,-23,-7,3,27,34,-20,-30,39,18,37,54,5,-9,50,15,-3,19,-8,3,-68,76107
-3,49,34,-14,-4,4,-17,-30,24,-21,1,55,3,-22,39,17,20,5,-15,-5,-1,33,27,18,-3,20,24,-14,-35,-78,2,26,37,37,-34,-3,15,44,-12,0,-17,17,-13,55,3,67,-20,12,32,-78,-13,38,25,-82,-11,28,-46,4,27,-6,-15,-20,20,54,19,75,-14,9,68,16,22,12,16,-31,23,1,0,24,43,-1,-5,61,35,39,-5,-1,6,-51,25,17,-8,12,-20,30,18,-6,-26,64,18,17,-43,0,-19,-46,-36,18,18,1,58,14,54,37,28,-5,23,-17,15,30,-30,32,-83,37,-61,17,-27,-36,5,-14,34,-4,-15,61,22,34,-7,3,12,-61,16,32,-11,17,19,-2,36,-8,45,-20,-25,70,-41,3,48,38,-19,-4,61,35,13,14,-30,-17,15,-1,-7,5,-1,31,38,-7,-13,56,15,12,57,30,18,5,0,5,10,-28,52,-36,76116
31,-46,84,-30,20,38,13,-43,-27,-1,6,30,82,-19,22,19,-41,25,-100,-32,14,25,71,79,-3,-30,18,-46,-9,-52,14,43,29,13,-82,4,-46,67,-27,15,-19,36,-31,85,21,80,-100,27,43,-44,-21,38,45,-69,27,13,-58,38,34,-5,-22,30,52,-19,50,-20,-44,20,83,80,68,47,37,-45,19,76,23,45,-42,22,0,-15,-23,21,89,8,5,-66,34,-29,36,3,-30,24,43,92,-10,74,15,66,16,38,58,13,5,64,-47,-7,50,42,-58,24,-8,32,22,-32,-29,-2,16,22,-68,37,60,26,48,-13,45,-29,60,57,28,37,57,52,-31,16,-56,62,28,52,30,26,23,52,60,-28,-43,-2,44,33,5,52,66,83,9,0,70,25,-47,52,-10,58,7,-5,-38,52,12,43,-30,27,-13,50,29,-54,87,-3,-45,82,21,4,43,0,-8,-92,76157
10,39,43,0,36,15,30,-37,-5,-9,63,9,66,1,9,7,-13,22,6,-28,9,38,36,38,-4,0,52,-20,-10,-11,19,44,46,-22,-65,-4,43,83,-25,-8,-42,63,-27,38,-4,40,8,15,46,-17,-26,45,44,-52,10,-8,41,12,34,-7,-26,-3,40,-9,15,19,-22,17,48,38,38,49,58,-34,0,78,23,9,41,40,-8,26,-18,9,34,0,11,20,33,-14,22,-25,-14,37,39,37,4,40,3,39,-28,69,56,-22,-31,40,-10,-38,38,40,-40,69,11,27,52,-23,0,1,2,4,-52,43,7,49,7,19,56,-1,52,-9,-6,44,41,66,-21,6,28,6,21,66,19,50,4,6,52,-5,-8,-9,6,30,22,36,60,80,29,-8,37,71,40,52,-18,57,-21,-4,-33,37,11,43,8,23,-38,43,20,17,38,1,-16,68,-3,10,46,-14,7,-67,76199
19,55,35,-8,23,12,38,-20,6,0,41,43,26,-10,35,17,16,19,-2,-4,28,42,38,37,-5,29,44,-24,17,-13,10,24,51,16,-54,-1,22,51,2,17,-30,22,0,44,13,50,-4,15,58,-17,-6,38,26,-50,36,42,20,12,38,-2,-7,0,30,4,20,20,-21,11,58,38,37,43,24,-21,-5,61,19,19,64,22,-1,18,22,36,43,7,6,-6,38,1,26,15,-33,40,30,46,-2,57,-4,22,-43,62,32,-40,-58,22,5,-13,36,30,0,45,7,26,49,-30,27,6,33,50,-50,39,-5,49,12,3,58,-8,62,34,-1,40,30,60,13,17,-3,-4,17,61,24,51,21,33,62,0,10,0,12,42,0,34,66,41,37,-4,55,43,21,66,-24,29,20,-5,-8,33,30,56,13,24,-13,36,16,-3,44,7,6,26,21,7,39,-18,8,-61,76201
39,40,82,-12,28,20,62,-44,-23,0,-2,13,56,-1,22,17,-40,11,21,-44,13,44,30,35,-25,25,16,-28,16,-43,50,39,76,0,-90,3,29,94,-32,44,-44,-5,-31,87,42,44,21,12,32,-48,-32,36,40,-66,24,-34,2,20,56,-7,-33,-33,84,-29,-21,66,-25,6,52,34,31,67,-2,-49,-14,39,11,-25,29,28,-6,68,-46,23,9,-3,11,-10,55,-25,51,-1,-10,43,2,22,-11,74,-10,26,-26,16,23,-29,-28,26,-23,3,24,3,-21,41,5,49,16,-3,25,9,38,-21,-62,32,-25,50,9,14,16,-11,36,-66,-35,35,86,66,-7,5,-17,-28,31,67,51,49,20,-65,33,-17,-31,-2,7,21,13,23,67,98,62,1,74,44,27,16,-2,22,0,-24,-44,22,16,30,-21,47,-39,24,31,-24,88,11,-25,57,35,12,66,5,-22,-95,76210
26,20,84,-16,15,14,-1,-24,-18,-27,49,25,73,-19,-12,8,-33,62,1,-45,-16,25,58,60,-8,36,26,-9,-6,18,46,34,-14,-2,-79,9,-1,44,-33,-11,-20,55,-36,58,-9,51,0,22,47,9,-33,34,37,-57,-47,-7,-19,13,31,-4,-33,24,45,-38,-5,41,-9,16,60,60,58,45,55,-23,12,63,61,-5,18,14,-1,40,-31,-11,11,4,-9,-17,32,-13,55,-19,-21,28,29,19,-19,45,12,52,-32,47,50,-30,-33,55,-3,-15,-11,32,-10,66,3,31,27,-24,34,20,-51,-1,-58,37,44,24,27,-42,55,-17,38,-50,24,43,45,37,-36,-13,7,45,28,41,52,25,10,-40,37,-19,-21,-27,26,16,-42,21,60,46,0,6,46,60,0,44,-65,47,-15,-7,-51,20,-17,45,-16,31,-56,-9,29,0,56,20,-3,72,18,-7,41,-56,-30,-82,76624
17,66,62,-10,10,34,42,-45,3,8,-33,38,42,-41,13,10,-50,15,43,-30,3,36,17,63,-14,60,33,-19,-15,-52,14,42,49,12,-21,0,29,48,-30,14,14,25,-31,67,17,50,40,14,36,-44,-25,34,39,-76,-25,28,-41,34,43,-10,-29,-17,49,26,-43,39,-20,16,58,66,14,47,24,-45,-35,42,13,-40,71,13,-8,29,-48,13,8,-6,2,-42,43,6,11,13,-48,33,28,12,-41,86,-37,7,-40,26,40,-38,-41,7,0,-3,57,29,-86,38,5,17,33,-45,55,13,-32,34,-75,32,-52,47,21,-6,17,-10,61,-63,-20,61,51,44,-28,16,35,-49,26,42,10,46,10,-63,61,8,-28,8,18,41,-16,30,51,49,40,0,83,38,26,24,-32,39,14,-13,-29,27,2,36,-31,18,-27,55,26,27,68,12,-1,40,25,-1,47,-32,24,-24,113348
10,-1,78,-14,-4,29,5,-36,-8,16,18,84,18,-5,21,18,-8,0,-12,-16,23,31,24,24,-8,-6,16,-25,-43,-54,24,30,29,22,-70,7,-14,55,-20,41,-2,-20,-22,76,41,55,-13,21,47,-52,-18,50,29,-58,-7,5,-50,29,21,-6,-19,-33,42,-11,35,23,-27,21,52,21,25,26,-19,-36,-26,78,4,32,-1,-4,-4,24,-10,24,-12,0,7,-56,23,-4,28,23,-11,32,3,-18,-15,43,-23,-12,-89,70,25,-88,-14,-13,-11,12,-6,3,-52,26,34,6,13,-10,-2,-4,-17,6,-56,51,-65,48,-13,-22,31,-14,39,-28,-34,28,45,42,-42,-1,-31,-67,17,42,28,46,17,-27,38,-15,27,17,-13,75,-24,27,52,52,4,6,43,30,-17,36,-23,25,26,-7,-18,27,24,47,29,7,-16,-5,18,-28,76,-4,-10,21,28,6,27,-21,-12,-72,138814
3,71,5,-3,-17,82,-37,-21,-2,84,-8,33,26,30,94,0,-39,48,38,19,-26,66,46,25,-23,28,4,17,22,-44,-1,2,-62,-33,21,28,-54,34,-6,9,100,-48,-3,-16,10,-56,36,-1,12,-38,33,0,3,-43,62,-23,75,83,14,-11,32,-25,43,30,-43,39,18,0,-61,28,42,4,-48,-22,16,46,43,-36,70,-19,-11,30,-40,94,40,-16,-9,83,11,4,47,-16,26,65,31,39,26,-18,13,6,-55,40,27,-58,33,7,68,33,54,29,-99,4,-24,17,3,38,27,-28,70,-23,-39,-6,-27,12,36,41,27,-3,39,31,-28,-39,46,-20,5,40,9,-23,5,-19,49,12,1,19,38,1,-5,84,32,27,42,54,65,34,-35,29,-16,5,-52,27,16,24,-18,-24,26,51,-24,11,-14,20,-10,51,5,18,-14,-28,70,19,38,-9,9,14,15,20,155191
-19,-25,-27,17,-35,29,-73,-48,31,35,-5,49,17,30,50,2,-50,-14,12,8,-14,26,0,31,3,45,-31,0,-34,-23,-12,20,-62,-15,11,-28,-42,38,-27,0,45,-10,-29,-14,2,9,7,10,5,-25,-13,-2,17,-47,9,27,-19,27,16,-17,-14,-22,-8,14,-56,52,-1,6,8,35,0,-22,-10,-48,-3,-14,-16,-58,-41,-35,-13,45,-52,48,58,-11,25,-7,17,32,-21,-29,4,23,0,56,31,-3,-2,20,-32,-20,47,-29,25,16,20,-18,40,1,7,34,41,-30,-30,-2,40,-9,6,34,-45,-3,20,33,-23,17,3,14,-1,-32,-30,10,-5,-40,23,3,-37,22,-13,-42,-21,32,2,-23,0,15,-3,34,-24,54,26,48,26,44,-74,-32,-4,37,-42,3,-24,46,-26,0,10,44,-16,3,0,-30,-17,39,-13,-43,-12,-8,20,18,-16,30,-21,-28,14,7,159267
16,50,29,-16,9,-4,-12,-38,34,-17,12,69,43,-21,7,6,-7,-1,-2,-8,9,46,16,42,0,25,31,-23,1,40,19,14,-2,-2,-36,16,10,36,-5,23,42,-21,-8,35,26,29,7,22,30,42,11,63,12,-41,30,9,-45,-4,25,-6,10,-29,27,-2,-4,67,-20,20,27,38,14,-3,-20,-38,-22,-26,-2,0,49,9,-1,72,-5,6,-40,0,17,-38,25,27,29,8,-12,47,36,-35,-25,19,-27,25,-47,-41,35,-52,-11,24,7,0,11,37,-2,42,9,32,33,-7,30,27,42,8,-43,63,1,17,5,29,-15,-15,30,-26,-24,45,27,52,7,18,46,1,11,52,27,16,8,-31,29,-8,46,-17,6,70,27,51,26,33,-13,15,20,43,9,-11,0,35,9,0,-10,54,10,30,45,32,0,13,11,44,35,27,7,42,16,19,-3,-3,-4,-38,177458
-4,18,35,-1,2,5,60,0,5,40,-22,20,45,1,23,-5,-9,19,26,-31,-8,-7,27,41,-31,13,-1,-15,-17,-31,18,35,27,-13,-31,-20,0,7,-40,-20,-49,5,-40,29,-26,31,33,-1,2,-33,-21,-16,33,-10,-19,33,-9,5,37,-5,-22,-31,26,-5,-6,26,-13,-3,30,41,24,-22,8,-4,-16,-8,16,0,14,1,-3,22,-6,22,-55,1,1,-23,36,0,-3,-39,-12,-8,2,-64,-7,44,-22,-2,-20,-12,31,-24,-58,0,10,-18,-2,4,-28,-17,13,-9,1,-11,14,6,-11,42,-9,-17,-23,21,13,-13,-21,-1,25,12,-26,47,27,38,-15,-7,43,-19,6,39,-4,22,-2,6,24,-14,34,40,14,23,-11,54,55,19,61,-21,44,-19,0,-24,0,31,-38,-31,-31,56,-9,1,30,-9,-45,-3,5,36,30,5,13,42,-12,1,-21,-2,-7,-35,190042
2,35,22,-9,-23,-2,54,-20,0,-19,-12,13,69,-28,36,16,-22,-12,-55,0,-1,45,-11,41,-19,28,-22,-16,-20,-8,-9,18,11,28,-55,6,-68,40,-13,22,-44,-37,-11,49,22,69,-52,21,39,-14,-10,28,16,-86,14,61,11,0,20,-3,-8,-51,-4,-46,-8,58,-17,21,69,41,-8,12,-32,-23,-35,-17,-8,-7,46,-23,0,58,-29,37,15,2,4,5,17,0,16,26,-29,49,27,11,-29,52,-32,33,-75,-1,34,-75,-5,34,-45,7,-38,29,8,7,4,17,-20,-20,31,-9,16,58,-85,28,55,21,-31,-35,14,-11,11,-20,-52,23,-2,30,-10,27,-20,51,4,30,17,19,18,-29,10,-9,-47,-19,-26,12,-39,-20,48,38,58,9,52,8,-65,6,-7,33,24,-16,7,-21,0,42,-58,18,-5,-39,6,-15,49,-10,-45,67,43,5,18,-7,-60,-54,193314
-3,11,95,-23,28,12,39,-83,-27,54,-55,31,22,-63,50,28,-27,20,-36,-38,-6,36,40,72,-22,61,36,7,-66,-71,39,54,3,9,-100,-17,9,60,-62,31,-63,-62,-65,100,32,99,-34,32,13,-65,-46,23,58,-100,64,67,4,13,57,-3,-45,-21,61,-17,17,71,7,28,100,69,39,26,-58,-83,7,38,23,19,13,32,3,71,-22,50,19,12,12,2,61,-32,21,-14,-57,38,58,23,-52,100,9,10,-86,23,14,-92,-39,12,-17,-16,-32,62,-25,1,38,-19,39,-58,65,26,54,67,-100,29,-22,74,12,-74,7,-24,47,-34,-19,81,64,67,-40,17,-48,-23,34,67,19,73,29,-35,47,-66,-5,52,12,39,-69,-10,84,62,40,-22,100,6,4,-2,-29,14,-8,-25,-44,-8,-6,9,0,-20,-42,-27,33,-51,100,27,-18,17,33,14,23,-21,-15,-100,199386
3,65,67,-9,-7,28,-2,-46,-15,-21,17,38,56,-29,0,9,-7,12,-54,-16,-4,50,23,91,6,-48,-14,0,5,-73,24,34,-3,18,-81,-9,-37,13,18,6,41,56,18,50,9,23,-56,43,68,-80,-32,49,32,-47,21,28,-51,28,22,-7,-32,-40,49,-76,19,100,-2,35,32,88,23,48,58,-50,-6,-26,14,15,52,-8,-5,100,-3,-4,26,-2,-11,-66,20,-12,20,35,-26,52,5,23,-31,48,-3,21,-33,-18,-7,-30,3,20,10,-55,-15,7,-66,42,5,19,-13,-23,-47,35,21,34,-47,49,-61,20,-15,-5,18,-11,43,1,-47,74,51,24,-34,14,58,-63,20,24,23,20,11,5,42,28,16,-21,-13,33,4,1,22,18,0,-8,51,41,-35,24,3,-5,36,6,-14,1,-6,66,24,19,-50,-14,20,52,51,35,11,58,46,-7,48,3,-73,-83,199987
0,11,6,-1,1,-5,48,-5,100,9,52,47,22,4,28,5,18,5,26,4,12,-4,5,38,0,42,15,-3,-37,0,-4,23,-24,-76,-46,7,-15,-1,7,22,21,-19,4,35,22,25,27,19,21,1,-14,10,25,-21,43,88,-78,-3,2,2,-17,-24,11,-10,-12,12,-1,16,30,39,2,7,-18,-2,6,100,2,-11,13,2,33,11,18,28,16,8,0,-70,2,92,15,16,14,-4,38,14,6,35,3,-12,-38,100,22,-40,91,-15,63,0,17,37,17,32,-8,-98,16,17,41,-15,42,91,-19,13,-32,23,5,-2,-12,-3,12,3,-27,38,10,-56,-100,-18,7,-31,6,-51,12,23,6,1,11,-100,34,9,3,62,2,45,33,0,46,3,33,28,-13,-11,-2,23,21,0,0,43,13,23,37,-100,13,18,5,2,35,-15,62,17,29,2,2,-3,-5,-48,201119
-7,36,76,-32,-7,36,-14,-40,20,-19,58,31,76,-17,7,8,1,-39,-21,-2,12,26,-28,33,4,90,-12,-17,51,-23,42,23,0,-49,-70,3,-40,74,-11,4,-57,11,-15,67,4,74,-89,38,41,-32,-29,1,26,-79,2,50,-55,38,17,-5,-28,-65,9,-61,-2,100,-19,31,84,40,-35,60,-1,-41,-39,71,-37,-26,26,-9,-1,88,7,9,10,3,5,-45,17,14,88,22,-45,24,41,11,-16,63,-49,-26,-56,93,38,-55,-30,15,-21,-21,-23,41,5,2,43,-36,-11,-42,-38,13,6,56,-76,5,-18,29,-46,-21,16,-33,55,-37,-100,7,12,6,-40,5,27,-17,10,9,88,28,12,-8,55,-51,-23,-20,-45,38,-14,-2,65,76,-13,0,65,1,-39,19,-6,38,28,2,-5,-6,10,41,-22,-38,-3,-27,9,19,67,12,-24,78,29,6,58,-2,-55,-75,201269
16,41,58,-11,18,19,-10,-34,-4,15,17,30,42,-18,-18,2,-20,3,7,-31,1,28,30,31,-7,14,22,-19,2,-66,9,30,9,-9,-37,2,-18,9,-33,1,-15,41,-34,40,1,16,8,16,27,-63,-17,8,29,-42,-19,-65,-13,19,24,-8,-18,10,25,-19,-15,29,-20,17,18,30,31,28,42,-34,3,21,6,-18,42,19,-7,33,-16,-18,-25,-2,10,-30,24,0,6,-13,-41,26,11,-26,-20,52,5,29,-11,17,30,-9,-34,29,0,10,16,11,-22,49,1,3,21,-43,16,43,-15,-58,-43,8,7,31,16,-29,18,-12,54,-38,8,3,26,29,-33,-5,-1,7,13,29,5,32,4,-34,55,-49,-3,15,17,24,-31,28,12,6,-7,3,50,54,-24,18,-40,32,-12,-5,-32,29,2,26,3,5,-11,20,13,-5,41,42,1,45,11,10,27,-41,-12,-40,201301
27,30,61,-13,-4,31,2,10,6,60,100,19,83,-31,30,14,8,-11,-2,-6,45,-5,27,69,-9,-4,-7,0,-38,-7,23,26,51,0,-52,3,-44,94,-18,22,-4,70,-17,54,25,42,-4,16,21,-10,-100,5,22,-60,10,58,100,30,31,-14,-99,-1,44,63,-46,79,-3,17,50,67,29,22,69,8,0,62,-11,-48,18,-4,-13,79,7,23,-58,-12,3,100,28,4,33,3,-30,-8,-5,-56,-30,55,-4,2,18,64,30,19,-11,-1,46,22,54,-8,-44,27,-100,19,-7,-29,-12,-2,1,69,-60,3,-20,43,49,-36,-44,-14,61,-25,-7,36,47,57,-11,17,-2,-23,13,52,35,41,14,-17,61,-29,93,58,50,27,-29,72,88,95,3,3,52,29,-42,-42,-6,31,0,-11,-3,76,46,20,100,20,-14,57,13,5,57,-2,45,83,39,4,23,-7,74,-54,202024
4,35,100,-19,-20,50,-66,-52,-5,-57,-24,51,92,-2,13,14,-21,41,-54,-19,15,25,28,52,-10,0,9,-3,7,-44,38,29,0,18,-70,-9,-51,48,-28,-4,-7,3,-26,82,-1,58,-52,30,34,-43,-25,54,28,-85,17,62,-10,50,35,-6,-25,-42,24,-15,21,97,-5,30,57,52,31,1,6,-60,-12,35,44,16,26,-20,-2,100,-13,11,0,0,0,-25,30,0,30,11,-4,26,34,-2,3,43,-8,23,-93,39,33,-92,-23,19,-13,20,5,34,-45,19,5,-9,9,-3,1,20,12,65,-86,48,-27,34,-2,-25,0,-19,28,-91,-48,35,29,56,-22,-2,39,-28,11,56,28,33,15,-92,28,29,26,-58,0,45,-24,17,50,48,-68,-9,37,29,-56,1,-35,37,10,-9,-14,18,14,37,31,-9,-37,7,12,29,86,21,-11,92,6,2,4,-34,-18,-73,202087
19,-25,94,-12,18,-5,33,-35,29,-17,-30,55,54,-78,68,37,-28,48,77,-31,19,27,49,52,-6,100,38,2,15,-65,28,36,16,31,-60,-3,-64,46,-34,33,-19,-61,-37,54,32,58,66,22,35,-61,-11,34,35,-100,-41,20,-18,-6,14,-19,-12,-12,52,10,-10,84,3,25,58,52,48,31,-66,-32,49,11,45,-14,-12,17,-15,68,-28,64,-2,-10,18,-23,14,22,-2,68,-31,22,-8,-11,-76,65,42,65,-100,-21,3,-100,18,65,-63,35,16,-14,-94,40,20,-8,36,-36,100,16,-39,17,-100,36,91,36,-24,-31,-31,-11,68,-10,-10,66,51,82,8,-21,5,86,21,80,-5,37,35,0,67,31,-46,-16,-21,68,-33,42,55,45,35,-6,62,44,-67,-24,-21,8,71,-8,-32,44,19,34,-45,-7,-9,17,21,4,55,17,-64,58,36,19,29,-28,8,-61,202695
