firstnameid,lastnameid,playerjerseynameid,commonnameid,role3,gkglovetypecode,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
22492,23717,23717,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27265,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,27265,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
22492,23718,23718,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27266,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,4,0,1,27266,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
32373,41405,32372,32372,0,0,31,140,60000,1,0,0,89,1,94,0,0,0,89,0,6,40,-1,85,86,2,0,0,88,8,0,31,15,89,93,15,0,92,94,240101,92,2027,92,96,31,0,1,1015,95,90,0,180,1,0,18,83,1,145160,27,0,0,95,80,86,17629193,0,78,0,2,0,1048576,88,0,28130,14,38,5,91,91,4,2,0,0,0,68,93,90,52,0,0,1,15,9,0,0,16,160432,0,0,54,1,0,4,85,4,0,82,28130,0,7,0,4,0,89,7,0,93,500,2,0,0,1,0,0,0,0,0,21,6,91,37,14,-1,82,0,0,0
2835,7697,7697,0,0,0,0,107,2150000,0,0,16,79,0,81,0,0,0,75,0,46,86,-1,79,72,0,0,0,72,14,0,85,15,83,86,6,0,85,82,240101,78,2028,55,78,89,0,0,3004,80,86,0,176,1,0,-1,69,3,145434,7,0,0,80,77,73,16861696,0,66,1,2,0,1024,82,0,34079,14,84,4,80,62,2,2,0,0,0,83,88,79,62,0,0,2,7,9,0,0,9,160432,0,0,14,2,0,2,79,4,0,89,34079,0,6,0,2,0,65,7,0,86,500,4,0,0,4,0,22,0,0,0,2,0,87,86,0,-1,70,0,0,0
25464,11318,11318,0,0,0,18,114,2090401,1,0,28,63,1,72,0,0,0,72,0,2,88,-1,83,60,0,0,0,83,3,0,89,15,67,86,5,0,81,81,240101,72,2028,64,73,87,0,0,3000,78,81,0,177,1,0,14,85,1,146147,10,0,0,85,86,84,10493988,0,80,1,2,0,1024,83,0,45674,3,85,4,87,54,2,2,0,0,0,84,83,77,70,0,0,1,3,9,0,0,0,160432,0,0,117,1,0,4,81,2,0,89,45674,0,3,0,2,0,73,9,0,86,501,3,0,0,9,0,0,0,15,0,2,0,82,85,0,-1,75,0,0,0
22747,5897,5897,0,0,4,0,1,2080101,0,19,38,10,1,36,0,0,0,15,0,236,11,-1,23,22,0,0,0,12,64,0,18,31,11,66,65,0,59,59,240201,39,2025,11,11,11,0,0,14,65,33,0,188,3,0,-1,70,29,146268,0,0,0,23,69,47,0,0,84,0,2,0,0,28,0,49472,62,32,1,31,15,0,0,0,0,0,35,31,62,13,0,0,1,68,6,3,0,0,160970,1,0,18,2,0,3,59,5,2,28,49472,0,69,0,0,128,68,2,0,66,501,3,0,0,5,0,0,0,30,0,5,0,64,11,0,-1,12,0,0,19
10553,41594,41594,0,0,8,0,101,1130000,0,5,0,8,0,41,0,0,0,15,0,69,10,-1,46,17,0,0,0,9,84,2,24,15,10,88,86,0,82,64,252001,68,2029,6,8,10,0,0,8,86,38,0,197,1,0,-1,74,1,141729,0,0,0,30,92,59,0,0,83,0,2,0,0,44,0,51539,79,39,4,46,9,0,4,0,0,0,25,39,79,10,0,0,2,87,1,1,0,0,160432,0,0,34,1,0,3,73,5,3,41,51539,0,92,0,0,136,87,2,0,88,500,1,0,0,1,0,0,0,0,0,4,0,84,10,0,-1,11,0,0,1
18114,26620,26620,0,0,5,0,1,2150101,0,5,243,17,1,30,0,0,0,7,0,86,17,-1,52,15,0,0,0,14,57,0,15,31,10,59,58,0,55,58,240201,57,2025,13,10,13,0,0,2027,58,28,0,188,3,0,-1,46,245,145678,0,0,0,32,59,44,0,0,88,0,2,0,0,36,0,52679,58,27,1,44,10,0,0,0,0,0,31,27,58,12,0,0,1,58,1,0,0,0,159924,1,0,25,2,0,3,43,5,3,18,52679,0,59,0,0,1152,58,2,0,59,501,4,0,0,1,0,0,0,30,0,5,0,57,22,0,-1,12,0,0,8
8010,13905,13905,0,0,24,0,1,2120101,0,0,266,15,1,54,0,0,0,16,0,640,15,-1,27,22,0,0,0,14,70,0,26,31,13,70,70,0,69,50,240201,45,2025,14,11,13,0,0,2508,70,29,0,193,1,0,-1,65,29,146175,0,0,0,28,69,47,805306368,2,83,0,2,0,0,50,0,53110,63,30,1,34,13,0,0,0,0,0,33,31,63,15,0,0,1,69,2,1,0,0,159872,1,0,42,2,0,3,59,5,1,25,53110,0,69,0,0,1152,69,2,0,70,501,3,0,0,1,0,0,0,30,0,5,0,70,23,0,-1,15,0,0,6
39470,32399,32399,0,32,0,43,141,2330000,1,5,287,84,1,82,0,0,0,90,0,297,55,-1,83,85,0,0,0,89,10,0,43,18,77,88,7,0,90,85,232001,79,2029,89,84,43,0,0,4005,86,87,0,176,3,0,18,85,1,147203,25,0,0,89,87,92,58720387,0,82,1,2,0,4,82,0,54050,13,53,4,84,82,2,0,0,0,0,88,89,81,87,0,0,0,11,2,0,0,0,160432,0,0,14,1,0,4,85,3,0,89,54050,0,8,0,2,0,90,1,0,88,500,4,0,0,1,0,0,0,0,0,3,2,88,51,2,-1,90,0,0,6
11188,41362,41362,0,0,0,14,35,2150101,0,0,0,49,1,65,0,0,0,57,0,1081,60,-1,61,42,0,0,0,58,9,0,66,31,46,70,10,0,57,50,220001,54,2024,59,59,53,0,0,1010,59,73,0,178,0,0,10,59,432,153632,23,0,0,57,58,55,0,1,71,0,2,0,0,73,0,69951,10,56,1,59,43,2,0,0,0,0,51,74,54,64,0,0,0,14,9,0,0,24,160421,1,0,57,1,0,2,71,2,0,60,69951,0,13,0,1,0,56,9,0,59,502,3,0,0,9,0,0,0,30,0,2,0,73,42,0,-1,39,0,0,0
