competitionid,artificialkey,adsponserid,isapproved,dynamicimageid
308,282,38,1,0
350,283,38,1,0
350,284,38,1,0
350,285,38,1,0
350,286,38,1,0
350,287,38,1,0
350,288,38,1,0
350,289,38,1,0
350,290,38,1,0
350,291,38,1,0
350,292,38,1,0
353,293,38,1,0
353,294,38,1,0
353,295,38,1,0
353,296,38,1,0
353,297,38,1,0
353,298,38,1,0
353,299,38,1,0
353,300,38,1,0
353,301,38,1,0
353,302,38,1,0
360,303,38,1,0
360,304,38,1,0
360,305,38,1,0
360,306,38,1,0
360,307,38,1,0
360,308,38,1,0
360,309,38,1,0
360,310,38,1,0
360,311,38,1,0
360,312,38,1,0
361,313,38,1,0
361,314,38,1,0
361,315,38,1,0
361,316,38,1,0
361,317,38,1,0
361,318,38,1,0
361,319,38,1,0
361,320,38,1,0
361,321,38,1,0
361,322,38,1,0
390,323,38,1,0
390,324,38,1,0
390,325,38,1,0
390,326,38,1,0
390,327,38,1,0
390,328,38,1,0
390,329,38,1,0
390,330,38,1,0
390,331,38,1,0
390,332,38,1,0
414,333,38,1,0
414,334,38,1,0
414,335,38,1,0
414,336,38,1,0
414,337,38,1,0
414,338,38,1,0
414,339,38,1,0
414,340,38,1,0
414,341,38,1,0
414,342,38,1,0
820,343,38,1,0
821,344,38,1,0
822,345,38,1,0
840,346,38,1,0
841,347,38,1,0
842,348,38,1,0
843,349,38,1,0
844,350,38,1,0
845,351,38,1,0
846,352,38,1,0
847,353,38,1,0
848,354,38,1,0
849,355,38,1,0
850,356,38,1,0
851,357,38,1,0
860,358,38,1,0
861,359,38,1,0
862,360,38,1,0
863,361,38,1,0
864,362,38,1,0
865,363,38,1,0
866,364,38,1,0
867,365,38,1,0
868,366,38,1,0
869,367,38,1,0
870,368,38,1,0
871,369,38,1,0
970,370,38,1,0
970,371,38,1,0
970,372,38,1,0
970,373,38,1,0
970,374,38,1,0
970,375,38,1,0
970,376,38,1,0
970,377,38,1,0
970,378,38,1,0
970,379,38,1,0
980,380,38,1,0
980,381,38,1,0
980,382,38,1,0
980,383,38,1,0
980,384,38,1,0
980,385,38,1,0
980,386,38,1,0
980,387,38,1,0
980,388,38,1,0
980,389,38,1,0
980,390,81,1,95
990,391,38,1,0
990,392,38,1,0
990,393,38,1,0
990,394,38,1,0
990,395,38,1,0
990,396,38,1,0
990,397,38,1,0
990,398,38,1,0
990,399,38,1,0
990,400,38,1,0
990,401,38,1,0
990,402,81,1,43
1003,403,38,1,0
1003,404,38,1,0
1003,405,38,1,0
1003,406,38,1,0
1003,407,38,1,0
1003,408,38,1,0
1003,409,38,1,0
1003,410,38,1,0
1003,411,38,1,0
1003,412,38,1,0
1003,413,38,1,0
1007,414,38,1,0
1007,415,38,1,0
1007,416,38,1,0
1007,417,38,1,0
1007,418,38,1,0
1007,419,38,1,0
1007,420,38,1,0
1007,421,38,1,0
1007,422,38,1,0
1007,423,38,1,0
1007,424,81,1,200
1014,425,38,1,0
1014,426,38,1,0
1014,427,38,1,0
1014,428,38,1,0
1014,429,38,1,0
1014,430,38,1,0
1014,431,38,1,0
1014,432,38,1,0
1014,433,38,1,0
1014,434,38,1,0
1014,435,81,1,332
1015,436,38,1,0
1015,437,38,1,0
1015,438,38,1,0
1015,439,38,1,0
1015,440,38,1,0
1015,441,38,1,0
1015,442,38,1,0
1015,443,38,1,0
1015,444,38,1,0
1015,445,38,1,0
1015,446,38,1,0
1015,447,38,1,0
2076,448,81,1,75
2136,449,81,1,221
2173,450,38,1,0
2173,451,38,1,0
2173,452,38,1,0
2173,453,38,1,0
2173,454,38,1,0
2173,455,38,1,0
2173,456,38,1,0
2173,457,38,1,0
2173,458,38,1,0
2173,459,38,1,0
2173,460,81,1,321
3005,461,38,1,0
3005,462,38,1,0
3005,463,38,1,0
3005,464,38,1,0
3005,465,38,1,0
3005,466,38,1,0
3005,467,38,1,0
3005,468,38,1,0
3005,469,38,1,0
3005,470,38,1,0
3005,471,81,1,202
83,472,81,1,424
451,473,38,1,0
451,474,38,1,0
451,475,38,1,0
451,476,38,1,0
451,477,38,1,0
451,478,38,1,0
451,479,38,1,0
451,480,38,1,0
451,481,38,1,0
451,482,38,1,0
451,483,81,1,640
2216,484,38,1,0
2216,485,38,1,0
2216,486,38,1,0
2216,487,38,1,0
2216,488,38,1,0
2216,489,38,1,0
2216,490,38,1,0
2216,491,38,1,0
2216,492,38,1,0
2216,493,38,1,0
2216,494,81,1,1024
2218,495,38,1,0
2218,496,38,1,0
2218,497,38,1,0
2218,498,38,1,0
2218,499,38,1,0
2218,500,38,1,0
2218,501,38,1,0
2218,502,38,1,0
2218,503,38,1,0
2218,504,38,1,0
2218,505,38,1,0
2218,506,81,1,791
211,507,81,1,786
80,508,38,1,0
80,509,38,1,0
80,510,38,1,0
80,511,38,1,0
80,512,38,1,0
80,513,38,1,0
80,514,38,1,0
80,515,38,1,0
80,516,38,1,0
80,517,38,1,0
2221,518,38,1,0
2221,519,38,1,0
2221,520,38,1,0
2221,521,38,1,0
2221,522,38,1,0
2221,523,38,1,0
2221,524,38,1,0
2221,525,38,1,0
2221,526,38,1,0
2221,527,38,1,0
2221,528,38,1,0
227,529,97,1,0
227,530,97,1,0
227,531,97,1,0
227,532,97,1,0
227,533,97,1,0
227,534,97,1,0
227,535,97,1,0
227,536,97,1,0
227,537,97,1,0
227,538,97,1,0
227,539,97,1,0
227,540,97,1,0
227,541,81,1,856
2215,542,38,1,0
2215,543,38,1,0
2215,544,38,1,0
2215,545,38,1,0
2215,546,38,1,0
2215,547,38,1,0
2215,548,38,1,0
2215,549,38,1,0
2215,550,38,1,0
2215,551,38,1,0
2215,552,38,1,0
2215,553,81,1,894
2222,554,81,1,1017
2222,555,38,1,0
2222,556,38,1,0
2222,557,38,1,0
2222,558,38,1,0
2222,559,38,1,0
2222,560,38,1,0
2222,561,38,1,0
2222,562,38,1,0
2222,563,38,1,0
2222,564,38,1,0
3000,565,81,1,3
3001,566,81,1,9
3010,567,38,1,0
3010,568,38,1,0
3010,569,38,1,0
3010,570,38,1,0
3010,571,38,1,0
3010,572,38,1,0
3010,573,38,1,0
3010,574,38,1,0
3010,575,38,1,0
3010,576,38,1,0
3010,577,38,1,0
3010,578,38,1,0
3010,579,38,1,0
3011,580,38,1,0
3011,581,38,1,0
3011,582,38,1,0
3011,583,38,1,0
3011,584,38,1,0
3011,585,38,1,0
3011,586,38,1,0
3011,587,38,1,0
3011,588,38,1,0
3011,589,38,1,0
3011,590,38,1,0
3011,591,38,1,0
3011,592,38,1,0
3020,593,38,1,0
3020,594,38,1,0
3020,595,38,1,0
3020,596,38,1,0
3020,597,38,1,0
3020,598,38,1,0
3020,599,38,1,0
3020,600,38,1,0
3020,601,38,1,0
3020,602,38,1,0
3020,603,38,1,0
3020,604,38,1,0
3020,605,38,1,0
3021,606,38,1,0
3021,607,38,1,0
3021,608,38,1,0
3021,609,38,1,0
3021,610,38,1,0
3021,611,38,1,0
3021,612,38,1,0
3021,613,38,1,0
3021,614,38,1,0
3021,615,38,1,0
3021,616,38,1,0
3021,617,38,1,0
3021,618,38,1,0
3030,619,38,1,0
3030,620,38,1,0
3030,621,38,1,0
3030,622,38,1,0
3030,623,38,1,0
3030,624,38,1,0
3030,625,38,1,0
3030,626,38,1,0
3030,627,38,1,0
3030,628,38,1,0
3030,629,38,1,0
3030,630,38,1,0
3030,631,38,1,0
3031,632,38,1,0
3031,633,38,1,0
3031,634,38,1,0
3031,635,38,1,0
3031,636,38,1,0
3031,637,38,1,0
3031,638,38,1,0
3031,639,38,1,0
3031,640,38,1,0
3031,641,38,1,0
3031,642,38,1,0
3031,643,38,1,0
3031,644,38,1,0
