shortsnumberplacementcode,shortsnumbercolorprimg,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,shortsnumbercolorterb,competitionid,shortsnumbercolorprimr,jerseynumbercolorterg,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseybacknameplacementcode,jerseynamecolorg,shortsnumbercolorsecg,jerseynumbercolorsecg,shortsnumbercolorterr,shortsnumbercolorterg,jerseynamecolorr,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,numberfonttype,jerseynamefonttype,year,teamtechid,shortsnumberfonttype
1,12,0,238,220,220,220,220,14,12,12,12,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,7,89
1,12,0,238,220,220,220,220,60,12,12,12,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,7,89
1,12,0,238,220,220,220,220,61,12,12,12,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,7,89
1,220,0,220,0,28,12,12,14,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,1,23,49,0,7,89
1,220,0,220,0,28,12,12,60,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,1,23,49,0,7,89
1,220,0,220,0,28,12,12,61,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,1,23,49,0,7,89
1,220,0,238,220,220,12,12,14,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,7,89
1,220,0,238,220,220,12,12,60,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,7,89
1,220,0,238,220,220,12,12,61,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,7,89
1,28,0,220,0,28,220,220,14,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,3,23,49,0,7,89
1,28,0,220,0,28,220,220,60,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,3,23,49,0,7,89
1,28,0,220,0,28,220,220,61,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,3,23,49,0,7,89
1,30,0,33,28,30,99,220,13,28,220,77,0,220,77,1,30,41,41,220,220,28,99,77,220,33,0,0,265,135,0,8,265
1,220,0,220,220,220,220,12,13,220,12,220,0,12,220,1,220,220,220,12,12,220,220,220,12,220,0,1,262,135,0,8,262
1,220,0,220,220,220,220,12,13,220,12,220,0,12,220,1,220,220,220,12,12,220,220,220,12,220,0,2,262,135,0,8,262
1,220,0,220,220,220,220,12,13,220,12,220,0,12,220,1,220,220,220,12,12,220,220,220,12,220,0,3,262,135,0,8,262
1,220,0,238,220,220,12,12,14,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,0,23,49,0,9,89
1,220,0,238,220,220,12,12,60,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,0,23,49,0,9,89
1,220,0,238,220,220,12,12,61,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,0,23,49,0,9,89
1,220,0,231,220,220,41,19,201,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,202,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,223,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,224,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,226,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,228,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,232,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,231,220,220,41,19,2096,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,0,174,90,0,9,174
1,220,0,220,12,12,12,12,14,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,23,49,0,9,89
1,220,0,220,12,12,12,12,60,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,23,49,0,9,89
1,220,0,220,12,12,12,12,61,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,23,49,0,9,89
1,220,0,123,12,12,41,19,201,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,202,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,223,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,224,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,226,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,228,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,232,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,123,12,12,41,19,2096,220,125,220,0,123,12,1,12,31,125,253,183,12,141,12,141,231,0,1,174,90,0,9,174
1,220,0,238,220,220,12,12,14,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,9,89
1,220,0,238,220,220,12,12,60,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,9,89
1,220,0,238,220,220,12,12,61,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,9,89
1,220,0,231,220,220,41,19,201,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,202,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,223,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,224,220,255,220,0,0,220,1,220,31,31,253,183,220,41,220,0,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,226,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,228,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,232,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,231,220,220,41,19,2096,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,2,174,90,0,9,174
1,220,0,238,220,220,12,12,14,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,3,23,49,0,9,89
1,220,0,238,220,220,12,12,60,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,3,23,49,0,9,89
1,220,0,238,220,220,12,12,61,220,12,220,0,12,220,1,220,12,57,12,12,220,52,220,12,12,0,3,23,49,0,9,89
1,220,0,231,220,220,41,19,201,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,202,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,223,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,224,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,226,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,228,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,232,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,220,0,231,220,220,41,19,2096,220,183,220,0,253,220,1,220,31,31,253,183,220,41,220,19,231,0,3,174,90,0,9,174
1,28,0,238,220,220,220,220,14,0,12,136,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,10,89
1,28,0,238,220,220,220,220,60,0,12,136,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,10,89
1,28,0,238,220,220,220,220,61,0,12,136,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,10,89
1,59,0,38,38,59,74,74,201,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,202,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,223,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,224,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,226,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,228,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,232,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,59,0,38,38,59,74,74,2096,38,147,74,0,116,74,1,59,59,59,38,59,38,74,74,192,38,0,0,206,139,0,10,206
1,220,0,220,12,12,12,12,14,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,23,49,0,10,89
1,220,0,220,12,12,12,12,60,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,23,49,0,10,89
1,220,0,220,12,12,12,12,61,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,23,49,0,10,89
1,220,0,220,220,220,220,220,201,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,202,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,223,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,224,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,226,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,228,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,232,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,220,220,220,220,220,2096,220,33,220,0,32,220,1,220,220,220,220,220,220,220,220,51,220,0,1,206,139,0,10,206
1,220,0,238,220,220,12,12,14,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,10,89
1,220,0,238,220,220,12,12,60,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,10,89
1,220,0,238,220,220,12,12,61,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,2,23,49,0,10,89
1,12,0,12,12,12,12,12,201,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,202,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,223,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,224,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,226,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,228,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,232,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,12,0,12,12,12,12,12,2096,12,119,12,0,234,12,1,12,12,12,12,12,12,12,12,97,12,0,2,206,139,0,10,206
1,220,0,238,220,220,12,12,14,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,3,23,49,0,10,89
1,220,0,238,220,220,12,12,60,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,3,23,49,0,10,89
1,220,0,238,220,220,12,12,61,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,3,23,49,0,10,89
1,163,0,175,175,163,150,150,201,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,202,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,223,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,224,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,226,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,228,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,232,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,163,0,175,175,163,150,150,2096,175,54,150,0,109,150,1,163,163,163,175,163,175,150,150,65,175,0,3,206,139,0,10,206
1,12,0,238,220,220,220,220,14,12,12,12,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,11,89
1,12,0,238,220,220,220,220,60,12,12,12,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,11,89
1,12,0,238,220,220,220,220,61,12,12,12,1,12,220,1,220,220,57,220,220,220,52,220,12,220,0,0,23,49,0,11,89
1,220,0,238,220,220,12,12,14,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,1,23,49,0,11,89
1,220,0,238,220,220,12,12,60,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,1,23,49,0,11,89
1,220,0,238,220,220,12,12,61,220,12,220,1,12,220,1,220,12,57,12,12,220,52,220,12,12,0,1,23,49,0,11,89
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,11,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,11,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,11,89
1,220,0,220,12,12,12,12,14,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,11,89
1,220,0,220,12,12,12,12,60,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,11,89
1,220,0,220,12,12,12,12,61,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,11,89
1,220,0,220,220,220,220,12,13,220,12,220,1,12,220,1,220,220,220,12,12,220,220,220,12,220,0,0,262,135,0,12,262
1,220,0,220,220,220,220,12,13,220,12,220,1,12,220,1,220,220,220,12,12,220,220,220,12,220,0,1,262,135,0,12,262
1,220,0,220,220,220,220,12,13,220,12,220,1,12,220,1,220,220,220,12,12,220,220,220,12,220,0,2,262,135,0,12,262
1,0,0,220,197,0,220,220,14,197,220,46,1,220,46,1,0,220,220,220,220,197,220,46,220,220,0,0,23,49,0,13,89
1,0,0,220,197,0,220,220,60,197,220,46,1,220,46,1,0,220,220,220,220,197,220,46,220,220,0,0,23,49,0,13,89
1,0,0,220,197,0,220,220,61,197,220,46,1,220,46,1,0,220,220,220,220,197,220,46,220,220,0,0,23,49,0,13,89
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,1,23,49,0,13,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,1,23,49,0,13,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,1,23,49,0,13,89
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,13,89
