firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Wesley,Vangorten,30301,0,1,0,78,0,1,15,253101,11,0,168,4,1,144727,0,4,60,2,0,27082,4,2,0,0,0,0,0,2,0,500,188439,7,2,0,0,0,7,1
Paweł,Grygorski,30301,0,0,0,84,0,2,15,232001,2510,1,180,66,1,146587,0,4,74,2,0,27084,0,7,0,0,0,0,0,3,0,500,188444,37,1,0,0,0,2,0
Esben,Schjønberg,30301,0,3,0,150,0,0,15,232001,1512,2,172,1,1,146600,0,4,77,2,0,27108,3,6,0,0,0,0,0,2,0,500,188446,13,2,0,0,0,3,3
Jean,Rabault,30301,0,6,0,37,0,0,15,223101,2012,1,183,17,1,146600,0,4,71,2,0,27099,0,5,0,0,0,0,0,2,0,500,188448,18,2,0,0,0,1,6
Fabrice,Madoulet,1130201,0,0,0,1,0,2,15,250201,4502,2,177,17,1,146600,0,4,85,2,0,27050,4,9,0,0,0,0,0,9,0,500,188449,18,9,0,0,0,3,0
Dietmar,Schönlebe,30301,0,5,0,277,0,2,15,253101,24,1,180,2076,1,146600,0,4,78,2,0,27067,0,2,0,0,0,0,0,3,0,500,188451,21,2,0,0,0,2,3
Vitor,Secretario,50101,0,0,0,144,0,1,15,244101,1,2,180,308,1,144877,0,4,70,2,0,27085,4,4,0,0,0,0,0,3,0,500,188452,38,5,0,0,0,2,0
Steffen,Schwurbel,50101,0,1,0,64,0,2,15,223101,2002,1,179,2076,1,146600,0,4,70,2,0,27078,4,5,0,0,0,0,0,1,0,500,188455,21,1,0,0,0,1,1
Jasper,de Waart,30301,0,0,0,129,0,1,15,232001,2016,1,172,10,1,144814,0,4,70,2,0,27036,4,10,0,0,0,0,0,2,0,500,188457,34,2,0,0,0,2,0
Torjus,Løken,30301,0,5,0,102,0,0,15,232001,2,1,185,41,1,146600,0,4,73,2,0,27081,0,4,0,0,0,0,0,5,0,500,188461,36,1,0,0,0,4,6
Njål,Flaten,30301,0,1,0,92,0,1,15,232001,18,2,172,41,1,146600,0,4,75,2,0,27067,0,2,0,0,0,0,0,3,0,500,188462,36,1,0,0,0,3,1
Guilherme,Santoso,30301,0,0,37,37,0,1,15,244101,2505,1,175,308,1,146600,0,4,70,2,0,27080,0,4,0,0,0,0,0,4,0,500,188465,38,5,0,0,0,2,0
Ignacio,Muñiz Villate,30301,0,0,0,65,0,2,15,253101,1505,2,179,54,1,146600,0,4,84,2,0,27073,3,3,0,0,0,0,0,3,0,500,188474,45,3,0,0,0,3,0
Ludvig,Walfridsson,30301,0,6,243,129,0,1,15,223101,20,0,180,56,1,146814,0,4,76,2,0,27112,0,5,0,0,0,0,0,2,0,500,188475,46,1,0,0,0,2,3
Kristoffer,Frohlander,30301,1,5,0,16,0,1,15,223101,8,1,182,56,1,146600,0,4,70,2,0,27071,0,2,0,0,0,0,0,2,0,500,188476,46,1,0,0,0,1,1
Henry,McDillon,30301,0,6,0,75,0,1,15,253101,3505,2,178,65,1,141597,0,4,73,2,0,27083,0,1,0,0,0,0,0,2,0,500,209677,25,2,0,0,0,2,6
Conor,O'Connelly,30301,0,3,0,37,0,1,15,232001,2016,0,177,65,1,142583,0,4,72,2,0,27071,0,2,0,0,0,0,0,2,0,500,209678,25,1,0,0,0,2,0
Sheamus,McArthur,50101,0,7,0,29,0,2,15,253101,13,1,180,65,1,142920,0,4,78,2,0,27067,0,2,0,0,0,0,0,3,0,500,209679,25,1,0,0,0,2,7
Fedder,Gotthard,50101,1,3,289,39,0,1,15,223101,4001,1,187,80,1,144078,0,4,81,2,0,27092,3,5,0,0,0,0,0,2,0,500,209683,4,2,0,0,0,5,3
Lutz,Gersthofer,30301,0,2,289,65,0,0,0,253101,2003,1,174,80,1,142288,0,4,75,2,0,27082,4,2,0,0,0,0,0,2,0,500,209684,4,2,0,0,0,3,1
Heribert,Allmaier,30301,0,3,38,92,0,1,15,253101,1501,2,189,80,1,141043,0,4,77,2,0,27067,0,2,0,0,0,0,0,3,0,500,209685,4,2,0,0,0,4,3
Harald,Fimmler,30301,1,7,0,42,0,1,15,223101,2000,0,179,19,1,145614,0,4,77,2,0,27081,0,4,0,0,0,0,0,5,0,500,209686,21,1,0,0,0,2,7
Jascha,Zurheide,30301,0,2,0,155,0,0,15,232001,3500,1,182,19,1,144318,0,4,75,2,0,27112,0,5,0,0,0,0,0,2,0,500,209687,21,1,0,0,0,2,6
Rafael,Ruibal Losada,30301,0,0,38,57,0,0,15,253101,2004,1,181,54,1,145477,0,4,76,2,0,27079,4,9,0,0,0,0,0,5,0,500,209689,45,3,0,0,0,1,0
Ansgar,von Hauenstein,1130201,0,9,28,93,0,1,15,253101,37,2,192,19,1,143329,0,4,83,2,0,27074,3,2,0,0,0,0,0,3,0,500,209690,21,2,0,0,0,4,0
Daniel,Soengas Bello,50101,0,0,39,150,0,1,15,253101,0,2,177,53,1,146212,0,4,82,2,0,27051,0,3,0,0,0,0,0,4,0,500,209692,45,3,0,0,0,3,0
Álvaro,Arias Romera,30301,0,0,289,118,0,1,15,251101,7,1,179,53,1,144890,0,4,76,2,0,27085,4,4,0,0,0,0,0,3,0,500,209693,45,4,0,0,0,2,0
Federico,Ramos Navarro,30301,0,0,287,115,0,1,15,232001,2010,2,172,54,1,145689,0,4,70,2,0,27077,0,4,0,0,0,0,0,4,0,500,209694,45,3,0,0,0,2,0
Laurent,Glaisyer,30301,0,5,0,115,0,1,15,232001,2022,1,183,189,1,143367,0,4,76,2,0,27085,4,4,0,0,0,0,0,3,0,500,209712,47,2,0,0,0,2,6
Dario,Nuessli,50101,0,0,0,119,0,0,15,253101,528,0,178,189,1,142778,0,4,71,2,0,27051,0,3,0,0,0,0,0,4,0,500,209714,47,2,0,0,0,2,0
Eufemio,Lafranchi,30301,0,3,0,147,0,1,15,232001,1517,0,186,189,1,144050,0,4,76,2,0,27109,0,3,0,0,0,0,0,3,0,500,209716,47,2,0,0,0,4,3
Gwidon,Pietrzykowski,30301,0,3,28,0,0,0,15,253101,0,1,187,66,1,141500,0,4,79,2,0,27112,0,5,0,0,0,0,0,2,0,500,209777,37,1,0,0,0,5,3
Nikodem,Dworaczyk,30301,0,0,287,77,0,1,15,253101,22,1,174,66,1,139435,0,4,80,2,0,27112,0,5,0,0,0,0,0,2,0,500,209778,37,2,0,0,0,3,0
Kasper,Krosby,30301,0,3,287,83,0,1,15,232001,12,2,186,56,1,143466,0,4,83,2,0,27083,0,1,0,0,0,0,0,2,0,500,209788,46,2,0,0,0,5,0
Pontus,Ortendhal,50101,0,5,289,0,0,0,15,253101,18,1,184,56,1,142602,0,4,70,2,0,27110,0,7,0,0,0,0,0,2,0,500,209790,46,1,0,0,0,1,0
Sven,Solomonsson,1150101,1,1,0,154,0,2,15,223101,6,1,176,56,1,144151,0,4,68,2,0,27067,0,2,0,0,0,0,0,3,0,500,209791,46,1,0,0,0,2,1
Graham,Boverick,30301,0,0,0,104,0,0,15,232001,2027,2,185,351,1,144978,0,4,80,2,0,27092,3,5,0,0,0,0,0,2,0,500,209792,195,2,0,0,0,5,0
Pat,Framlow,50101,0,3,243,74,0,1,15,232001,3505,1,177,351,1,144763,0,4,73,2,0,27081,0,4,0,0,0,0,0,5,0,500,209793,195,2,0,0,0,2,0
Josh,Brithwell,1130201,0,2,287,43,0,2,15,232001,1517,0,178,351,1,142142,0,4,68,2,0,27112,0,5,0,0,0,0,0,2,0,500,209794,195,2,0,0,0,2,6
Buk-Chol,Choi,30301,1,0,0,115,0,1,15,221001,519,1,170,83,1,144100,0,4,72,1,0,27115,3,9,0,0,0,0,0,3,0,500,209808,167,4,0,0,0,8,0
Yoon-Fang,Lee,30301,1,0,0,137,0,0,15,221001,522,0,178,83,1,140217,0,4,71,1,0,27111,4,9,0,0,0,0,0,2,0,500,209809,167,4,0,0,0,1,0
Sébastien,Mittré,30301,0,3,0,115,0,0,15,232001,2010,0,178,16,1,143061,0,4,74,2,0,27080,0,4,0,0,0,0,0,4,0,500,209821,18,2,0,0,0,2,3
Jean-Daniel,Lacagne,30301,0,6,0,65,0,1,15,232001,1511,2,183,17,1,142555,0,4,71,2,0,27081,0,4,0,0,0,0,0,5,0,500,209822,18,2,0,0,0,1,6
Roald,Wikborg,30301,0,0,0,8,0,1,15,232001,2000,0,178,41,1,143353,0,4,66,2,0,27080,0,4,0,0,0,0,0,4,0,500,209847,36,2,0,0,0,1,0
Austen,Bayliffe,50101,0,9,0,17,0,1,15,232001,10,1,181,39,1,145021,0,4,77,2,0,27092,3,5,0,0,0,0,0,2,0,500,209882,95,2,0,0,0,2,1
Gavin,Monksfield,30301,0,3,0,138,0,1,15,223101,4001,1,183,65,1,147399,0,4,69,2,0,27082,4,2,0,0,0,0,0,2,0,500,209883,25,1,0,0,0,1,3
Laurits,Tyllesen,30301,0,0,287,75,0,1,15,232001,3501,1,177,1,1,143578,0,4,73,2,0,27081,0,4,0,0,0,0,0,5,0,500,209891,13,1,0,0,0,2,0
Afonso,Masarenhas,50101,0,0,287,61,0,0,15,244101,2507,1,189,308,1,143199,0,4,83,2,0,27079,4,9,0,0,0,0,0,5,0,500,209897,38,5,0,0,0,5,0
Arcibaldo,Pombal,30301,0,0,0,16,0,1,15,232001,2505,0,179,308,1,144700,0,4,67,2,0,27073,3,3,0,0,0,0,0,3,0,500,209899,38,4,0,0,0,1,0
Baptiste,Alacoque,30301,0,6,289,65,0,1,15,232001,1509,1,191,16,1,143665,0,4,84,2,0,27085,4,4,0,0,0,0,0,3,0,500,209902,18,2,0,0,0,5,6
Philippe,Daboussier,30301,0,3,28,57,0,2,15,223101,2019,1,184,17,1,146020,0,4,72,2,0,27074,3,2,0,0,0,0,0,3,0,500,209904,18,2,0,0,0,1,3
Viggo,Toksvig,50101,0,3,288,111,0,2,15,232001,18,0,179,1,1,144041,0,4,78,2,0,27036,4,10,0,0,0,0,0,2,0,500,209913,13,2,0,0,0,2,3
Klemens,Pilegaard,1130201,0,2,0,25,0,1,15,253101,25,0,187,1,1,141960,0,4,82,2,0,27110,0,7,0,0,0,0,0,2,0,500,209914,13,2,0,0,0,5,1
Ian,Lowcroft,30301,0,0,286,2,0,0,15,250201,1005,1,185,76,1,143073,0,4,84,2,0,27076,3,9,0,0,0,0,0,9,0,500,209923,14,9,0,0,0,6,0
Grant,Lindum,30301,0,6,287,135,0,2,15,232001,16,1,183,78,1,145037,0,4,79,2,0,27099,0,5,0,0,0,0,0,2,0,500,209926,14,3,0,0,0,2,6
Gianluca,Del Tarano,50101,0,3,38,119,0,1,0,232001,2027,1,180,31,1,144452,0,4,72,2,0,27092,3,5,0,0,0,0,0,2,0,500,209927,27,3,0,0,0,1,3
Filippo,Giacoletti,50101,0,3,0,115,0,2,0,232001,1,1,176,31,1,145043,0,4,69,2,0,27072,4,3,0,0,0,0,0,3,0,500,209928,27,3,0,0,0,1,3
Gijsbert,Declerck,30301,0,1,0,119,0,2,15,232001,4,1,185,4,1,142450,0,4,77,2,0,27071,0,2,0,0,0,0,0,2,0,500,209938,7,2,0,0,0,5,1
Jochem,Van Vosselen,1130201,1,12,0,102,0,1,15,223101,25,2,175,4,1,141224,0,4,72,2,0,27092,3,5,0,0,0,0,0,2,0,500,209939,7,2,0,0,0,3,7
Siem,Decauwer,50101,0,0,39,13,0,0,15,223101,529,1,188,4,1,145198,0,4,74,2,0,27085,4,4,0,0,0,0,0,3,0,500,209940,7,2,0,0,0,4,0
Joep,Druppers,50101,0,3,243,44,0,2,15,232001,1,1,182,10,1,144339,0,4,80,2,0,27083,0,1,0,0,0,0,0,2,0,500,209941,34,2,0,0,0,3,3
Luuk,Hoebacke,50101,0,6,0,29,0,1,15,232001,2515,0,191,10,1,142161,0,4,85,2,0,27072,4,3,0,0,0,0,0,3,0,500,209942,34,2,0,0,0,5,3
Pim,van Tilburgh,30301,0,0,0,70,0,0,15,244101,508,1,179,10,1,143762,0,4,69,2,0,27074,3,2,0,0,0,0,0,3,0,500,209943,34,5,0,0,0,1,0
Fuad,Al-Rishani,50101,1,0,28,16,0,1,15,224001,2510,0,174,350,1,140895,0,4,62,2,0,27109,0,3,0,0,0,0,0,3,0,500,209944,183,5,0,0,0,1,0
Abdulmajeed,Al-Reshedi,30301,1,0,0,22,0,1,15,224001,2517,1,183,350,1,145871,0,4,78,2,0,27106,0,3,0,0,0,0,0,4,0,500,209945,183,6,0,0,0,2,0
Mazhar,Al-Amur,50101,0,0,287,90,0,0,15,253101,2504,1,172,350,1,143800,0,4,65,2,0,27093,0,4,0,0,0,0,0,3,0,500,209946,183,5,0,0,0,2,0
Alvaro,Aldgate,50101,1,3,0,8,0,1,15,223101,1509,1,177,39,1,145627,0,4,73,2,0,27037,3,3,0,0,0,0,0,5,0,500,210589,95,3,0,0,0,3,3
Wilson,Mountland,1130201,0,2,0,92,0,0,15,253101,2014,1,182,39,1,144606,0,4,71,2,0,27074,3,2,0,0,0,0,0,3,0,500,210590,95,2,0,0,0,1,1
Jefferson,Robertford,30301,0,0,28,119,0,1,15,232001,4005,0,175,39,1,141639,0,4,82,2,0,27110,0,7,0,0,0,0,0,2,0,500,210594,95,1,0,0,0,3,0
Oliver Benito,Ledesma,1130201,0,3,243,149,0,1,15,224001,1512,2,174,353,1,144751,0,4,71,2,0,27077,0,4,0,0,0,0,0,4,0,500,214502,52,4,0,0,0,2,0
Gabriel,Santiseban,50101,0,0,28,114,0,1,15,232001,1516,1,175,353,1,144752,0,4,75,2,0,27072,4,3,0,0,0,0,0,3,0,500,214865,52,4,0,0,0,3,0
Jerónimo,Santarelli,30301,1,0,287,156,0,2,15,224001,2500,1,183,353,1,144250,0,4,75,2,0,27073,3,3,0,0,0,0,0,3,0,500,214866,52,6,0,0,0,2,0
Maximiliano,Recobedo,1130201,0,0,0,119,0,1,15,232001,528,2,178,353,1,144568,0,4,75,2,0,27077,0,4,0,0,0,0,0,4,0,500,214867,52,4,0,0,0,2,0
Yusri,Kao,30301,0,0,0,111,0,1,15,253101,509,1,176,76,1,141224,0,4,73,2,0,27029,1,9,0,0,0,0,0,4,0,500,221033,184,5,0,0,0,1,0
Dawud,Al-Habash,50101,0,0,243,29,0,1,15,244101,2506,1,174,76,1,144659,0,4,76,2,0,27093,0,4,0,0,0,0,0,3,0,500,221034,150,5,0,0,0,1,0
Shahzad,Abu Shakra,30301,0,0,243,114,0,1,15,253101,1518,1,177,76,1,142525,0,4,80,2,0,27106,0,3,0,0,0,0,0,4,0,500,221035,182,5,0,0,0,1,0
Hoo-gwo,Xiang,30301,1,0,0,128,0,1,15,221001,519,1,167,76,1,144247,0,4,62,1,0,27030,4,9,0,0,0,0,0,3,0,500,221037,155,4,0,0,0,3,0
Azlan,Hamberi,30301,1,0,0,105,0,0,15,224001,538,0,176,76,1,144772,0,4,72,2,0,27115,3,9,0,0,0,0,0,3,0,500,221045,173,6,0,0,0,1,0
Lamon,Darawan,50101,0,0,0,16,0,0,15,244101,543,1,177,76,1,144700,0,4,73,2,0,27113,4,3,0,0,0,0,0,4,0,500,221047,188,5,0,0,0,3,0
Radovan,Palenković,30301,0,23,287,102,0,1,15,253101,22,1,197,80,1,141294,0,4,92,2,0,27073,3,3,0,0,0,0,0,3,0,500,221049,51,3,0,0,0,5,22
Matthew,Mzizi,30301,0,0,0,28,0,1,15,250201,1009,2,181,76,1,143781,0,4,82,2,0,27070,3,9,0,0,0,0,0,7,0,500,221100,140,10,0,0,0,2,0
Vyacheslav,Bondartchuk,50101,0,3,243,66,0,1,0,232001,1503,1,177,76,1,144289,0,4,77,2,0,27112,0,5,0,0,0,0,0,2,0,500,221118,49,2,0,0,0,2,6
Leonidas,Lambrakis,50101,0,0,0,103,0,1,15,251101,2517,1,181,76,1,142340,0,4,77,2,0,27051,0,3,0,0,0,0,0,4,0,500,221119,22,4,0,0,0,2,0
Regis,Graver,30301,1,0,0,280,0,1,0,220001,1007,2,185,78,1,143541,0,4,84,2,0,27068,2,3,0,0,0,0,0,8,0,500,221153,148,10,0,0,0,5,0
Michael,Oliver,50101,0,3,0,65,0,1,15,232001,2016,1,182,13,1,146957,0,4,72,2,0,27036,4,10,0,0,0,1,0,2,0,500,221871,14,2,0,0,0,2,3
Robert,Madley,30301,0,9,0,43,0,1,15,232001,2012,0,188,14,1,147185,0,4,88,2,0,27099,0,5,0,0,0,1,0,2,0,500,221902,14,2,0,0,0,5,6
Craig,Pawson,30301,0,5,0,65,0,2,15,253101,1522,0,182,13,1,144775,0,4,76,2,0,27071,0,2,0,0,0,1,0,2,0,500,221949,14,2,0,0,0,2,6
Anthony,Taylor,30301,0,3,0,0,0,1,15,253101,2500,0,180,13,1,144642,0,4,76,2,0,27099,0,5,0,0,0,1,0,2,0,500,221950,14,2,0,0,0,2,6
Ingrún,Svansdóttir,1150501,0,5,0,512,5,1,0,122101,9504,2,165,2136,1,145553,2,4,55,2,1,40961,0,2,0,0,0,0,0,3,0,500,226903,24,2,0,0,0,8,1
Anna,Poltavkina,1150501,0,1,0,520,0,1,0,122101,7501,1,172,2226,1,147188,1,4,61,2,1,226904,0,2,0,1,0,0,0,1,0,500,226904,40,1,0,0,0,2,6
Bethany,Callanish,1150000,0,3,0,536,5,0,15,143101,7018,1,168,2136,1,145755,2,4,61,2,1,40958,4,8,0,0,0,0,0,2,0,500,226905,42,1,0,0,0,7,6
Neea,Jokelainen,1150501,0,6,0,538,0,1,15,122101,10501,1,173,2136,1,147399,1,4,59,2,1,226907,0,6,0,1,0,0,0,1,0,500,226907,17,1,0,0,0,1,6
Graham,Scott,30301,0,1,0,150,0,0,15,253101,2009,1,188,13,1,140980,0,4,84,2,0,27067,0,2,0,0,0,1,0,3,0,500,228958,14,2,0,0,0,5,6
Darren,Drysdale,30301,0,3,243,0,0,1,15,253101,15,1,182,60,1,141841,0,4,77,2,0,27110,0,7,0,0,0,1,0,2,0,500,231757,14,2,0,0,0,1,0
Geoff,Eltringham,50101,0,5,0,297,0,2,15,253101,2016,2,174,14,1,141397,0,4,73,2,0,27067,0,2,0,0,0,1,0,3,0,500,231759,14,2,0,0,0,3,3
Darren,England,1130201,0,6,0,77,0,2,15,232001,4003,2,178,13,1,147027,0,4,75,2,0,27078,4,5,0,0,0,1,0,1,0,500,231760,14,2,0,0,0,2,6
Jeremy,Simpson,30301,0,6,0,297,0,2,15,253101,2,2,177,14,1,143588,0,4,75,2,0,27112,0,5,0,0,0,1,0,2,0,500,231764,14,2,0,0,0,1,3
Seb,Stockbridge,50101,0,9,287,117,0,2,15,253101,2022,0,178,60,1,146510,0,4,75,2,0,27109,0,3,0,0,0,1,0,3,0,500,231765,14,2,0,0,0,1,6
Keith,Stroud,1130201,0,5,0,114,0,2,15,253101,2005,2,170,14,1,141286,0,4,68,2,0,27081,0,4,0,0,0,1,0,5,0,500,231766,14,2,0,0,0,7,6
Lee,Swabey,1130201,0,12,0,40,0,1,15,253101,2000,1,174,61,1,146327,0,4,69,2,0,27071,0,2,0,0,0,1,0,2,0,500,231768,14,2,0,0,0,3,7
Paul,Tierney,1130201,0,3,0,114,0,0,15,232001,2502,2,176,13,1,145176,0,4,70,2,0,27092,3,5,0,0,0,1,0,2,0,500,231769,14,2,0,0,0,2,3
Ben,Toner,50101,0,6,0,16,0,0,15,232001,2012,2,180,61,1,147241,0,4,75,2,0,27036,4,10,0,0,0,1,0,2,0,500,231770,14,2,0,0,0,1,3
Gavin,Ward,30301,0,2,0,114,0,0,15,232001,2008,1,174,14,1,144657,0,4,72,2,0,27082,4,2,0,0,0,1,0,2,0,500,231771,14,2,0,0,0,1,1
David,Webb,30301,0,6,0,154,0,0,15,232001,2004,0,172,14,1,144319,0,4,73,2,0,27072,4,3,0,0,0,1,0,3,0,500,231772,14,2,0,0,0,2,6
Dean,Whitestone,30301,0,0,0,16,0,0,15,232001,2021,1,178,14,1,143832,0,4,77,2,0,27073,3,3,0,0,0,1,0,3,0,500,231773,14,2,0,0,0,1,0
Andy,Haines,1130201,0,9,0,26,0,1,15,253101,4000,1,183,60,1,139706,0,4,78,2,0,27067,0,2,0,0,0,1,0,3,0,500,231779,14,2,0,0,0,2,6
Darren,Handley,50101,0,9,0,43,0,1,15,253101,15,1,179,60,1,144228,0,4,79,2,0,27072,4,3,0,0,0,1,0,3,0,500,231780,14,2,0,0,0,3,3
Ross,Joyce,30301,0,6,0,16,0,2,15,232001,24,1,173,60,1,147496,0,4,83,2,0,27081,0,4,0,0,0,1,0,5,0,500,231782,14,2,0,0,0,2,3
Chris,Kavanagh,50101,0,0,0,65,0,2,15,232001,2512,0,188,13,1,146955,0,4,85,2,0,27036,4,10,0,0,0,1,0,2,0,500,231783,14,2,0,0,0,5,0
Oliver,Langford,1130201,0,6,0,65,0,1,15,253101,2027,1,175,14,1,145166,0,4,77,2,0,27112,0,5,0,0,0,1,0,2,0,500,231787,14,2,0,0,0,2,6
Tony,Harrington,1130201,0,6,0,77,0,2,15,232001,10,2,172,13,1,146411,0,4,78,2,0,27081,0,4,0,0,0,1,0,5,0,500,231788,14,2,0,0,0,1,3
Rob,Lewis,1130201,0,3,0,290,0,0,15,253101,2006,1,168,61,1,141266,0,4,88,2,0,27078,4,5,0,0,0,1,0,1,0,500,231789,14,2,0,0,0,9,1
James,Linington,1130201,0,3,0,114,0,2,15,232001,2007,2,188,14,1,144960,0,4,90,2,0,27072,4,3,0,0,0,1,0,3,0,500,231791,14,2,0,0,0,6,3
Simon,Hooper,1150101,0,6,0,0,0,1,15,232001,2007,2,175,13,1,146006,0,4,77,2,0,27110,0,7,0,0,0,1,0,2,0,500,231793,14,2,0,0,0,3,1
Andy,Madley,30301,0,0,0,114,0,1,15,232001,2027,2,190,13,1,146423,0,4,80,2,0,27084,0,7,0,0,0,1,0,3,0,500,231794,14,2,0,0,0,5,0
Stephen,Martin,1130201,0,6,0,114,0,0,15,232001,5,1,182,14,1,145409,0,4,79,2,0,27071,0,2,0,0,0,1,0,2,0,500,231798,14,3,0,0,0,3,6
Tim,Robinson,30301,0,0,0,150,0,2,15,223101,2016,2,180,13,1,146227,0,4,85,2,0,27112,0,5,0,0,0,1,0,2,0,500,231804,14,2,0,0,0,2,0
Stuart,Attwell,30301,0,3,0,37,0,2,15,232001,1516,1,180,13,1,146089,0,4,74,2,0,27072,4,3,0,0,0,1,0,3,0,500,231893,14,2,0,0,0,1,3
Peter,Bankes,30301,0,3,0,150,0,2,15,253101,5,2,183,13,1,145865,0,4,85,2,0,27072,4,3,0,0,0,1,0,3,0,500,231894,14,2,0,0,0,2,3
Darren,Bond,30301,0,9,0,119,0,1,15,253101,25,1,175,13,1,145887,0,4,80,2,0,27081,0,4,0,0,0,1,0,5,0,500,231899,14,2,0,0,0,2,3
Carl,Boyeson,1130201,0,5,0,150,0,0,15,232001,4,2,188,61,1,141153,0,4,90,2,0,27112,0,5,0,0,0,1,0,2,0,500,231900,14,2,0,0,0,5,6
