firstnameid,lastnameid,playerjerseynameid,commonnameid,role3,gkglovetypecode,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
31725,29896,29873,0,0,0,0,27,50101,0,3,288,84,0,81,0,0,0,85,0,56,36,18,81,79,2,0,0,75,6,0,44,15,85,87,10,0,81,83,232001,88,2029,83,88,34,0,1,1505,86,86,0,187,1,0,12,63,1,142825,16,0,0,89,64,74,4522016,1,74,1,2,0,1,76,0,1605,11,38,4,84,81,3,3,0,0,0,44,86,84,55,0,0,2,6,9,0,0,16,160432,0,0,18,1,0,4,73,4,0,81,1605,0,14,0,3,0,79,3,0,87,500,3,0,0,2,0,0,0,0,0,4,0,86,31,0,27,75,0,0,0
7474,23411,23368,0,0,0,0,115,30301,1,0,28,49,0,83,0,0,0,59,0,1,92,12,80,48,0,0,0,52,6,0,90,15,69,87,14,0,88,87,220001,79,2029,41,70,83,0,0,1024,78,80,0,174,1,0,14,83,1,142572,10,0,0,82,86,59,10506240,0,70,1,2,0,2048,89,0,1668,10,86,4,87,34,2,2,0,0,0,87,83,76,56,0,0,1,14,3,0,0,0,160432,0,0,18,1,0,3,84,3,0,90,1668,0,7,0,1,64,48,9,0,87,500,2,0,0,10,0,0,0,0,0,2,0,81,87,0,-1,40,0,0,0
23841,40978,6061,6061,0,0,0,3,50101,1,0,0,75,0,75,0,0,0,71,0,47,90,-1,71,71,0,0,0,64,12,0,90,5,91,91,6,0,89,87,224001,82,2029,44,86,84,0,0,4003,85,90,0,176,1,0,3,83,2,141585,3,0,0,87,83,65,17039360,0,75,0,2,0,8388608,79,0,5003,7,88,5,87,61,3,0,0,0,0,74,91,83,78,0,0,2,15,3,0,0,22,160432,0,0,54,1,0,3,80,2,0,92,5003,0,13,0,3,0,56,6,0,90,500,2,0,0,6,0,0,0,0,0,2,0,90,88,0,-1,60,0,0,0
25173,28658,28658,0,0,0,0,42,30301,0,3,287,71,0,85,0,0,0,93,0,115,30,-1,52,86,0,0,0,79,7,0,31,15,66,88,8,0,89,82,223101,71,2029,93,89,30,0,0,2007,87,89,0,173,0,0,-1,61,1,145062,25,0,0,85,66,85,4325377,0,70,0,2,0,2,84,0,5419,10,35,5,78,66,2,4,0,0,0,56,90,69,82,0,0,1,15,4,0,0,0,160432,0,0,14,1,0,4,83,3,0,79,5419,0,10,0,2,512,88,2,0,88,500,2,0,0,2,0,0,0,0,0,2,0,89,28,17,21,88,0,0,3
22654,23099,11973,22653,0,0,0,35,30301,0,0,287,75,0,89,0,0,0,88,0,129,38,18,81,82,2,0,0,86,8,0,38,15,90,89,13,0,87,87,224001,85,2029,85,92,36,0,0,1518,90,88,0,180,1,0,12,75,1,142466,23,0,0,91,77,81,18088460,0,75,1,2,0,65536,77,0,5589,12,38,5,88,81,3,0,0,0,0,75,91,86,59,0,0,0,8,3,0,0,0,160432,0,0,38,1,0,4,67,2,0,85,5589,0,10,0,3,0,84,3,0,89,500,3,0,0,4,0,0,0,0,0,2,0,89,33,0,-1,77,0,0,0
12380,22097,22097,0,0,0,0,27,30301,0,13,287,83,0,84,0,0,0,84,0,86,42,-1,75,71,0,0,0,78,6,0,44,0,81,86,7,0,86,79,223101,83,2029,86,88,36,0,0,2022,86,86,0,175,1,0,12,74,3,144090,16,0,0,86,77,79,16908450,0,73,0,2,0,0,80,0,6975,12,45,4,84,78,3,3,0,0,0,73,89,82,58,0,0,1,5,1,0,0,0,160159,0,0,46,1,0,4,68,3,0,86,6975,0,7,0,2,0,81,2,0,86,500,3,0,0,2,0,0,0,0,0,1,1,87,48,0,27,70,0,0,3
15272,7927,7927,0,0,0,0,41,30301,0,3,0,68,0,86,0,0,0,87,0,87,31,-1,54,86,0,0,0,78,13,0,30,15,73,86,14,0,85,88,224001,79,2029,90,85,30,0,1,2015,85,86,0,184,1,0,21,74,1,143439,25,0,0,84,70,83,167772161,0,78,0,2,0,16,81,0,7512,10,36,4,71,64,3,0,0,0,0,48,86,70,88,0,0,1,10,3,0,0,16,160432,0,0,52,1,0,4,84,3,0,76,7512,0,13,0,3,0,86,3,0,86,500,3,0,0,4,0,27,0,0,0,2,0,86,29,1,-1,83,3,0,3
2120,34140,34140,0,0,0,0,41,1130201,0,5,0,88,0,79,0,0,0,92,0,16,32,23,64,85,0,0,0,87,14,0,37,15,62,88,5,0,86,83,232001,75,2029,91,87,29,0,0,3505,85,87,0,183,1,0,21,77,1,143891,25,0,0,84,73,90,131073,0,72,0,2,0,4,77,0,13128,7,35,4,73,88,2,3,0,0,0,60,84,71,84,0,2,1,6,3,0,0,0,160432,0,0,49,1,0,4,84,3,0,75,13128,0,13,1,2,0,90,2,0,88,500,2,0,0,2,0,0,0,0,0,2,2,86,23,3,-1,86,0,0,6
32464,33134,32200,32458,0,0,0,13,1130201,0,0,243,48,1,60,0,0,0,40,0,232,71,-1,66,65,0,0,0,51,16,0,73,21,51,71,8,0,69,71,251101,55,2024,45,47,69,0,0,1502,56,56,0,187,3,0,-1,75,1,147397,5,0,0,65,75,65,144,0,81,0,2,0,0,55,0,18115,16,73,1,63,31,1,0,0,0,0,68,51,57,69,0,0,0,7,3,0,0,0,159506,1,0,38,2,0,3,71,5,0,80,18115,0,14,0,1,192,51,4,0,71,501,3,0,0,4,0,0,0,14,0,5,0,54,76,0,-1,51,0,0,0
13492,25994,25994,0,0,136,0,2,30301,0,9,40,13,1,56,0,0,0,14,0,642,22,-1,50,29,0,0,0,17,63,0,17,31,20,63,63,0,57,56,232001,57,2024,15,14,24,0,0,46,63,34,0,183,1,0,-1,63,46,146529,0,0,0,30,65,44,0,0,70,0,2,0,0,55,0,19541,59,33,1,31,15,0,0,0,0,0,30,32,59,14,0,0,1,60,4,1,0,0,160797,1,0,14,1,0,3,57,5,1,30,19541,0,65,0,0,192,60,2,0,63,501,2,0,0,2,0,0,0,30,0,2,0,63,13,0,-1,12,0,0,23
5986,41033,32004,7958,0,0,0,41,1150101,0,0,0,79,1,76,0,0,0,90,0,65,32,-1,70,90,7,0,0,85,7,0,29,31,76,86,11,82,87,92,232001,76,2025,87,77,24,0,0,1505,80,80,0,187,3,0,-1,76,109,146942,25,0,0,86,74,92,185860112,0,85,1,2,0,4,61,0,20801,15,34,5,76,75,4,1,0,0,0,62,73,75,87,0,0,1,11,4,0,0,8,160786,0,0,38,1,0,4,93,4,0,77,20801,0,14,0,3,0,88,5,0,86,501,5,0,1,4,0,0,0,30,0,16,4,77,24,2,21,83,0,0,0
2066,17916,17916,0,0,0,0,12,1130201,0,2,287,55,1,46,0,0,0,40,0,0,63,-1,65,56,0,0,0,48,15,0,67,2,45,65,11,0,74,70,253101,55,2024,42,52,56,0,1,2022,57,32,0,184,3,0,-1,74,1,145879,5,0,0,63,69,64,128,0,78,0,2,0,0,50,0,23823,15,65,1,64,52,1,0,0,0,0,70,32,58,62,0,0,0,8,8,0,0,16,159332,1,0,46,1,0,3,62,5,0,59,23823,0,9,0,1,1216,49,2,0,65,501,4,0,0,2,0,0,0,15,0,1,0,32,70,0,-1,50,0,0,1
18194,31304,31302,29478,0,133,0,1,30301,0,3,62,11,1,50,0,0,0,13,0,0,22,-1,39,24,0,0,0,15,75,0,22,31,11,77,76,0,72,64,251101,65,2024,14,10,24,0,0,53,76,49,0,188,0,0,-1,70,35,146053,0,0,0,23,79,59,268435456,0,92,0,2,0,0,60,0,24630,79,45,3,37,11,0,0,0,0,0,32,43,79,13,0,0,1,77,3,0,0,0,160609,0,0,45,1,0,3,66,3,3,34,24630,0,79,0,0,0,77,4,0,77,501,3,0,0,4,1,0,0,30,0,375,0,75,20,0,-1,11,0,0,22
32039,33095,33095,0,0,0,0,41,30301,0,23,45,73,1,30,0,0,0,77,0,189,25,-1,45,75,0,0,0,60,13,0,35,6,58,70,8,0,61,76,251101,63,2027,78,63,31,0,0,3513,62,35,0,191,3,0,-1,80,2,145673,25,0,0,75,64,76,134217744,0,93,0,2,0,0,28,0,25798,8,36,2,63,52,2,0,0,0,0,66,31,59,78,0,0,0,6,9,0,0,8,160432,1,0,58,1,0,3,67,2,0,30,25798,0,6,0,2,512,74,4,0,70,500,2,0,0,4,0,0,0,0,0,5,0,33,35,0,21,77,0,0,23
22238,11786,11786,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,168,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,62,0,0,0,0,1,1,27251,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,4,0,1,27251,0,1,0,1,0,1,2,0,1,500,3,0,0,1,0,0,0,0,0,9,0,1,1,0,-1,1,0,0,0
22238,11787,11787,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27252,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,2,0,1,27252,0,1,0,1,0,1,2,0,1,500,3,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
22238,11788,11788,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27253,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,2,0,1,27253,0,1,0,1,0,1,2,0,1,500,3,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
22238,11789,11789,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27254,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,27254,0,1,0,1,0,1,2,0,1,500,3,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
22238,23447,23447,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,184,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27263,1,1,1,1,1,1,3,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,160097,0,0,14,1,0,3,27,2,0,1,27263,0,1,0,1,0,1,7,0,1,500,3,0,0,1,2,0,0,0,0,202,0,1,1,0,-1,1,0,0,0
22238,23448,23448,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27264,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,27264,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
22238,23449,23449,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27265,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,27265,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
22238,23450,23450,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27266,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,4,0,1,27266,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
32004,40935,32003,32003,0,0,0,138,30301,1,0,0,89,1,94,0,0,0,89,0,6,40,-1,85,86,2,0,0,88,8,0,31,15,89,93,15,0,92,94,220001,92,2027,92,96,31,0,1,1015,95,90,0,180,1,0,18,83,1,145160,27,0,0,95,80,86,17629193,0,78,0,2,0,1048576,88,0,28130,14,38,5,91,91,4,2,0,0,0,68,93,90,52,0,0,1,15,9,0,0,16,160432,0,0,54,1,0,4,85,4,0,82,28130,0,7,0,4,0,89,7,0,93,500,2,0,0,8,0,0,0,0,0,21,6,91,37,14,16,82,0,0,0
2832,7608,7608,0,0,0,0,7,50101,0,0,16,79,0,81,0,0,0,75,0,46,86,-1,79,72,0,0,0,72,14,0,85,15,83,86,6,0,85,82,244101,78,2028,55,78,89,0,0,3004,80,86,0,176,1,0,-1,69,3,145434,7,0,0,80,77,73,16861696,0,66,1,2,0,1024,82,0,34079,14,84,3,80,62,2,2,0,0,0,83,88,79,62,0,0,2,7,9,0,0,9,160432,0,0,14,2,0,2,79,4,0,89,34079,0,6,0,2,0,65,7,0,86,500,4,0,0,6,0,22,0,0,0,2,0,87,86,0,8,70,0,0,0
25188,11150,11150,0,0,0,0,114,30301,1,0,28,63,1,72,0,0,0,72,0,2,88,-1,83,60,0,0,0,83,3,0,89,15,67,86,5,0,81,81,220001,72,2028,64,73,87,0,0,3000,78,81,0,177,1,0,14,85,1,146147,10,0,0,85,86,84,10493988,0,80,1,2,0,1024,83,0,45674,3,85,4,87,54,2,2,0,0,0,84,83,77,70,0,0,1,3,9,0,0,0,160432,0,0,117,1,0,4,81,2,0,89,45674,0,3,0,2,0,73,9,0,86,501,3,0,0,10,0,0,0,15,0,2,0,82,85,0,-1,75,0,0,0
22489,5833,5833,0,0,4,0,2,30301,0,19,38,10,1,36,0,0,0,15,0,236,11,-1,23,22,0,0,0,12,66,0,18,31,11,68,67,0,59,59,253101,39,2024,11,11,11,0,0,14,67,33,0,188,3,0,-1,70,29,146268,0,0,0,23,69,47,268435456,0,84,0,2,0,0,28,0,49472,62,32,1,31,15,0,0,0,0,0,35,31,62,13,0,0,1,69,6,3,0,0,160970,1,0,18,2,0,3,60,5,2,28,49472,0,69,0,0,129,69,2,0,68,501,3,0,0,2,0,0,0,30,0,5,0,66,11,0,-1,12,0,0,19
10413,41121,41121,0,0,8,0,102,1130201,0,5,0,8,0,41,0,0,0,15,0,69,10,-1,46,17,0,0,0,9,84,0,24,15,10,88,86,0,82,64,232001,68,2029,6,8,10,0,0,8,86,38,0,197,1,0,-1,74,1,141729,0,0,0,30,92,59,268435456,0,83,0,2,0,0,44,0,51539,79,39,4,46,9,0,4,0,0,0,25,39,79,10,0,0,2,87,1,1,0,0,160432,0,0,34,1,0,3,73,5,3,41,51539,0,92,0,0,129,87,2,0,88,500,1,0,0,2,0,0,0,0,0,4,0,84,10,0,-1,11,0,0,1
17888,26332,26332,0,0,5,0,2,50101,0,6,243,18,1,31,0,0,0,7,0,86,18,-1,53,16,0,0,0,15,58,0,15,15,11,60,59,0,55,58,253101,58,2025,14,11,14,0,0,2027,59,29,0,188,3,0,-1,47,0,145678,0,0,0,33,60,44,0,0,88,0,2,0,0,37,0,52679,59,28,1,45,11,0,0,0,0,0,31,28,59,13,0,0,1,59,1,3,0,0,159924,1,0,25,2,0,3,44,5,3,19,52679,0,60,0,0,1152,59,2,0,60,502,4,0,0,2,0,0,0,17,0,5,0,58,22,0,-1,13,0,0,9
7915,13722,13722,0,0,24,0,1,1150101,0,0,266,15,1,57,0,0,0,16,0,640,15,-1,27,22,0,0,0,14,75,0,26,31,13,74,77,0,70,50,232001,45,2025,14,11,13,0,0,2508,77,32,0,193,1,0,-1,65,29,146175,0,0,0,28,73,50,805306368,2,83,0,2,0,0,51,0,53110,66,33,1,34,13,0,0,0,0,0,33,33,66,15,0,0,1,72,2,1,0,0,159872,1,0,42,2,0,3,61,5,1,25,53110,0,73,0,0,1152,72,2,0,74,501,3,0,0,2,0,0,0,30,0,5,0,75,23,0,-1,15,0,0,6
39020,32032,32032,0,0,0,0,41,1130201,1,5,287,84,1,82,0,0,0,90,0,297,55,18,83,85,0,0,0,89,10,0,43,18,77,88,7,0,90,85,223101,79,2029,89,84,43,0,0,4005,86,87,0,176,3,0,21,85,1,147203,25,0,0,89,87,92,58720387,0,82,1,2,0,4,82,0,54050,13,53,4,84,82,2,0,0,0,0,88,89,81,87,0,0,0,11,2,0,0,0,160432,0,0,14,1,0,4,85,3,0,89,54050,0,8,0,2,0,90,1,0,88,500,4,0,0,2,0,0,0,0,0,3,2,88,51,2,-1,90,0,0,6
23708,6714,6714,0,0,0,0,21,30301,0,0,0,48,1,64,0,0,0,60,0,284,59,-1,64,41,0,0,0,44,7,0,51,31,50,70,10,0,50,41,223101,60,2024,48,61,50,0,0,2501,61,70,0,186,0,0,-1,52,45,153867,14,0,0,65,52,53,0,0,64,0,2,0,0,54,0,69950,6,49,1,67,33,1,0,0,0,0,52,66,59,43,0,0,0,8,9,0,0,0,160786,1,0,57,1,0,2,48,4,0,53,69950,0,14,0,1,0,48,3,0,60,501,3,0,0,3,2,0,0,30,0,4,0,68,40,0,-1,39,0,0,0
11019,40895,40895,0,0,0,0,20,50101,0,0,0,49,1,65,0,0,0,57,0,194,60,-1,67,42,0,0,0,58,9,0,66,12,46,69,10,0,57,50,220001,54,2024,42,60,53,0,0,1016,62,73,0,178,0,0,10,59,1,153632,14,0,0,64,58,55,0,0,71,0,2,0,0,73,0,69951,10,56,1,61,43,1,0,0,0,0,51,74,56,64,0,0,0,14,9,0,0,0,160421,1,0,57,1,0,2,71,2,0,60,69951,0,13,0,1,0,48,9,0,60,502,3,0,0,9,2,0,0,24,0,2,0,73,42,0,-1,39,0,0,0
